# Dataset: annual dissolved oxygen at German monitoring sites (EEA Waterbase v2020_1).
# Source: data/raw/waterbase/ Aggregated + Spatial files, determinand 'Dissolved oxygen'.
# Site filter: monitoring sites within the study radius of a study reactor.
# Window filter: observation years 2006-2018 (inclusive).
# Added columns: nearest study reactor, its group and the distance in km.
# River position added by river_position.py: each site is matched to its
# study river and classified upstream/downstream of the nearest reactor, with
# an approximate along-flow distance and distance band. Flow direction is a
# per-river heuristic (see the module); the up/down sign is robust, the distance
# is approximate. Filter on position=downstream for the plume-exposed sample;
# downstream_of_shock=1 marks sites below a 2011/staggered shutdown.
site_id,site_name,water_body_name,latitude,longitude,year,mean_value,min_value,max_value,sample_count,unit,nearest_reactor,nearest_group,distance_km,study_river,position,nearest_upstream_plant,nearest_upstream_group,along_river_km,distance_band,downstream_of_shock
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,2008,10.896,8.2,14.1,25,mg/L,Neckarwestheim 1,partial,22.765,,off_river,,,,,0
DESM_NW752824,VORMDGDERWÃ¶RMKE,EMMER,51.93522,9.22693,2008,10.2417,7.8,11.8,12,mg/L,Grohnde,control,16.965,,off_river,,,,,0
DESM_NW734913,STRBRINHÃ¶LSEN,BEGA,52.03753,8.79142,2008,9.73333,8.1,11.7,12,mg/L,Grohnde,control,42.552,,off_river,,,,,0
DESM_DENI_12046,WESERHEMELINGEN,MITTELWESER ZWISCHEN ALLER UND BREMEN,53.05279,8.87458,2008,10.0215,5.6865,16.8365,366,mg/L,Unterweser,treatment,49.463,Weser,downstream,Grohnde,control,118.3,>50,0
DESM_HE_130,MAINBISCHOFSHEIMMESSSTATIONRECHTESUNDLINKESUFER,MAIN - HESSEN,49.99936,8.34549,2008,9.67308,6.1,12.9,26,mg/L,Biblis A,treatment,32.622,Main,downstream,Grafenrheinfeld,staggered_treatment,129.1,>50,1
DESM_HE_115,SCHWARZBACHTREBURASTHEIMMESSSTATION,SCHWARZBACH/ASTHEIM,49.9561,8.35734,2008,8.15385,5.1,9.6,26,mg/L,Biblis A,treatment,27.739,,off_river,,,,,0
DESM_HE_107,WESCHNITZBIBLISWATTENHEIMNACHMÜNDUNGHALBMAASGRABEN,UNTERE WESCHNITZ,49.69875,8.41001,2008,9.17478,6.6,11.4,23,mg/L,Biblis A,treatment,1.231,,off_river,,,,,0
DESM_HE_380,NIDDAFRANKFURTNIEDMESSSTATION,NIDDA/FRANKFURT,50.10022,8.56059,2008,10.8615,7.9,13.4,26,mg/L,Biblis A,treatment,44.696,,off_river,,,,,0
DESM_SH_120019,STÖRBEIHEILIGENSTEDTENKLAPPBRÜCKE,STÖR UL UND NG,53.92922,9.4692,2008,9.71917,6.18,13.3,12,mg/L,Brokdorf,control,11.863,,off_river,,,,,0
DESM_SH_120098,OSTERAUBEIBAß,OBERE OSTERAU,53.94611,10.01435,2008,9.97,7.78,12.52,6,mg/L,Brokdorf,control,45.051,,off_river,,,,,0
DESM_NW805180,E1AUHKARHEINENORDEU,EMS,52.30786,7.42164,2009,9.5,6.7,11.8,13,mg/L,Emsland,control,20.865,Ems,upstream,,,,,0
DESM_NW731808,UHKABADOEYNHAUSEN,WERRE,52.21949,8.8254,2009,10.5385,8.0,12.6,13,mg/L,Grohnde,control,45.053,,off_river,,,,,0
DESM_NW031318,BRÜCKEAMMELITTABAD,MITTELLANDKANAL,52.30086,8.88783,2009,9.4,4.2,14.6,11,mg/L,Grohnde,control,46.425,,off_river,,,,,0
DESM_NW734913,STRBRINHÃ¶LSEN,BEGA,52.03753,8.79142,2009,10.3923,8.3,13.5,13,mg/L,Grohnde,control,42.552,,off_river,,,,,0
DESM_NW752824,VORMDGDERWÃ¶RMKE,EMMER,51.93522,9.22693,2009,10.4,6.3,14.6,13,mg/L,Grohnde,control,16.965,,off_river,,,,,0
DESM_DERP2391566500,UNTERSUCHUNGSSTATION WORMS,"FREIFLIEßENDE RHEINSTRECKE, UNTERHALB NECKAR - UND MAINMÜNDUNG",49.6311,8.3793,2009,9.47273,7.5,12.2,11,mg/L,Biblis A,treatment,9.072,Neckar,downstream,Neckarwestheim 1,partial,86.7,>50,1
DESM_SH_120019,STÖRBEIHEILIGENSTEDTENKLAPPBRÜCKE,STÖR UL UND NG,53.92922,9.4692,2009,10.3891,8.6,13.26,11,mg/L,Brokdorf,control,11.863,,off_river,,,,,0
DESM_SH_120098,OSTERAUBEIBAß,OBERE OSTERAU,53.94611,10.01435,2009,9.0675,7.55,10.9,12,mg/L,Brokdorf,control,45.051,,off_river,,,,,0
DESM_BWU48,MANNHEIM/NECKAR,NECKAR (BW) AB KOCHER (TBG 49),49.49469,8.4689,2009,10.2154,7.5,13.3,26,mg/L,Biblis A,treatment,24.192,Neckar,downstream,Neckarwestheim 1,partial,71.7,>50,1
DESM_BWU45,POPPENWEILER,NECKAR AB FILS OBERHALB ENZ (TBG 42),48.91262,9.24781,2009,9.73077,5.8,13.6,26,mg/L,Neckarwestheim 1,partial,15.243,Neckar,upstream,,,,,0
DESM_BWU44,DEIZISAU,NECKAR AB FILS OBERHALB ENZ (TBG 42),48.7171,9.38628,2009,10.1423,7.6,13.5,26,mg/L,Neckarwestheim 1,partial,39.2,Neckar,upstream,,,,,0
DESM_BWU40,KARLSRUHE,"FREIFLIEßENDE RHEINSTRECKE, UNTERHALB STAUSTUFE IFFEZHEIM BIS OBERHALB LAUTERMÜNDUNG",48.92299,8.16898,2009,9.86923,7.6,12.4,26,mg/L,Philippsburg 1,partial,41.479,,off_river,,,,,0
DESM_BWU41,MANNHEIM/RHEIN,"FREIFLIEßENDE RHEINSTRECKE, UNTERHALB LAUTER- BIS OBERHALB NECKARMÜNDUNG",49.48374,8.45494,2009,9.892,7.7,12.6,25,mg/L,Biblis A,treatment,25.259,,off_river,,,,,0
DESM_BWU47,KOCHENDORF,NECKAR AB ENZ OBERHALB KOCHER (TBG 46),49.21644,9.21007,2009,9.56538,5.5,13.5,26,mg/L,Neckarwestheim 1,partial,19.663,Neckar,downstream,Neckarwestheim 1,partial,11.3,10-25,1
DESM_BWU27,KOCHENDORF,KOCHER UNTERHALB OHRN,49.22325,9.20766,2009,11.056,7.2,15.1,25,mg/L,Neckarwestheim 1,partial,20.393,,off_river,,,,,0
DESM_BWU51,ULMWIBLINGEN,DONAU AB RIß OBERHALB ILLER (TBG 64),48.37289,9.96429,2009,10.5923,8.2,13.5,26,mg/L,Gundremmingen C,staggered_treatment,35.748,Danube,upstream,,,,,0
DESM_BWU46,BESIGHEIM,NECKAR AB FILS OBERHALB ENZ (TBG 42),49.00129,9.14739,2009,9.44231,5.8,13.1,26,mg/L,Neckarwestheim 1,partial,4.863,Neckar,upstream,,,,,0
DESM_BWU24,BESIGHEIM,ENZ UNTERHALB GLEMS,48.99756,9.14213,2009,10.4615,8.1,13.0,26,mg/L,Neckarwestheim 1,partial,5.402,,off_river,,,,,0
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,2009,10.5958,8.0,13.3,24,mg/L,Neckarwestheim 1,partial,22.765,,off_river,,,,,0
DESM_HE_130,MAINBISCHOFSHEIMMESSSTATIONRECHTESUNDLINKESUFER,MAIN - HESSEN,49.99936,8.34549,2009,9.02692,5.1,13.0,52,mg/L,Biblis A,treatment,32.622,Main,downstream,Grafenrheinfeld,staggered_treatment,129.1,>50,1
DESM_DENI_12046,WESERHEMELINGEN,MITTELWESER ZWISCHEN ALLER UND BREMEN,53.05279,8.87458,2009,9.88486,3.3531,14.649,356,mg/L,Unterweser,treatment,49.463,Weser,downstream,Grohnde,control,118.3,>50,0
DESM_HE_107,WESCHNITZBIBLISWATTENHEIMNACHMÜNDUNGHALBMAASGRABEN,UNTERE WESCHNITZ,49.69875,8.41001,2009,10.0174,7.5,12.1,23,mg/L,Biblis A,treatment,1.231,,off_river,,,,,0
DESM_HE_380,NIDDAFRANKFURTNIEDMESSSTATION,NIDDA/FRANKFURT,50.10022,8.56059,2009,10.38,8.0,14.5,50,mg/L,Biblis A,treatment,44.696,,off_river,,,,,0
DESM_HE_115,SCHWARZBACHTREBURASTHEIMMESSSTATION,SCHWARZBACH/ASTHEIM,49.9561,8.35734,2009,7.87885,4.8,10.7,52,mg/L,Biblis A,treatment,27.739,,off_river,,,,,0
DERW_DEHH_VIP_SEEMANNSH,VIP_SEEMANNSH FT,EL_02,53.5418,9.8819,2009,10.0875,5.1,14.0,24,mg/L,Brokdorf,control,49.275,,off_river,,,,,0
DESM_HE_378,DIEMELBADKARLSHAFENHELMARSHAUSEN,UNTERE DIEMEL,51.63266,9.4726,2009,9.875,7.4,12.5,24,mg/L,Grohnde,control,44.989,,off_river,,,,,0
DESM_DENI_48852542,POPPENBURG,"LEINE, DESPE-INNERSTE",52.13589,9.76159,2009,10.5375,8.3,13.2,24,mg/L,Grohnde,control,26.269,,off_river,,,,,0
DESM_DENI_49692157,REITHÖRNE048,HUNTE TIDEBEREICH,53.16126,8.32211,2009,9.75833,6.7,14.0,24,mg/L,Unterweser,treatment,31.457,,off_river,,,,,0
DESM_DENI_36912024,BOKELOH,"HASE, GROßE HASE",52.69524,7.34741,2009,8.99565,6.7,17.5,23,mg/L,Emsland,control,23.881,,off_river,,,,,0
DESM_DENI_59652013,DAUDIECK,LÜHE-AUE MITTELLAUF 2,53.4921,9.5555,2009,9.875,8.0,11.9,12,mg/L,Brokdorf,control,42.239,,off_river,,,,,0
DESM_DENI_49572011,FARGE,WESER / TIDEBEREICH OBERH. BRAKE,53.20889,8.50524,2009,10.2917,7.3,14.8,12,mg/L,Unterweser,treatment,24.503,Weser,downstream,Grohnde,control,143.1,>50,0
DESM_DENI_92862534,LAAR,VECHTE NEUENHAUS-LAAR,52.6116,6.73863,2009,9.88348,8.51,11.9,23,mg/L,Emsland,control,41.03,,off_river,,,,,0
DESM_DENI_59942126,OTTERNDORF,MEDEM,53.80612,8.89815,2009,8.13333,5.8,11.3,12,mg/L,Brokdorf,control,29.807,,off_river,,,,,0
DESM_DENI_59872220,OBERNDORF,OSTE (BREMERVÖRDE-OBERNDORF),53.75368,9.14766,2009,9.225,7.4,11.7,12,mg/L,Brokdorf,control,16.936,,off_river,,,,,0
DESM_DENI_93912880,NENNDORF,HARLE / ABENSER LEIDE,53.59162,7.78604,2009,8.4375,4.0,18.2,24,mg/L,Unterweser,treatment,49.148,,off_river,,,,,0
DESM_DENI_45752064,HESSOLDENDORF/FUHLEN,WESER,52.15799,9.24872,2009,11.475,9.6,13.3,12,mg/L,Grohnde,control,17.661,Weser,downstream,Grohnde,control,16.6,10-25,0
DESM_DENI_49872057,STOTEL,LUNE UNTERLAUF 1,53.45161,8.60908,2009,8.94615,7.4,10.9,13,mg/L,Unterweser,treatment,9.121,,off_river,,,,,0
DESM_DENI_48862863,SARSTEDT,INNERSTE,52.24773,9.8286,2009,10.1917,7.6,12.9,12,mg/L,Grohnde,control,36.862,,off_river,,,,,0
DESM_DENI_49282075,HOLZKAMP003,DELME UNTERLAUF OBERHALB DELMENHORST,53.00301,8.57217,2009,9.89167,8.4,11.5,12,mg/L,Unterweser,treatment,47.747,,off_river,,,,,0
DESM_DENI_49482303,TIETJENSHÜTTE,HAMME III,53.20312,8.82025,2009,8.79167,6.0,11.0,12,mg/L,Unterweser,treatment,33.894,,off_river,,,,,0
DESM_SH_120019,STÖRBEIHEILIGENSTEDTENKLAPPBRÜCKE,STÖR UL UND NG,53.92922,9.4692,2010,9.80833,8.08,11.4,12,mg/L,Brokdorf,control,11.863,,off_river,,,,,0
DESM_SH_120098,OSTERAUBEIBAß,OBERE OSTERAU,53.94611,10.01435,2010,9.5025,6.58,11.23,12,mg/L,Brokdorf,control,45.051,,off_river,,,,,0
DESM_DENI_49872057,STOTEL,LUNE UNTERLAUF 1,53.45161,8.60908,2011,8.71667,5.1,11.7,12,mg/L,Unterweser,treatment,9.121,,off_river,,,,,0
DESM_NW031318,BRÜCKEAMMELITTABAD,MITTELLANDKANAL,52.30086,8.88783,2011,7.58889,1.8,13.7,18,mg/L,Grohnde,control,46.425,,off_river,,,,,0
DESM_NW731808,UHKABADOEYNHAUSEN,WERRE,52.21949,8.8254,2011,10.9385,8.6,13.4,13,mg/L,Grohnde,control,45.053,,off_river,,,,,0
DESM_NW805180,E1AUHKARHEINENORDEU,EMS,52.30786,7.42164,2011,9.01667,7.1,11.9,12,mg/L,Emsland,control,20.865,Ems,upstream,,,,,0
DESM_NW752824,VORMDGDERWÃ¶RMKE,EMMER,51.93522,9.22693,2011,10.355,6.9,14.5,20,mg/L,Grohnde,control,16.965,,off_river,,,,,0
DESM_NW734913,STRBRINHÃ¶LSEN,BEGA,52.03753,8.79142,2011,10.5308,7.5,13.7,13,mg/L,Grohnde,control,42.552,,off_river,,,,,0
DESM_SH_120019,STÖRBEIHEILIGENSTEDTENKLAPPBRÜCKE,STÖR UL UND NG,53.92922,9.4692,2011,9.47,5.19,13.87,13,mg/L,Brokdorf,control,11.863,,off_river,,,,,0
DESM_DERP2391566500,UNTERSUCHUNGSSTATION WORMS,"FREIFLIEßENDE RHEINSTRECKE, UNTERHALB NECKAR - UND MAINMÜNDUNG",49.6311,8.3793,2011,9.83333,7.8,12.8,12,mg/L,Biblis A,treatment,9.072,Neckar,downstream,Neckarwestheim 1,partial,86.7,>50,1
DESM_SH_120098,OSTERAUBEIBAß,OBERE OSTERAU,53.94611,10.01435,2011,9.25385,7.87,12.17,13,mg/L,Brokdorf,control,45.051,,off_river,,,,,0
DESM_DENI_48862863,SARSTEDT,INNERSTE,52.24773,9.8286,2012,10.7583,8.0,13.7,12,mg/L,Grohnde,control,36.862,,off_river,,,,,0
DESM_DENI_49872057,STOTEL,LUNE UNTERLAUF 1,53.45161,8.60908,2012,8.68333,6.7,10.1,12,mg/L,Unterweser,treatment,9.121,,off_river,,,,,0
DESM_DENI_49482303,TIETJENSHÜTTE,HAMME III,53.20312,8.82025,2012,9.13636,6.6,14.0,11,mg/L,Unterweser,treatment,33.894,,off_river,,,,,0
DESM_DENI_12046,WESERHEMELINGEN,MITTELWESER ZWISCHEN ALLER UND BREMEN,53.05279,8.87458,2012,9.90018,4.776,14.4844,365,mg/L,Unterweser,treatment,49.463,Weser,downstream,Grohnde,control,118.3,>50,0
DESM_HE_130,MAINBISCHOFSHEIMMESSSTATIONRECHTESUNDLINKESUFER,MAIN - HESSEN,49.99936,8.34549,2012,10.3462,4.5,16.1,52,mg/L,Biblis A,treatment,32.622,Main,downstream,Grafenrheinfeld,staggered_treatment,129.1,>50,1
DESM_SH_120019,STÖRBEIHEILIGENSTEDTENKLAPPBRÜCKE,STÖR UL UND NG,53.92922,9.4692,2012,9.75923,6.01,12.1,13,mg/L,Brokdorf,control,11.863,,off_river,,,,,0
DESM_HE_115,SCHWARZBACHTREBURASTHEIMMESSSTATION,SCHWARZBACH/ASTHEIM,49.9561,8.35734,2012,8.28461,5.4,10.5,52,mg/L,Biblis A,treatment,27.739,,off_river,,,,,0
DESM_HE_380,NIDDAFRANKFURTNIEDMESSSTATION,NIDDA/FRANKFURT,50.10022,8.56059,2012,10.4261,8.3,13.6,46,mg/L,Biblis A,treatment,44.696,,off_river,,,,,0
DESM_HE_107,WESCHNITZBIBLISWATTENHEIMNACHMÜNDUNGHALBMAASGRABEN,UNTERE WESCHNITZ,49.69875,8.41001,2012,9.74815,6.8,12.6,27,mg/L,Biblis A,treatment,1.231,,off_river,,,,,0
DERW_DEHH_VIP_SEEMANNSH,VIP_SEEMANNSH FT,EL_02,53.5418,9.8819,2012,8.28333,4.1,13.3,18,mg/L,Brokdorf,control,49.275,,off_river,,,,,0
DESM_HE_378,DIEMELBADKARLSHAFENHELMARSHAUSEN,UNTERE DIEMEL,51.63266,9.4726,2012,10.8348,8.4,15.2,23,mg/L,Grohnde,control,44.989,,off_river,,,,,0
DESM_NW805180,E1AUHKARHEINENORDEU,EMS,52.30786,7.42164,2012,10.14,6.6,12.9,10,mg/L,Emsland,control,20.865,Ems,upstream,,,,,0
DESM_NW731808,UHKABADOEYNHAUSEN,WERRE,52.21949,8.8254,2012,10.8846,8.2,13.6,13,mg/L,Grohnde,control,45.053,,off_river,,,,,0
DESM_BWU41,MANNHEIM/RHEIN,"FREIFLIEßENDE RHEINSTRECKE, UNTERHALB LAUTER- BIS OBERHALB NECKARMÜNDUNG",49.48374,8.45494,2012,10.1,7.5,13.3,25,mg/L,Biblis A,treatment,25.259,,off_river,,,,,0
DESM_BWU48,MANNHEIM/NECKAR,NECKAR (BW) AB KOCHER (TBG 49),49.49469,8.4689,2012,10.516,6.2,14.4,25,mg/L,Biblis A,treatment,24.192,Neckar,downstream,Neckarwestheim 1,partial,71.7,>50,1
DESM_BWU45,POPPENWEILER,NECKAR AB FILS OBERHALB ENZ (TBG 42),48.91262,9.24781,2012,9.536,5.7,13.3,25,mg/L,Neckarwestheim 1,partial,15.243,Neckar,upstream,,,,,0
DESM_BWU44,DEIZISAU,NECKAR AB FILS OBERHALB ENZ (TBG 42),48.7171,9.38628,2012,10.4077,6.8,14.4,26,mg/L,Neckarwestheim 1,partial,39.2,Neckar,upstream,,,,,0
DESM_BWU47,KOCHENDORF,NECKAR AB ENZ OBERHALB KOCHER (TBG 46),49.21644,9.21007,2012,9.53846,5.0,15.0,26,mg/L,Neckarwestheim 1,partial,19.663,Neckar,downstream,Neckarwestheim 1,partial,11.3,10-25,1
DESM_BWU40,KARLSRUHE,"FREIFLIEßENDE RHEINSTRECKE, UNTERHALB STAUSTUFE IFFEZHEIM BIS OBERHALB LAUTERMÜNDUNG",48.92299,8.16898,2012,10.1833,7.5,13.1,24,mg/L,Philippsburg 1,partial,41.479,,off_river,,,,,0
DESM_DENI_48852542,POPPENBURG,"LEINE, DESPE-INNERSTE",52.13589,9.76159,2012,10.6,8.2,13.7,24,mg/L,Grohnde,control,26.269,,off_river,,,,,0
DESM_BWU51,ULMWIBLINGEN,DONAU AB RIß OBERHALB ILLER (TBG 64),48.37289,9.96429,2012,10.2615,8.2,13.5,26,mg/L,Gundremmingen C,staggered_treatment,35.748,Danube,upstream,,,,,0
DESM_DENI_49692157,REITHÖRNE048,HUNTE TIDEBEREICH,53.16126,8.32211,2012,8.83333,5.8,11.4,24,mg/L,Unterweser,treatment,31.457,,off_river,,,,,0
DESM_BWU46,BESIGHEIM,NECKAR AB FILS OBERHALB ENZ (TBG 42),49.00129,9.14739,2012,9.372,5.1,16.6,25,mg/L,Neckarwestheim 1,partial,4.863,Neckar,upstream,,,,,0
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,2012,11.0778,7.7,14.3,27,mg/L,Neckarwestheim 1,partial,22.765,,off_river,,,,,0
DESM_BWU24,BESIGHEIM,ENZ UNTERHALB GLEMS,48.99756,9.14213,2012,10.312,8.0,14.0,25,mg/L,Neckarwestheim 1,partial,5.402,,off_river,,,,,0
DESM_DENI_92862534,LAAR,VECHTE NEUENHAUS-LAAR,52.6116,6.73863,2012,10.2625,4.7,14.0,24,mg/L,Emsland,control,41.03,,off_river,,,,,0
DESM_DENI_36912024,BOKELOH,"HASE, GROßE HASE",52.69524,7.34741,2012,10.1292,8.0,13.0,24,mg/L,Emsland,control,23.881,,off_river,,,,,0
DESM_BWU27,KOCHENDORF,KOCHER UNTERHALB OHRN,49.22325,9.20766,2012,10.5692,7.4,14.1,26,mg/L,Neckarwestheim 1,partial,20.393,,off_river,,,,,0
DESM_DENI_49572011,FARGE,WESER / TIDEBEREICH OBERH. BRAKE,53.20889,8.50524,2012,8.88333,5.5,12.3,6,mg/L,Unterweser,treatment,24.503,Weser,downstream,Grohnde,control,143.1,>50,0
DESM_NW031318,BRÜCKEAMMELITTABAD,MITTELLANDKANAL,52.30086,8.88783,2012,8.78235,4.4,14.1,17,mg/L,Grohnde,control,46.425,,off_river,,,,,0
DESM_DENI_59652013,DAUDIECK,LÜHE-AUE MITTELLAUF 2,53.4921,9.5555,2012,9.71667,7.5,11.7,12,mg/L,Brokdorf,control,42.239,,off_river,,,,,0
DESM_DENI_59872220,OBERNDORF,OSTE (BREMERVÖRDE-OBERNDORF),53.75368,9.14766,2012,8.80833,6.7,10.3,12,mg/L,Brokdorf,control,16.936,,off_river,,,,,0
DESM_NW734913,STRBRINHÃ¶LSEN,BEGA,52.03753,8.79142,2012,10.5462,8.4,13.1,13,mg/L,Grohnde,control,42.552,,off_river,,,,,0
DESM_NW752824,VORMDGDERWÃ¶RMKE,EMMER,51.93522,9.22693,2012,10.7385,7.5,13.9,13,mg/L,Grohnde,control,16.965,,off_river,,,,,0
DESM_DENI_47812999,STEINHUDERMEERMITTE,STEINHUDER MEER,52.47221,9.33446,2013,11.0625,10.2,12.6,8,mg/L,Grohnde,control,48.846,,off_river,,,,,0
DESM_DENI_47812999,STEINHUDERMEERMITTE,STEINHUDER MEER,52.47221,9.33446,2014,10.825,9.2,12.3,8,mg/L,Grohnde,control,48.846,,off_river,,,,,0
DESM_DENI_47812999,STEINHUDERMEERMITTE,STEINHUDER MEER,52.47221,9.33446,2011,9.9375,9.0,11.7,8,mg/L,Grohnde,control,48.846,,off_river,,,,,0
DESM_DENI_47812999,STEINHUDERMEERMITTE,STEINHUDER MEER,52.47221,9.33446,2008,9.3875,5.8,13.0,8,mg/L,Grohnde,control,48.846,,off_river,,,,,0
DESM_DENI_47812999,STEINHUDERMEERMITTE,STEINHUDER MEER,52.47221,9.33446,2012,10.6875,8.8,13.3,8,mg/L,Grohnde,control,48.846,,off_river,,,,,0
DESM_DENI_47812999,STEINHUDERMEERMITTE,STEINHUDER MEER,52.47221,9.33446,2009,9.475,8.1,11.3,8,mg/L,Grohnde,control,48.846,,off_river,,,,,0
DESM_SH_120015,STÖRAMPEGELWILLENSCHAREN,STÖR OBERHALB KELLINGHUSEN,54.01009,9.80677,2006,9.49,5.3,16.0,13,mg/L,Brokdorf,control,34.97,,off_river,,,,,0
DESM_DEBY_2346,BÖFINGERHALDEKWUW,DONAU VON EINMÜNDUNG ILLER BIS EINMÜNDUNG LANDGRABEN BEI OFFINGEN,48.42405,10.02689,2008,10.2308,7.9,12.1,26,mg/L,Gundremmingen C,staggered_treatment,29.225,Danube,upstream,,,,,0
DESM_DEBY_3074,ETTRINGENWEHRUNTERWASSER,WERTACH VON EINMÜNDUNG LOBACH BIS STAUSTUFE INNINGEN,48.10353,10.66612,2008,9.45385,5.2,12.0,26,mg/L,Gundremmingen B,staggered_treatment,49.76,,off_river,,,,,0
DESM_DEBY_10988,HMSMOOSBURG,ISAR VON ANFANG MITTLERER ISARKANAL BIS MOOSBURG,48.45798,11.9487,2008,11.6012,8.7,16.4,26,mg/L,Isar 2,partial,30.272,Isar,upstream,,,,,0
DESM_DEBY_2384,OFFINGENOHMÜNDUNG,MINDEL VON EINMÜNDUNG HUNGERBACH BIS MÜNDUNG IN DIE DONAU UND WESTERNACH VON EINMÜNDUNG AUERBACH BIS MÜNDUNG IN DIE MINDEL,48.49432,10.39083,2008,10.0808,7.4,12.6,26,mg/L,Gundremmingen B,staggered_treatment,2.433,Danube,upstream,,,,,0
DESM_DEBY_2929,RONHEIMSTEG,WÖRNITZ VON EINMÜNDUNG EGER BIS MÜNDUNG IN DIE DONAU,48.79357,10.68817,2008,10.4154,6.7,15.2,26,mg/L,Gundremmingen B,staggered_treatment,37.451,Danube,downstream,Gundremmingen B,staggered_treatment,31.8,25-50,1
DESM_DEBY_19268,VIERETHKWOBERWASSER,MAIN VON EINMÜNDUNG DER REGNITZ BIS REGIERUNGSBEZIRKSGRENZE OBERFRANKEN/UNTERFRANKEN,49.92421,10.78723,2008,10.1692,7.4,12.7,26,mg/L,Grafenrheinfeld,staggered_treatment,43.828,Main,upstream,,,,,0
DESM_DEBY_16122,HALLSTADTBRÜCKE,MAIN VON KLOSTER BANZ BIS EINMÜNDUNG DER REGNITZ,49.92454,10.86251,2008,10.45,6.5,12.5,26,mg/L,Grafenrheinfeld,staggered_treatment,49.152,Main,upstream,,,,,0
DESM_DERP_2511510500,MAINZ/RHEIN,UNTERER OBERRHEIN,50.00686,8.27705,2009,9.98512,7.3,13.3,363,mg/L,Biblis A,treatment,34.517,Rhine,downstream,Biblis A,treatment,32.9,25-50,1
DESM_DERP_2549523200,GROLSHEIM/NAHE,UNTERE NAHE,49.91157,7.91078,2009,10.7204,7.0,14.8,318,mg/L,Biblis A,treatment,42.578,,off_river,,,,,0
DESM_SH_120015,STÖRAMPEGELWILLENSCHAREN,STÖR OBERHALB KELLINGHUSEN,54.01009,9.80677,2009,9.26917,7.22,12.04,12,mg/L,Brokdorf,control,34.97,,off_river,,,,,0
DESM_DEBY_4373,BADABBACHPEGEL,DONAU VON EINMÜNDUNG MAIN-DONAU-KANAL BIS EINMÜNDUNG NAAB,48.94169,12.03365,2010,10.35,8.0,12.9,26,mg/L,Isar 1,partial,42.089,,off_river,,,,,0
DESM_DEBY_3044,AUGSBURGHOCHABLAß,LECH VON STAUSTUFE 23 BIS ZUM HOCHABLASS AUGSBURG,48.34425,10.93559,2010,11.772,8.5,17.1,25,mg/L,Gundremmingen B,staggered_treatment,43.735,,off_river,,,,,0
DESM_DEBY_12302,ESCHELBACHPEGEL,INN VON EINMÜNDUNG INNWERKKANAL BIS EINMÜNDUNG ALZ,48.2522,12.69689,2010,11.332,9.6,13.5,25,mg/L,Isar 1,partial,49.136,,off_river,,,,,0
DESM_DEBY_3074,ETTRINGENWEHRUNTERWASSER,WERTACH VON EINMÜNDUNG LOBACH BIS STAUSTUFE INNINGEN,48.10353,10.66612,2010,10.924,7.8,14.9,25,mg/L,Gundremmingen B,staggered_treatment,49.76,,off_river,,,,,0
DESM_DEBY_16122,HALLSTADTBRÜCKE,MAIN VON KLOSTER BANZ BIS EINMÜNDUNG DER REGNITZ,49.92454,10.86251,2010,10.4462,7.2,14.0,26,mg/L,Grafenrheinfeld,staggered_treatment,49.152,Main,upstream,,,,,0
DESM_DEBY_21142,PEGELGEMÜNDENOHSINNMÜNDUNG,FRÄNKISCHE SAALE VON KLÄRANLAGE BAD KISSINGEN BIS MÜNDUNG IN DEN MAIN,50.06098,9.6922,2010,10.844,7.7,13.8,25,mg/L,Grafenrheinfeld,staggered_treatment,35.999,Main,downstream,Grafenrheinfeld,staggered_treatment,35.8,25-50,1
DESM_DEBY_20256,ERLABRUNNKWOW,MAIN VON EINMÜNDUNG MAINKANAL BIS EINMÜNDUNG FRÄNKISCHE SAALE,49.85488,9.85468,2010,10.28,6.4,13.5,25,mg/L,Grafenrheinfeld,staggered_treatment,27.494,Main,downstream,Grafenrheinfeld,staggered_treatment,20.5,10-25,1
DESM_DEBY_19268,VIERETHKWOBERWASSER,MAIN VON EINMÜNDUNG DER REGNITZ BIS REGIERUNGSBEZIRKSGRENZE OBERFRANKEN/UNTERFRANKEN,49.92421,10.78723,2010,10.244,6.3,13.7,25,mg/L,Grafenrheinfeld,staggered_treatment,43.828,Main,upstream,,,,,0
DESM_DEBY_2389,DILLINGENMESSSTATION,DONAU VON EINMÜNDUNG LANDGRABEN BEI OFFINGEN BIS STAUSTUFE DONAUWÖRTH,48.56832,10.50016,2010,10.2125,7.3,13.2,24,mg/L,Gundremmingen B,staggered_treatment,9.37,Danube,downstream,Gundremmingen B,staggered_treatment,9.0,0-10,1
DESM_DEBY_2322,WIBLINGENPEGEL,ILLER VON EINMÜNDUNG UIAG-KANAL BIS MÜNDUNG IN DIE DONAU,48.37052,9.98861,2010,10.4208,7.7,12.9,24,mg/L,Gundremmingen C,staggered_treatment,34.276,,off_river,,,,,0
