# Dataset: mean daily river discharge (GRDC), aggregated to annual values.
# Source: data/raw/discharge/ GRDC daily export files (*.txt).
# Site filter: gauges within the study radius of a study reactor.
# Window filter: years 2006-2018 (inclusive).
# Aggregation: per station and year -- mean/min/max discharge and the
# number of observed days (days_observed lets you drop sparse years).
# Added columns: nearest study reactor, its group and the distance in km.
# River position added by river_position.py: each site is matched to its
# study river and classified upstream/downstream of the nearest reactor, with
# an approximate along-flow distance and distance band. Flow direction is a
# per-river heuristic (see the module); the up/down sign is robust, the distance
# is approximate. Filter on position=downstream for the plume-exposed sample;
# downstream_of_shock=1 marks sites below a 2011/staggered shutdown.
grdc_no,river,station,latitude,longitude,year,discharge_mean_m3_s,discharge_min_m3_s,discharge_max_m3_s,days_observed,nearest_reactor,nearest_group,distance_km,study_river,position,nearest_upstream_plant,nearest_upstream_group,along_river_km,distance_band,downstream_of_shock
6337100,WESER,VLOTHO,52.176,8.862,2013,165.293,75.1,640.0,365,Grohnde,control,40.773,Weser,downstream,Grohnde,control,27.4,25-50,0
6337100,WESER,VLOTHO,52.176,8.862,2014,117.426,69.0,289.0,365,Grohnde,control,40.773,Weser,downstream,Grohnde,control,27.4,25-50,0
6337100,WESER,VLOTHO,52.176,8.862,2015,126.282,50.3,498.0,365,Grohnde,control,40.773,Weser,downstream,Grohnde,control,27.4,25-50,0
6337100,WESER,VLOTHO,52.176,8.862,2016,127.07,51.3,421.0,366,Grohnde,control,40.773,Weser,downstream,Grohnde,control,27.4,25-50,0
6337100,WESER,VLOTHO,52.176,8.862,2017,140.778,59.8,576.0,365,Grohnde,control,40.773,Weser,downstream,Grohnde,control,27.4,25-50,0
6337100,WESER,VLOTHO,52.176,8.862,2018,133.956,39.9,699.0,365,Grohnde,control,40.773,Weser,downstream,Grohnde,control,27.4,25-50,0
6337500,LEINE,GREENE,51.856874,9.939932,2006,25.963,10.8,97.9,365,Grohnde,control,41.193,,off_river,,,,,0
6337500,LEINE,GREENE,51.856874,9.939932,2007,45.42,16.3,238.0,365,Grohnde,control,41.193,,off_river,,,,,0
6337500,LEINE,GREENE,51.856874,9.939932,2008,33.826,13.8,151.0,366,Grohnde,control,41.193,,off_river,,,,,0
6337500,LEINE,GREENE,51.856874,9.939932,2009,26.352,11.8,89.2,365,Grohnde,control,41.193,,off_river,,,,,0
6337500,LEINE,GREENE,51.856874,9.939932,2010,31.544,11.7,118.0,365,Grohnde,control,41.193,,off_river,,,,,0
6337500,LEINE,GREENE,51.856874,9.939932,2011,24.611,10.1,166.0,365,Grohnde,control,41.193,,off_river,,,,,0
6337500,LEINE,GREENE,51.856874,9.939932,2012,23.688,10.0,90.2,366,Grohnde,control,41.193,,off_river,,,,,0
6337500,LEINE,GREENE,51.856874,9.939932,2013,29.394,11.9,126.0,365,Grohnde,control,41.193,,off_river,,,,,0
6337500,LEINE,GREENE,51.856874,9.939932,2014,19.832,9.51,74.2,365,Grohnde,control,41.193,,off_river,,,,,0
6337500,LEINE,GREENE,51.856874,9.939932,2015,24.039,9.96,84.7,365,Grohnde,control,41.193,,off_river,,,,,0
6337500,LEINE,GREENE,51.856874,9.939932,2016,21.731,8.37,84.0,366,Grohnde,control,41.193,,off_river,,,,,0
6337500,LEINE,GREENE,51.856874,9.939932,2017,30.347,7.39,105.0,365,Grohnde,control,41.193,,off_river,,,,,0
6337509,LEINE,HERRENHAUSEN,52.388,9.676,2006,38.822,13.1,154.0,365,Grohnde,control,43.074,,off_river,,,,,0
6337509,LEINE,HERRENHAUSEN,52.388,9.676,2007,81.683,24.6,355.0,365,Grohnde,control,43.074,,off_river,,,,,0
6337509,LEINE,HERRENHAUSEN,52.388,9.676,2008,53.585,18.6,201.0,366,Grohnde,control,43.074,,off_river,,,,,0
6337509,LEINE,HERRENHAUSEN,52.388,9.676,2009,39.554,15.5,139.0,365,Grohnde,control,43.074,,off_river,,,,,0
6337509,LEINE,HERRENHAUSEN,52.388,9.676,2010,55.698,19.0,187.0,365,Grohnde,control,43.074,,off_river,,,,,0
6337509,LEINE,HERRENHAUSEN,52.388,9.676,2011,40.385,15.2,209.0,365,Grohnde,control,43.074,,off_river,,,,,0
6337509,LEINE,HERRENHAUSEN,52.388,9.676,2012,34.816,13.4,155.0,366,Grohnde,control,43.074,,off_river,,,,,0
6337509,LEINE,HERRENHAUSEN,52.388,9.676,2013,48.087,17.6,237.0,365,Grohnde,control,43.074,,off_river,,,,,0
6337509,LEINE,HERRENHAUSEN,52.388,9.676,2014,33.119,20.6,102.0,365,Grohnde,control,43.074,,off_river,,,,,0
6337509,LEINE,HERRENHAUSEN,52.388,9.676,2015,40.957,16.2,157.0,365,Grohnde,control,43.074,,off_river,,,,,0
6337509,LEINE,HERRENHAUSEN,52.388,9.676,2016,36.095,12.0,165.0,366,Grohnde,control,43.074,,off_river,,,,,0
6337509,LEINE,HERRENHAUSEN,52.388,9.676,2017,57.236,14.3,291.0,365,Grohnde,control,43.074,,off_river,,,,,0
6337509,LEINE,HERRENHAUSEN,52.388,9.676,2018,40.881,12.0,198.0,365,Grohnde,control,43.074,,off_river,,,,,0
6337514,WESER,BODENWERDER,51.973,9.516,2006,127.478,56.9,687.0,365,Grohnde,control,9.883,Weser,upstream,,,,,0
6337514,WESER,BODENWERDER,51.973,9.516,2007,191.061,75.9,834.0,365,Grohnde,control,9.883,Weser,upstream,,,,,0
6337514,WESER,BODENWERDER,51.973,9.516,2008,135.334,50.8,412.0,366,Grohnde,control,9.883,Weser,upstream,,,,,0
6337514,WESER,BODENWERDER,51.973,9.516,2009,124.447,52.8,421.0,365,Grohnde,control,9.883,Weser,upstream,,,,,0
6337514,WESER,BODENWERDER,51.973,9.516,2010,143.698,62.0,667.0,365,Grohnde,control,9.883,Weser,upstream,,,,,0
6337514,WESER,BODENWERDER,51.973,9.516,2011,121.914,43.4,942.0,365,Grohnde,control,9.883,Weser,upstream,,,,,0
6337514,WESER,BODENWERDER,51.973,9.516,2012,121.148,61.6,563.0,366,Grohnde,control,9.883,Weser,upstream,,,,,0
6337514,WESER,BODENWERDER,51.973,9.516,2013,149.284,65.2,652.0,365,Grohnde,control,9.883,Weser,upstream,,,,,0
6337514,WESER,BODENWERDER,51.973,9.516,2014,104.703,61.0,256.0,365,Grohnde,control,9.883,Weser,upstream,,,,,0
6337514,WESER,BODENWERDER,51.973,9.516,2015,109.446,43.2,480.0,365,Grohnde,control,9.883,Weser,upstream,,,,,0
6337514,WESER,BODENWERDER,51.973,9.516,2016,112.124,45.0,404.0,366,Grohnde,control,9.883,Weser,upstream,,,,,0
6337514,WESER,BODENWERDER,51.973,9.516,2017,122.902,51.0,461.0,365,Grohnde,control,9.883,Weser,upstream,,,,,0
6337514,WESER,BODENWERDER,51.973,9.516,2018,118.914,34.3,609.0,365,Grohnde,control,9.883,Weser,upstream,,,,,0
6337516,WESER,KARLSHAFEN,51.648,9.438,2006,117.43,51.9,734.0,365,Grohnde,control,43.132,Weser,upstream,,,,,0
6337516,WESER,KARLSHAFEN,51.648,9.438,2007,174.783,65.3,811.0,365,Grohnde,control,43.132,Weser,upstream,,,,,0
6337516,WESER,KARLSHAFEN,51.648,9.438,2008,122.425,41.4,376.0,366,Grohnde,control,43.132,Weser,upstream,,,,,0
6337516,WESER,KARLSHAFEN,51.648,9.438,2009,116.436,43.9,403.0,365,Grohnde,control,43.132,Weser,upstream,,,,,0
6337516,WESER,KARLSHAFEN,51.648,9.438,2010,133.454,54.1,648.0,365,Grohnde,control,43.132,Weser,upstream,,,,,0
6337516,WESER,KARLSHAFEN,51.648,9.438,2011,110.726,37.1,943.0,365,Grohnde,control,43.132,Weser,upstream,,,,,0
6337516,WESER,KARLSHAFEN,51.648,9.438,2012,113.128,54.6,537.0,366,Grohnde,control,43.132,Weser,upstream,,,,,0
6337516,WESER,KARLSHAFEN,51.648,9.438,2013,143.566,58.0,646.0,365,Grohnde,control,43.132,Weser,upstream,,,,,0
6337516,WESER,KARLSHAFEN,51.648,9.438,2014,100.258,54.9,261.0,365,Grohnde,control,43.132,Weser,upstream,,,,,0
6337516,WESER,KARLSHAFEN,51.648,9.438,2015,100.972,35.5,432.0,365,Grohnde,control,43.132,Weser,upstream,,,,,0
6337516,WESER,KARLSHAFEN,51.648,9.438,2016,104.761,38.5,387.0,366,Grohnde,control,43.132,Weser,upstream,,,,,0
6337516,WESER,KARLSHAFEN,51.648,9.438,2017,114.162,43.1,411.0,365,Grohnde,control,43.132,Weser,upstream,,,,,0
6337516,WESER,KARLSHAFEN,51.648,9.438,2018,108.375,27.3,586.0,365,Grohnde,control,43.132,Weser,upstream,,,,,0
6337518,WESER,PORTA,52.249,8.922,2006,154.218,70.2,796.0,365,Grohnde,control,41.085,Weser,downstream,Grohnde,control,33.6,25-50,0
6337518,WESER,PORTA,52.249,8.922,2007,236.657,95.8,830.0,365,Grohnde,control,41.085,Weser,downstream,Grohnde,control,33.6,25-50,0
6337518,WESER,PORTA,52.249,8.922,2008,175.802,66.5,680.0,366,Grohnde,control,41.085,Weser,downstream,Grohnde,control,33.6,25-50,0
6337518,WESER,PORTA,52.249,8.922,2009,153.984,72.1,484.0,365,Grohnde,control,41.085,Weser,downstream,Grohnde,control,33.6,25-50,0
6337518,WESER,PORTA,52.249,8.922,2010,181.63,77.7,794.0,365,Grohnde,control,41.085,Weser,downstream,Grohnde,control,33.6,25-50,0
6337518,WESER,PORTA,52.249,8.922,2011,152.735,57.3,1020.0,365,Grohnde,control,41.085,Weser,downstream,Grohnde,control,33.6,25-50,0
6337518,WESER,PORTA,52.249,8.922,2012,147.768,77.2,666.0,366,Grohnde,control,41.085,Weser,downstream,Grohnde,control,33.6,25-50,0
6337518,WESER,PORTA,52.249,8.922,2013,177.609,81.4,679.0,365,Grohnde,control,41.085,Weser,downstream,Grohnde,control,33.6,25-50,0
6337518,WESER,PORTA,52.249,8.922,2014,128.909,79.5,326.0,365,Grohnde,control,41.085,Weser,downstream,Grohnde,control,33.6,25-50,0
6337518,WESER,PORTA,52.249,8.922,2015,145.115,60.3,557.0,365,Grohnde,control,41.085,Weser,downstream,Grohnde,control,33.6,25-50,0
6337518,WESER,PORTA,52.249,8.922,2016,142.948,59.7,507.0,366,Grohnde,control,41.085,Weser,downstream,Grohnde,control,33.6,25-50,0
6337518,WESER,PORTA,52.249,8.922,2017,156.046,73.5,693.0,365,Grohnde,control,41.085,Weser,downstream,Grohnde,control,33.6,25-50,0
6337518,WESER,PORTA,52.249,8.922,2018,146.948,44.5,773.0,365,Grohnde,control,41.085,Weser,downstream,Grohnde,control,33.6,25-50,0
6337519,WESER,WAHMBECK,51.625,9.52,2006,105.612,47.2,660.0,365,Grohnde,control,46.239,Weser,upstream,,,,,0
6337519,WESER,WAHMBECK,51.625,9.52,2007,154.878,58.4,691.0,365,Grohnde,control,46.239,Weser,upstream,,,,,0
6337519,WESER,WAHMBECK,51.625,9.52,2008,106.775,35.8,336.0,366,Grohnde,control,46.239,Weser,upstream,,,,,0
6337519,WESER,WAHMBECK,51.625,9.52,2009,103.626,39.1,362.0,365,Grohnde,control,46.239,Weser,upstream,,,,,0
6337519,WESER,WAHMBECK,51.625,9.52,2010,117.493,46.6,595.0,365,Grohnde,control,46.239,Weser,upstream,,,,,0
6337519,WESER,WAHMBECK,51.625,9.52,2011,97.916,32.3,863.0,365,Grohnde,control,46.239,Weser,upstream,,,,,0
6337519,WESER,WAHMBECK,51.625,9.52,2012,100.352,50.9,484.0,366,Grohnde,control,46.239,Weser,upstream,,,,,0
6337519,WESER,WAHMBECK,51.625,9.52,2013,128.01,50.6,617.0,365,Grohnde,control,46.239,Weser,upstream,,,,,0
6337519,WESER,WAHMBECK,51.625,9.52,2014,88.667,48.0,243.0,365,Grohnde,control,46.239,Weser,upstream,,,,,0
6337519,WESER,WAHMBECK,51.625,9.52,2015,88.294,31.1,374.0,365,Grohnde,control,46.239,Weser,upstream,,,,,0
6337519,WESER,WAHMBECK,51.625,9.52,2016,94.056,33.8,364.0,366,Grohnde,control,46.239,Weser,upstream,,,,,0
6337519,WESER,WAHMBECK,51.625,9.52,2017,101.036,36.9,390.0,365,Grohnde,control,46.239,Weser,upstream,,,,,0
6337519,WESER,WAHMBECK,51.625,9.52,2018,96.164,24.1,530.0,365,Grohnde,control,46.239,Weser,upstream,,,,,0
6337580,LENNE,OELKASSEN,51.944106,9.612062,2006,0.692,0.137,7.21,365,Grohnde,control,16.981,,off_river,,,,,0
6337580,LENNE,OELKASSEN,51.944106,9.612062,2007,1.312,0.259,18.4,365,Grohnde,control,16.981,,off_river,,,,,0
6337580,LENNE,OELKASSEN,51.944106,9.612062,2008,0.812,0.162,8.29,366,Grohnde,control,16.981,,off_river,,,,,0
6337580,LENNE,OELKASSEN,51.944106,9.612062,2009,0.63,0.092,5.29,365,Grohnde,control,16.981,,off_river,,,,,0
6337580,LENNE,OELKASSEN,51.944106,9.612062,2010,0.782,0.107,13.3,365,Grohnde,control,16.981,,off_river,,,,,0
6337580,LENNE,OELKASSEN,51.944106,9.612062,2011,0.52,0.09,8.4,365,Grohnde,control,16.981,,off_river,,,,,0
6337580,LENNE,OELKASSEN,51.944106,9.612062,2012,0.424,0.068,6.64,366,Grohnde,control,16.981,,off_river,,,,,0
6337580,LENNE,OELKASSEN,51.944106,9.612062,2013,0.567,0.098,17.0,365,Grohnde,control,16.981,,off_river,,,,,0
6337580,LENNE,OELKASSEN,51.944106,9.612062,2014,0.392,0.119,3.39,365,Grohnde,control,16.981,,off_river,,,,,0
6337580,LENNE,OELKASSEN,51.944106,9.612062,2015,0.506,0.087,5.48,365,Grohnde,control,16.981,,off_river,,,,,0
6337580,LENNE,OELKASSEN,51.944106,9.612062,2016,0.512,0.087,5.24,366,Grohnde,control,16.981,,off_river,,,,,0
6337580,LENNE,OELKASSEN,51.944106,9.612062,2017,0.984,0.118,26.2,365,Grohnde,control,16.981,,off_river,,,,,0
6337580,LENNE,OELKASSEN,51.944106,9.612062,2018,0.457,0.051,5.74,365,Grohnde,control,16.981,,off_river,,,,,0
6338100,EMS RIVER,VERSEN WEHRDURCHSTICH GESAMT,52.74,7.24,2006,61.946,20.1,190.0,365,Emsland,control,29.051,Ems,downstream,Emsland,control,28.7,25-50,0
6338100,EMS RIVER,VERSEN WEHRDURCHSTICH GESAMT,52.74,7.24,2007,105.277,37.1,319.0,365,Emsland,control,29.051,Ems,downstream,Emsland,control,28.7,25-50,0
6338100,EMS RIVER,VERSEN WEHRDURCHSTICH GESAMT,52.74,7.24,2008,80.73,26.1,405.0,366,Emsland,control,29.051,Ems,downstream,Emsland,control,28.7,25-50,0
6338100,EMS RIVER,VERSEN WEHRDURCHSTICH GESAMT,52.74,7.24,2009,62.831,21.5,189.0,365,Emsland,control,29.051,Ems,downstream,Emsland,control,28.7,25-50,0
6338100,EMS RIVER,VERSEN WEHRDURCHSTICH GESAMT,52.74,7.24,2010,83.232,25.1,251.0,365,Emsland,control,29.051,Ems,downstream,Emsland,control,28.7,25-50,0
6338100,EMS RIVER,VERSEN WEHRDURCHSTICH GESAMT,52.74,7.24,2011,67.944,19.5,372.0,365,Emsland,control,29.051,Ems,downstream,Emsland,control,28.7,25-50,0
6338100,EMS RIVER,VERSEN WEHRDURCHSTICH GESAMT,52.74,7.24,2012,66.962,23.6,278.0,366,Emsland,control,29.051,Ems,downstream,Emsland,control,28.7,25-50,0
6338100,EMS RIVER,VERSEN WEHRDURCHSTICH GESAMT,52.74,7.24,2013,59.047,18.4,245.0,365,Emsland,control,29.051,Ems,downstream,Emsland,control,28.7,25-50,0
6338100,EMS RIVER,VERSEN WEHRDURCHSTICH GESAMT,52.74,7.24,2014,62.01,26.2,201.0,365,Emsland,control,29.051,Ems,downstream,Emsland,control,28.7,25-50,0
6338100,EMS RIVER,VERSEN WEHRDURCHSTICH GESAMT,52.74,7.24,2015,83.174,24.1,260.0,365,Emsland,control,29.051,Ems,downstream,Emsland,control,28.7,25-50,0
6338100,EMS RIVER,VERSEN WEHRDURCHSTICH GESAMT,52.74,7.24,2016,78.744,24.2,300.0,366,Emsland,control,29.051,Ems,downstream,Emsland,control,28.7,25-50,0
6338100,EMS RIVER,VERSEN WEHRDURCHSTICH GESAMT,52.74,7.24,2017,67.773,21.6,290.0,365,Emsland,control,29.051,Ems,downstream,Emsland,control,28.7,25-50,0
6338100,EMS RIVER,VERSEN WEHRDURCHSTICH GESAMT,52.74,7.24,2018,60.628,18.8,328.0,365,Emsland,control,29.051,Ems,downstream,Emsland,control,28.7,25-50,0
6338110,EMS RIVER,DALUM,52.595595,7.24852,2006,37.48,9.3,137.0,365,Emsland,control,13.24,Ems,downstream,Emsland,control,12.8,10-25,0
6338110,EMS RIVER,DALUM,52.595595,7.24852,2007,65.765,14.8,228.0,365,Emsland,control,13.24,Ems,downstream,Emsland,control,12.8,10-25,0
6338110,EMS RIVER,DALUM,52.595595,7.24852,2008,43.555,10.6,260.0,366,Emsland,control,13.24,Ems,downstream,Emsland,control,12.8,10-25,0
6338110,EMS RIVER,DALUM,52.595595,7.24852,2009,38.747,9.07,131.0,365,Emsland,control,13.24,Ems,downstream,Emsland,control,12.8,10-25,0
6338110,EMS RIVER,DALUM,52.595595,7.24852,2010,52.09,9.79,199.0,365,Emsland,control,13.24,Ems,downstream,Emsland,control,12.8,10-25,0
6338110,EMS RIVER,DALUM,52.595595,7.24852,2011,38.788,9.47,312.0,365,Emsland,control,13.24,Ems,downstream,Emsland,control,12.8,10-25,0
6338110,EMS RIVER,DALUM,52.595595,7.24852,2012,37.267,9.16,178.0,366,Emsland,control,13.24,Ems,downstream,Emsland,control,12.8,10-25,0
6338110,EMS RIVER,DALUM,52.595595,7.24852,2013,35.532,8.29,172.0,365,Emsland,control,13.24,Ems,downstream,Emsland,control,12.8,10-25,0
6338110,EMS RIVER,DALUM,52.595595,7.24852,2014,39.673,13.2,135.0,365,Emsland,control,13.24,Ems,downstream,Emsland,control,12.8,10-25,0
6338110,EMS RIVER,DALUM,52.595595,7.24852,2015,48.967,9.45,176.0,365,Emsland,control,13.24,Ems,downstream,Emsland,control,12.8,10-25,0
6338110,EMS RIVER,DALUM,52.595595,7.24852,2016,45.193,9.14,187.0,366,Emsland,control,13.24,Ems,downstream,Emsland,control,12.8,10-25,0
6338110,EMS RIVER,DALUM,52.595595,7.24852,2017,41.661,9.11,215.0,365,Emsland,control,13.24,Ems,downstream,Emsland,control,12.8,10-25,0
6338110,EMS RIVER,DALUM,52.595595,7.24852,2018,35.027,7.98,230.0,365,Emsland,control,13.24,Ems,downstream,Emsland,control,12.8,10-25,0
6338120,EMS RIVER,GREVEN,52.094,7.603,2006,20.206,4.1,116.0,365,Emsland,control,47.608,Ems,upstream,,,,,0
6338120,EMS RIVER,GREVEN,52.094,7.603,2007,39.423,6.81,230.0,365,Emsland,control,47.608,Ems,upstream,,,,,0
6338120,EMS RIVER,GREVEN,52.094,7.603,2008,23.169,4.77,237.0,366,Emsland,control,47.608,Ems,upstream,,,,,0
6338120,EMS RIVER,GREVEN,52.094,7.603,2009,20.88,3.25,89.6,365,Emsland,control,47.608,Ems,upstream,,,,,0
6338120,EMS RIVER,GREVEN,52.094,7.603,2010,27.012,3.56,215.0,365,Emsland,control,47.608,Ems,upstream,,,,,0
6338120,EMS RIVER,GREVEN,52.094,7.603,2011,21.408,3.77,322.0,365,Emsland,control,47.608,Ems,upstream,,,,,0
6338120,EMS RIVER,GREVEN,52.094,7.603,2012,19.306,2.96,128.0,366,Emsland,control,47.608,Ems,upstream,,,,,0
6338120,EMS RIVER,GREVEN,52.094,7.603,2013,17.309,2.68,114.0,365,Emsland,control,47.608,Ems,upstream,,,,,0
6338120,EMS RIVER,GREVEN,52.094,7.603,2014,20.004,4.25,146.0,365,Emsland,control,47.608,Ems,upstream,,,,,0
6338120,EMS RIVER,GREVEN,52.094,7.603,2015,24.687,3.54,125.0,365,Emsland,control,47.608,Ems,upstream,,,,,0
6338120,EMS RIVER,GREVEN,52.094,7.603,2016,22.684,3.58,137.0,366,Emsland,control,47.608,Ems,upstream,,,,,0
6338120,EMS RIVER,GREVEN,52.094,7.603,2017,17.475,3.03,105.0,305,Emsland,control,47.608,Ems,upstream,,,,,0
6338130,EMS RIVER,RHEINE UNTERSCHLEUSE,52.288,7.434,2006,26.719,4.11,130.0,365,Emsland,control,23.227,Ems,upstream,,,,,0
6338130,EMS RIVER,RHEINE UNTERSCHLEUSE,52.288,7.434,2007,51.595,8.71,220.0,365,Emsland,control,23.227,Ems,upstream,,,,,0
6338130,EMS RIVER,RHEINE UNTERSCHLEUSE,52.288,7.434,2008,32.183,6.21,249.0,366,Emsland,control,23.227,Ems,upstream,,,,,0
6338130,EMS RIVER,RHEINE UNTERSCHLEUSE,52.288,7.434,2009,28.489,3.61,109.0,365,Emsland,control,23.227,Ems,upstream,,,,,0
6338130,EMS RIVER,RHEINE UNTERSCHLEUSE,52.288,7.434,2010,39.33,3.92,189.0,365,Emsland,control,23.227,Ems,upstream,,,,,0
6338130,EMS RIVER,RHEINE UNTERSCHLEUSE,52.288,7.434,2011,29.176,4.15,276.0,365,Emsland,control,23.227,Ems,upstream,,,,,0
6338130,EMS RIVER,RHEINE UNTERSCHLEUSE,52.288,7.434,2012,27.628,3.83,158.0,366,Emsland,control,23.227,Ems,upstream,,,,,0
6338130,EMS RIVER,RHEINE UNTERSCHLEUSE,52.288,7.434,2013,25.882,3.47,143.0,365,Emsland,control,23.227,Ems,upstream,,,,,0
6338130,EMS RIVER,RHEINE UNTERSCHLEUSE,52.288,7.434,2014,30.049,8.53,140.0,365,Emsland,control,23.227,Ems,upstream,,,,,0
6338130,EMS RIVER,RHEINE UNTERSCHLEUSE,52.288,7.434,2015,36.325,5.15,152.0,365,Emsland,control,23.227,Ems,upstream,,,,,0
6338130,EMS RIVER,RHEINE UNTERSCHLEUSE,52.288,7.434,2016,33.15,4.21,163.0,366,Emsland,control,23.227,Ems,upstream,,,,,0
6338130,EMS RIVER,RHEINE UNTERSCHLEUSE,52.288,7.434,2017,32.415,3.95,217.0,365,Emsland,control,23.227,Ems,upstream,,,,,0
6338130,EMS RIVER,RHEINE UNTERSCHLEUSE,52.288,7.434,2018,25.299,2.36,231.0,365,Emsland,control,23.227,Ems,upstream,,,,,0
6338140,EMS RIVER,VERSEN-WEHRDURCHSTICH,52.732975,7.241933,2006,61.946,20.1,190.0,365,Emsland,control,28.259,Ems,downstream,Emsland,control,27.9,25-50,0
6338140,EMS RIVER,VERSEN-WEHRDURCHSTICH,52.732975,7.241933,2007,105.277,37.1,319.0,365,Emsland,control,28.259,Ems,downstream,Emsland,control,27.9,25-50,0
6338140,EMS RIVER,VERSEN-WEHRDURCHSTICH,52.732975,7.241933,2008,80.73,26.1,405.0,366,Emsland,control,28.259,Ems,downstream,Emsland,control,27.9,25-50,0
6338140,EMS RIVER,VERSEN-WEHRDURCHSTICH,52.732975,7.241933,2009,62.831,21.5,189.0,365,Emsland,control,28.259,Ems,downstream,Emsland,control,27.9,25-50,0
6338140,EMS RIVER,VERSEN-WEHRDURCHSTICH,52.732975,7.241933,2010,83.232,25.1,251.0,365,Emsland,control,28.259,Ems,downstream,Emsland,control,27.9,25-50,0
6338140,EMS RIVER,VERSEN-WEHRDURCHSTICH,52.732975,7.241933,2011,67.944,19.5,372.0,365,Emsland,control,28.259,Ems,downstream,Emsland,control,27.9,25-50,0
6338140,EMS RIVER,VERSEN-WEHRDURCHSTICH,52.732975,7.241933,2012,66.962,23.6,278.0,366,Emsland,control,28.259,Ems,downstream,Emsland,control,27.9,25-50,0
6338140,EMS RIVER,VERSEN-WEHRDURCHSTICH,52.732975,7.241933,2013,59.047,18.4,245.0,365,Emsland,control,28.259,Ems,downstream,Emsland,control,27.9,25-50,0
6338140,EMS RIVER,VERSEN-WEHRDURCHSTICH,52.732975,7.241933,2014,62.01,26.2,201.0,365,Emsland,control,28.259,Ems,downstream,Emsland,control,27.9,25-50,0
6338140,EMS RIVER,VERSEN-WEHRDURCHSTICH,52.732975,7.241933,2015,83.174,24.1,260.0,365,Emsland,control,28.259,Ems,downstream,Emsland,control,27.9,25-50,0
6338140,EMS RIVER,VERSEN-WEHRDURCHSTICH,52.732975,7.241933,2016,78.744,24.2,300.0,366,Emsland,control,28.259,Ems,downstream,Emsland,control,27.9,25-50,0
6338140,EMS RIVER,VERSEN-WEHRDURCHSTICH,52.732975,7.241933,2017,67.773,21.6,290.0,365,Emsland,control,28.259,Ems,downstream,Emsland,control,27.9,25-50,0
6338140,EMS RIVER,VERSEN-WEHRDURCHSTICH,52.732975,7.241933,2018,60.628,18.8,328.0,365,Emsland,control,28.259,Ems,downstream,Emsland,control,27.9,25-50,0
6338160,HASE,BOKELOH,52.69462,7.347166,2006,19.98,7.04,53.0,365,Emsland,control,23.811,,off_river,,,,,0
6338160,HASE,BOKELOH,52.69462,7.347166,2007,33.087,10.4,102.0,365,Emsland,control,23.811,,off_river,,,,,0
6338160,HASE,BOKELOH,52.69462,7.347166,2008,28.795,8.25,139.0,366,Emsland,control,23.811,,off_river,,,,,0
6338160,HASE,BOKELOH,52.69462,7.347166,2009,20.351,6.01,60.8,365,Emsland,control,23.811,,off_river,,,,,0
6338160,HASE,BOKELOH,52.69462,7.347166,2010,27.356,9.33,74.1,365,Emsland,control,23.811,,off_river,,,,,0
6338160,HASE,BOKELOH,52.69462,7.347166,2011,23.155,6.99,105.0,365,Emsland,control,23.811,,off_river,,,,,0
6338160,HASE,BOKELOH,52.69462,7.347166,2012,24.184,8.24,102.0,366,Emsland,control,23.811,,off_river,,,,,0
6338160,HASE,BOKELOH,52.69462,7.347166,2013,21.656,6.37,78.5,365,Emsland,control,23.811,,off_river,,,,,0
6338160,HASE,BOKELOH,52.69462,7.347166,2014,21.174,9.94,65.7,365,Emsland,control,23.811,,off_river,,,,,0
6338160,HASE,BOKELOH,52.69462,7.347166,2015,30.011,8.72,84.7,365,Emsland,control,23.811,,off_river,,,,,0
6338160,HASE,BOKELOH,52.69462,7.347166,2016,29.303,8.82,111.0,366,Emsland,control,23.811,,off_river,,,,,0
6338160,HASE,BOKELOH,52.69462,7.347166,2017,24.616,7.8,80.1,365,Emsland,control,23.811,,off_river,,,,,0
6338160,HASE,BOKELOH,52.69462,7.347166,2018,59.106,32.9,90.2,31,Emsland,control,23.811,,off_river,,,,,0
6338161,HASE,HERZLAKE,52.682624,7.602417,2006,15.75,4.81,47.2,365,Emsland,control,29.956,,off_river,,,,,0
6338161,HASE,HERZLAKE,52.682624,7.602417,2007,26.047,8.24,92.9,365,Emsland,control,29.956,,off_river,,,,,0
6338161,HASE,HERZLAKE,52.682624,7.602417,2008,22.69,6.49,136.0,366,Emsland,control,29.956,,off_river,,,,,0
6338161,HASE,HERZLAKE,52.682624,7.602417,2009,15.896,5.09,49.1,365,Emsland,control,29.956,,off_river,,,,,0
6338161,HASE,HERZLAKE,52.682624,7.602417,2010,21.407,5.09,64.4,365,Emsland,control,29.956,,off_river,,,,,0
6338161,HASE,HERZLAKE,52.682624,7.602417,2011,17.937,4.88,85.0,365,Emsland,control,29.956,,off_river,,,,,0
6338161,HASE,HERZLAKE,52.682624,7.602417,2012,16.94,4.2,85.8,366,Emsland,control,29.956,,off_river,,,,,0
6338161,HASE,HERZLAKE,52.682624,7.602417,2013,16.478,5.26,67.6,365,Emsland,control,29.956,,off_river,,,,,0
6338161,HASE,HERZLAKE,52.682624,7.602417,2014,16.325,7.53,63.7,365,Emsland,control,29.956,,off_river,,,,,0
6338161,HASE,HERZLAKE,52.682624,7.602417,2015,23.47,6.21,78.0,365,Emsland,control,29.956,,off_river,,,,,0
6338161,HASE,HERZLAKE,52.682624,7.602417,2016,20.934,5.88,106.0,366,Emsland,control,29.956,,off_river,,,,,0
