# Dataset: mean daily river discharge (GRDC), aggregated to annual values.
# Source: data/raw/discharge/ GRDC daily export files (*.txt).
# Site filter: gauges within the study radius of a study reactor.
# Window filter: years 2006-2018 (inclusive).
# Aggregation: per station and year -- mean/min/max discharge and the
# number of observed days (days_observed lets you drop sparse years).
# Added columns: nearest study reactor, its group and the distance in km.
# River position added by river_position.py: each site is matched to its
# study river and classified upstream/downstream of the nearest reactor, with
# an approximate along-flow distance and distance band. Flow direction is a
# per-river heuristic (see the module); the up/down sign is robust, the distance
# is approximate. Filter on position=downstream for the plume-exposed sample;
# downstream_of_shock=1 marks sites below a 2011/staggered shutdown.
grdc_no,river,station,latitude,longitude,year,discharge_mean_m3_s,discharge_min_m3_s,discharge_max_m3_s,days_observed,nearest_reactor,nearest_group,distance_km,study_river,position,nearest_upstream_plant,nearest_upstream_group,along_river_km,distance_band,downstream_of_shock
6338161,HASE,HERZLAKE,52.682624,7.602417,2017,19.088,4.81,81.2,365,Emsland,control,29.956,,off_river,,,,,0
6338161,HASE,HERZLAKE,52.682624,7.602417,2018,15.399,3.61,89.6,365,Emsland,control,29.956,,off_river,,,,,0
6338162,HASE,BUNNEN,52.72,7.84,2006,10.781,1.7,35.8,365,Emsland,control,44.701,,off_river,,,,,0
6338162,HASE,BUNNEN,52.72,7.84,2007,18.529,4.31,70.6,365,Emsland,control,44.701,,off_river,,,,,0
6338162,HASE,BUNNEN,52.72,7.84,2008,15.997,3.14,95.9,366,Emsland,control,44.701,,off_river,,,,,0
6338162,HASE,BUNNEN,52.72,7.84,2009,11.906,2.97,39.9,365,Emsland,control,44.701,,off_river,,,,,0
6338162,HASE,BUNNEN,52.72,7.84,2010,15.808,2.44,57.3,365,Emsland,control,44.701,,off_river,,,,,0
6338162,HASE,BUNNEN,52.72,7.84,2011,13.04,3.16,69.5,365,Emsland,control,44.701,,off_river,,,,,0
6338162,HASE,BUNNEN,52.72,7.84,2012,12.058,2.9,68.1,366,Emsland,control,44.701,,off_river,,,,,0
6338162,HASE,BUNNEN,52.72,7.84,2013,11.555,2.82,51.6,365,Emsland,control,44.701,,off_river,,,,,0
6338162,HASE,BUNNEN,52.72,7.84,2014,11.252,3.54,53.3,365,Emsland,control,44.701,,off_river,,,,,0
6338162,HASE,BUNNEN,52.72,7.84,2015,17.061,3.72,63.5,365,Emsland,control,44.701,,off_river,,,,,0
6338162,HASE,BUNNEN,52.72,7.84,2016,15.662,2.79,83.0,366,Emsland,control,44.701,,off_river,,,,,0
6338162,HASE,BUNNEN,52.72,7.84,2017,13.04,2.84,67.9,365,Emsland,control,44.701,,off_river,,,,,0
6338200,VECHT,EMLICHHEIM,52.602223,6.857059,2006,13.008,1.76,52.6,365,Emsland,control,33.221,,off_river,,,,,0
6338200,VECHT,EMLICHHEIM,52.602223,6.857059,2007,21.853,3.51,112.0,365,Emsland,control,33.221,,off_river,,,,,0
6338200,VECHT,EMLICHHEIM,52.602223,6.857059,2008,15.865,2.38,154.0,366,Emsland,control,33.221,,off_river,,,,,0
6338200,VECHT,EMLICHHEIM,52.602223,6.857059,2009,12.903,2.33,57.6,365,Emsland,control,33.221,,off_river,,,,,0
6338200,VECHT,EMLICHHEIM,52.602223,6.857059,2010,19.987,2.68,146.0,365,Emsland,control,33.221,,off_river,,,,,0
6338200,VECHT,EMLICHHEIM,52.602223,6.857059,2011,15.315,2.38,124.0,365,Emsland,control,33.221,,off_river,,,,,0
6338200,VECHT,EMLICHHEIM,52.602223,6.857059,2012,14.751,2.26,97.6,366,Emsland,control,33.221,,off_river,,,,,0
6338200,VECHT,EMLICHHEIM,52.602223,6.857059,2013,14.916,1.78,73.2,365,Emsland,control,33.221,,off_river,,,,,0
6338200,VECHT,EMLICHHEIM,52.602223,6.857059,2014,15.774,5.92,73.6,365,Emsland,control,33.221,,off_river,,,,,0
6338200,VECHT,EMLICHHEIM,52.602223,6.857059,2015,21.204,2.65,107.0,365,Emsland,control,33.221,,off_river,,,,,0
6338200,VECHT,EMLICHHEIM,52.602223,6.857059,2016,18.012,2.99,106.0,366,Emsland,control,33.221,,off_river,,,,,0
6338200,VECHT,EMLICHHEIM,52.602223,6.857059,2017,14.955,1.94,104.0,365,Emsland,control,33.221,,off_river,,,,,0
6338200,VECHT,EMLICHHEIM,52.602223,6.857059,2018,12.53,0.913,115.0,365,Emsland,control,33.221,,off_river,,,,,0
6338201,VECHT,NEUENHAUS-WEHR,52.5074879,6.9656789,2006,5.976,1.07,27.3,365,Emsland,control,23.262,,off_river,,,,,0
6338201,VECHT,NEUENHAUS-WEHR,52.5074879,6.9656789,2007,10.819,2.91,56.1,365,Emsland,control,23.262,,off_river,,,,,0
6338201,VECHT,NEUENHAUS-WEHR,52.5074879,6.9656789,2008,7.245,1.08,71.8,366,Emsland,control,23.262,,off_river,,,,,0
6338201,VECHT,NEUENHAUS-WEHR,52.5074879,6.9656789,2009,5.207,0.826,28.2,365,Emsland,control,23.262,,off_river,,,,,0
6338201,VECHT,NEUENHAUS-WEHR,52.5074879,6.9656789,2010,8.598,0.796,77.6,365,Emsland,control,23.262,,off_river,,,,,0
6338201,VECHT,NEUENHAUS-WEHR,52.5074879,6.9656789,2011,5.95,0.71,62.4,365,Emsland,control,23.262,,off_river,,,,,0
6338201,VECHT,NEUENHAUS-WEHR,52.5074879,6.9656789,2012,5.744,1.58,44.0,366,Emsland,control,23.262,,off_river,,,,,0
6338201,VECHT,NEUENHAUS-WEHR,52.5074879,6.9656789,2013,6.404,0.668,34.1,365,Emsland,control,23.262,,off_river,,,,,0
6338201,VECHT,NEUENHAUS-WEHR,52.5074879,6.9656789,2014,6.703,1.5,40.0,365,Emsland,control,23.262,,off_river,,,,,0
6338201,VECHT,NEUENHAUS-WEHR,52.5074879,6.9656789,2015,8.674,0.701,54.6,365,Emsland,control,23.262,,off_river,,,,,0
6338201,VECHT,NEUENHAUS-WEHR,52.5074879,6.9656789,2016,7.741,0.844,51.1,366,Emsland,control,23.262,,off_river,,,,,0
6338201,VECHT,NEUENHAUS-WEHR,52.5074879,6.9656789,2017,6.905,1.2,55.4,365,Emsland,control,23.262,,off_river,,,,,0
6338250,OSTE,ROCKSTEDT,53.339366,9.170121,2006,5.266,1.64,25.4,365,Unterweser,treatment,47.034,,off_river,,,,,0
6338250,OSTE,ROCKSTEDT,53.339366,9.170121,2007,8.679,2.3,36.3,365,Unterweser,treatment,47.034,,off_river,,,,,0
6338250,OSTE,ROCKSTEDT,53.339366,9.170121,2008,7.403,1.89,86.7,366,Unterweser,treatment,47.034,,off_river,,,,,0
6338250,OSTE,ROCKSTEDT,53.339366,9.170121,2009,5.511,1.65,20.8,365,Unterweser,treatment,47.034,,off_river,,,,,0
6338250,OSTE,ROCKSTEDT,53.339366,9.170121,2010,6.478,1.66,39.9,365,Unterweser,treatment,47.034,,off_river,,,,,0
6338250,OSTE,ROCKSTEDT,53.339366,9.170121,2011,6.557,1.68,50.1,365,Unterweser,treatment,47.034,,off_river,,,,,0
6338250,OSTE,ROCKSTEDT,53.339366,9.170121,2012,5.941,1.57,46.7,366,Unterweser,treatment,47.034,,off_river,,,,,0
6338250,OSTE,ROCKSTEDT,53.339366,9.170121,2013,5.807,1.73,27.8,365,Unterweser,treatment,47.034,,off_river,,,,,0
6338250,OSTE,ROCKSTEDT,53.339366,9.170121,2014,4.016,1.3,24.5,365,Unterweser,treatment,47.034,,off_river,,,,,0
6338250,OSTE,ROCKSTEDT,53.339366,9.170121,2015,6.847,1.62,32.8,365,Unterweser,treatment,47.034,,off_river,,,,,0
6338250,OSTE,ROCKSTEDT,53.339366,9.170121,2016,5.867,1.79,37.9,366,Unterweser,treatment,47.034,,off_river,,,,,0
6338250,OSTE,ROCKSTEDT,53.339366,9.170121,2017,6.432,2.08,26.1,365,Unterweser,treatment,47.034,,off_river,,,,,0
6338250,OSTE,ROCKSTEDT,53.339366,9.170121,2018,4.007,1.12,40.6,365,Unterweser,treatment,47.034,,off_river,,,,,0
6340215,TARPENBEK,KELLERBLEEK,53.60511,9.967144,2006,0.653,0.362,2.96,365,Brokdorf,control,49.177,,off_river,,,,,0
6340215,TARPENBEK,KELLERBLEEK,53.60511,9.967144,2007,0.992,0.356,6.02,365,Brokdorf,control,49.177,,off_river,,,,,0
6340215,TARPENBEK,KELLERBLEEK,53.60511,9.967144,2008,0.96,0.476,5.47,366,Brokdorf,control,49.177,,off_river,,,,,0
6340215,TARPENBEK,KELLERBLEEK,53.60511,9.967144,2009,0.38,0.146,1.83,365,Brokdorf,control,49.177,,off_river,,,,,0
6340215,TARPENBEK,KELLERBLEEK,53.60511,9.967144,2010,0.491,0.152,3.37,365,Brokdorf,control,49.177,,off_river,,,,,0
6340215,TARPENBEK,KELLERBLEEK,53.60511,9.967144,2011,0.552,0.186,6.02,365,Brokdorf,control,49.177,,off_river,,,,,0
6340215,TARPENBEK,KELLERBLEEK,53.60511,9.967144,2012,0.812,0.42,5.08,366,Brokdorf,control,49.177,,off_river,,,,,0
6340215,TARPENBEK,KELLERBLEEK,53.60511,9.967144,2013,0.644,0.282,10.6,365,Brokdorf,control,49.177,,off_river,,,,,0
6340215,TARPENBEK,KELLERBLEEK,53.60511,9.967144,2014,0.531,0.207,6.4,365,Brokdorf,control,49.177,,off_river,,,,,0
6340215,TARPENBEK,KELLERBLEEK,53.60511,9.967144,2015,0.674,0.254,4.39,365,Brokdorf,control,49.177,,off_river,,,,,0
6340215,TARPENBEK,KELLERBLEEK,53.60511,9.967144,2016,0.7,0.308,5.59,366,Brokdorf,control,49.177,,off_river,,,,,0
6340215,TARPENBEK,KELLERBLEEK,53.60511,9.967144,2017,0.862,0.315,5.8,365,Brokdorf,control,49.177,,off_river,,,,,0
6342105,BAIERZER ROT,ACHSTETTEN,48.260693,9.898501,2006,3.365,1.888,26.072,364,Gundremmingen C,staggered_treatment,46.562,,off_river,,,,,0
6342105,BAIERZER ROT,ACHSTETTEN,48.260693,9.898501,2007,3.146,1.785,18.589,365,Gundremmingen C,staggered_treatment,46.562,,off_river,,,,,0
6342105,BAIERZER ROT,ACHSTETTEN,48.260693,9.898501,2008,2.813,1.889,21.564,366,Gundremmingen C,staggered_treatment,46.562,,off_river,,,,,0
6342105,BAIERZER ROT,ACHSTETTEN,48.260693,9.898501,2009,2.961,1.726,10.443,365,Gundremmingen C,staggered_treatment,46.562,,off_river,,,,,0
6342105,BAIERZER ROT,ACHSTETTEN,48.260693,9.898501,2010,3.663,1.888,34.098,365,Gundremmingen C,staggered_treatment,46.562,,off_river,,,,,0
6342105,BAIERZER ROT,ACHSTETTEN,48.260693,9.898501,2011,3.106,1.892,17.689,365,Gundremmingen C,staggered_treatment,46.562,,off_river,,,,,0
6342105,BAIERZER ROT,ACHSTETTEN,48.260693,9.898501,2012,3.473,1.711,12.934,366,Gundremmingen C,staggered_treatment,46.562,,off_river,,,,,0
6342105,BAIERZER ROT,ACHSTETTEN,48.260693,9.898501,2013,4.095,2.175,27.65,365,Gundremmingen C,staggered_treatment,46.562,,off_river,,,,,0
6342105,BAIERZER ROT,ACHSTETTEN,48.260693,9.898501,2014,2.967,1.73,11.807,365,Gundremmingen C,staggered_treatment,46.562,,off_river,,,,,0
6342105,BAIERZER ROT,ACHSTETTEN,48.260693,9.898501,2015,3.296,1.64,27.698,365,Gundremmingen C,staggered_treatment,46.562,,off_river,,,,,0
6342105,BAIERZER ROT,ACHSTETTEN,48.260693,9.898501,2016,3.903,1.959,17.657,366,Gundremmingen C,staggered_treatment,46.562,,off_river,,,,,0
6342105,BAIERZER ROT,ACHSTETTEN,48.260693,9.898501,2017,3.27,1.729,13.802,365,Gundremmingen C,staggered_treatment,46.562,,off_river,,,,,0
6342105,BAIERZER ROT,ACHSTETTEN,48.260693,9.898501,2018,2.976,1.46,19.742,365,Gundremmingen C,staggered_treatment,46.562,,off_river,,,,,0
6342110,MINDEL,OFFINGEN,48.482578,10.362487,2006,12.365,6.55,85.0,365,Gundremmingen C,staggered_treatment,4.563,,off_river,,,,,0
6342110,MINDEL,OFFINGEN,48.482578,10.362487,2007,11.786,6.79,65.9,365,Gundremmingen C,staggered_treatment,4.563,,off_river,,,,,0
6342110,MINDEL,OFFINGEN,48.482578,10.362487,2008,10.415,6.62,61.2,366,Gundremmingen C,staggered_treatment,4.563,,off_river,,,,,0
6342110,MINDEL,OFFINGEN,48.482578,10.362487,2009,9.318,5.1,35.8,365,Gundremmingen C,staggered_treatment,4.563,,off_river,,,,,0
6342110,MINDEL,OFFINGEN,48.482578,10.362487,2010,12.373,6.8,79.8,365,Gundremmingen C,staggered_treatment,4.563,,off_river,,,,,0
6342110,MINDEL,OFFINGEN,48.482578,10.362487,2011,10.79,6.03,35.4,365,Gundremmingen C,staggered_treatment,4.563,,off_river,,,,,0
6342110,MINDEL,OFFINGEN,48.482578,10.362487,2012,11.327,5.34,40.2,366,Gundremmingen C,staggered_treatment,4.563,,off_river,,,,,0
6342110,MINDEL,OFFINGEN,48.482578,10.362487,2013,14.467,7.63,109.0,365,Gundremmingen C,staggered_treatment,4.563,,off_river,,,,,0
6342110,MINDEL,OFFINGEN,48.482578,10.362487,2014,9.558,4.72,34.9,365,Gundremmingen C,staggered_treatment,4.563,,off_river,,,,,0
6342110,MINDEL,OFFINGEN,48.482578,10.362487,2015,12.937,6.4,71.2,365,Gundremmingen C,staggered_treatment,4.563,,off_river,,,,,0
6342110,MINDEL,OFFINGEN,48.482578,10.362487,2016,13.263,7.8,41.0,366,Gundremmingen C,staggered_treatment,4.563,,off_river,,,,,0
6342110,MINDEL,OFFINGEN,48.482578,10.362487,2017,10.993,6.21,40.0,365,Gundremmingen C,staggered_treatment,4.563,,off_river,,,,,0
6342110,MINDEL,OFFINGEN,48.482578,10.362487,2018,10.581,4.8,65.5,365,Gundremmingen C,staggered_treatment,4.563,,off_river,,,,,0
6342120,ZUSAM,PFAFFENHOFEN,48.610767,10.710914,2006,4.618,2.42,35.7,365,Gundremmingen B,staggered_treatment,25.13,,off_river,,,,,0
6342120,ZUSAM,PFAFFENHOFEN,48.610767,10.710914,2007,4.421,2.45,23.1,365,Gundremmingen B,staggered_treatment,25.13,,off_river,,,,,0
6342120,ZUSAM,PFAFFENHOFEN,48.610767,10.710914,2008,4.309,2.88,15.0,366,Gundremmingen B,staggered_treatment,25.13,,off_river,,,,,0
6342120,ZUSAM,PFAFFENHOFEN,48.610767,10.710914,2009,4.164,2.5,13.7,365,Gundremmingen B,staggered_treatment,25.13,,off_river,,,,,0
6342120,ZUSAM,PFAFFENHOFEN,48.610767,10.710914,2010,4.859,2.6,32.9,365,Gundremmingen B,staggered_treatment,25.13,,off_river,,,,,0
6342120,ZUSAM,PFAFFENHOFEN,48.610767,10.710914,2011,3.833,2.4,14.1,365,Gundremmingen B,staggered_treatment,25.13,,off_river,,,,,0
6342120,ZUSAM,PFAFFENHOFEN,48.610767,10.710914,2012,3.989,2.09,20.6,366,Gundremmingen B,staggered_treatment,25.13,,off_river,,,,,0
6342120,ZUSAM,PFAFFENHOFEN,48.610767,10.710914,2013,5.344,2.81,45.9,365,Gundremmingen B,staggered_treatment,25.13,,off_river,,,,,0
6342120,ZUSAM,PFAFFENHOFEN,48.610767,10.710914,2014,3.856,2.36,16.9,365,Gundremmingen B,staggered_treatment,25.13,,off_river,,,,,0
6342120,ZUSAM,PFAFFENHOFEN,48.610767,10.710914,2015,4.294,2.14,28.3,365,Gundremmingen B,staggered_treatment,25.13,,off_river,,,,,0
6342120,ZUSAM,PFAFFENHOFEN,48.610767,10.710914,2016,4.609,2.7,22.2,366,Gundremmingen B,staggered_treatment,25.13,,off_river,,,,,0
6342120,ZUSAM,PFAFFENHOFEN,48.610767,10.710914,2017,4.173,2.47,15.9,365,Gundremmingen B,staggered_treatment,25.13,,off_river,,,,,0
6342120,ZUSAM,PFAFFENHOFEN,48.610767,10.710914,2018,3.738,1.96,26.2,365,Gundremmingen B,staggered_treatment,25.13,,off_river,,,,,0
6342125,SCHMUTTER,FISCHACH,48.28903,10.65667,2006,1.365,0.64,15.8,365,Gundremmingen B,staggered_treatment,31.399,,off_river,,,,,0
6342125,SCHMUTTER,FISCHACH,48.28903,10.65667,2007,1.269,0.64,12.7,365,Gundremmingen B,staggered_treatment,31.399,,off_river,,,,,0
6342125,SCHMUTTER,FISCHACH,48.28903,10.65667,2008,1.122,0.65,13.4,366,Gundremmingen B,staggered_treatment,31.399,,off_river,,,,,0
6342125,SCHMUTTER,FISCHACH,48.28903,10.65667,2009,1.03,0.54,6.1,365,Gundremmingen B,staggered_treatment,31.399,,off_river,,,,,0
6342125,SCHMUTTER,FISCHACH,48.28903,10.65667,2010,1.419,0.72,19.5,365,Gundremmingen B,staggered_treatment,31.399,,off_river,,,,,0
6342125,SCHMUTTER,FISCHACH,48.28903,10.65667,2011,1.106,0.61,6.12,365,Gundremmingen B,staggered_treatment,31.399,,off_river,,,,,0
6342125,SCHMUTTER,FISCHACH,48.28903,10.65667,2012,1.173,0.59,8.02,366,Gundremmingen B,staggered_treatment,31.399,,off_river,,,,,0
6342125,SCHMUTTER,FISCHACH,48.28903,10.65667,2013,1.445,0.63,21.5,365,Gundremmingen B,staggered_treatment,31.399,,off_river,,,,,0
6342125,SCHMUTTER,FISCHACH,48.28903,10.65667,2014,1.052,0.55,9.2,365,Gundremmingen B,staggered_treatment,31.399,,off_river,,,,,0
6342125,SCHMUTTER,FISCHACH,48.28903,10.65667,2015,1.22,0.53,15.3,365,Gundremmingen B,staggered_treatment,31.399,,off_river,,,,,0
6342125,SCHMUTTER,FISCHACH,48.28903,10.65667,2016,1.25,0.615,8.52,366,Gundremmingen B,staggered_treatment,31.399,,off_river,,,,,0
6342125,SCHMUTTER,FISCHACH,48.28903,10.65667,2017,1.074,0.564,7.2,365,Gundremmingen B,staggered_treatment,31.399,,off_river,,,,,0
6342125,SCHMUTTER,FISCHACH,48.28903,10.65667,2018,0.986,0.427,8.51,365,Gundremmingen B,staggered_treatment,31.399,,off_river,,,,,0
6342130,WORNITZ,HARBURG,48.783235,10.692384,2006,10.444,0.74,155.0,365,Gundremmingen B,staggered_treatment,36.687,,off_river,,,,,0
6342130,WORNITZ,HARBURG,48.783235,10.692384,2007,13.91,2.27,64.7,365,Gundremmingen B,staggered_treatment,36.687,,off_river,,,,,0
6342130,WORNITZ,HARBURG,48.783235,10.692384,2008,13.639,2.1,102.0,366,Gundremmingen B,staggered_treatment,36.687,,off_river,,,,,0
6342130,WORNITZ,HARBURG,48.783235,10.692384,2009,12.781,2.87,69.9,365,Gundremmingen B,staggered_treatment,36.687,,off_river,,,,,0
6342130,WORNITZ,HARBURG,48.783235,10.692384,2010,13.511,1.84,120.0,365,Gundremmingen B,staggered_treatment,36.687,,off_river,,,,,0
6342130,WORNITZ,HARBURG,48.783235,10.692384,2011,10.377,0.77,208.0,365,Gundremmingen B,staggered_treatment,36.687,,off_river,,,,,0
6342130,WORNITZ,HARBURG,48.783235,10.692384,2012,10.627,1.23,88.4,366,Gundremmingen B,staggered_treatment,36.687,,off_river,,,,,0
6342130,WORNITZ,HARBURG,48.783235,10.692384,2013,13.981,2.96,110.0,365,Gundremmingen B,staggered_treatment,36.687,,off_river,,,,,0
6342130,WORNITZ,HARBURG,48.783235,10.692384,2014,7.578,1.54,35.8,365,Gundremmingen B,staggered_treatment,36.687,,off_river,,,,,0
6342130,WORNITZ,HARBURG,48.783235,10.692384,2015,8.612,1.05,96.5,365,Gundremmingen B,staggered_treatment,36.687,,off_river,,,,,0
6342130,WORNITZ,HARBURG,48.783235,10.692384,2016,9.449,1.14,49.5,366,Gundremmingen B,staggered_treatment,36.687,,off_river,,,,,0
6342130,WORNITZ,HARBURG,48.783235,10.692384,2017,9.243,0.623,60.2,365,Gundremmingen B,staggered_treatment,36.687,,off_river,,,,,0
6342130,WORNITZ,HARBURG,48.783235,10.692384,2018,11.75,0.893,139.0,365,Gundremmingen B,staggered_treatment,36.687,,off_river,,,,,0
6342201,ILLER,WIBLINGEN,48.370895,9.987702,2006,51.476,6.06,265.0,365,Gundremmingen C,staggered_treatment,34.315,,off_river,,,,,0
6342201,ILLER,WIBLINGEN,48.370895,9.987702,2007,50.023,10.2,231.0,365,Gundremmingen C,staggered_treatment,34.315,,off_river,,,,,0
6342201,ILLER,WIBLINGEN,48.370895,9.987702,2008,44.562,8.11,210.0,366,Gundremmingen C,staggered_treatment,34.315,,off_river,,,,,0
6342201,ILLER,WIBLINGEN,48.370895,9.987702,2009,42.512,5.94,250.0,365,Gundremmingen C,staggered_treatment,34.315,,off_river,,,,,0
6342201,ILLER,WIBLINGEN,48.370895,9.987702,2010,54.717,9.04,359.0,365,Gundremmingen C,staggered_treatment,34.315,,off_river,,,,,0
6342201,ILLER,WIBLINGEN,48.370895,9.987702,2011,41.284,8.34,312.0,365,Gundremmingen C,staggered_treatment,34.315,,off_river,,,,,0
6342201,ILLER,WIBLINGEN,48.370895,9.987702,2012,54.778,13.2,282.0,366,Gundremmingen C,staggered_treatment,34.315,,off_river,,,,,0
6342201,ILLER,WIBLINGEN,48.370895,9.987702,2013,55.082,10.2,532.0,365,Gundremmingen C,staggered_treatment,34.315,,off_river,,,,,0
6342201,ILLER,WIBLINGEN,48.370895,9.987702,2014,41.396,7.96,212.0,365,Gundremmingen C,staggered_treatment,34.315,,off_river,,,,,0
6342201,ILLER,WIBLINGEN,48.370895,9.987702,2015,46.889,6.55,293.0,365,Gundremmingen C,staggered_treatment,34.315,,off_river,,,,,0
6342201,ILLER,WIBLINGEN,48.370895,9.987702,2016,59.065,8.56,332.0,366,Gundremmingen C,staggered_treatment,34.315,,off_river,,,,,0
6342201,ILLER,WIBLINGEN,48.370895,9.987702,2017,56.774,5.04,342.0,365,Gundremmingen C,staggered_treatment,34.315,,off_river,,,,,0
6342201,ILLER,WIBLINGEN,48.370895,9.987702,2018,50.641,4.89,391.0,365,Gundremmingen C,staggered_treatment,34.315,,off_river,,,,,0
6342501,DANUBE RIVER,DILLINGEN,48.568397,10.50053,2006,169.859,61.1,726.0,365,Gundremmingen B,staggered_treatment,9.397,Danube,downstream,Gundremmingen B,staggered_treatment,9.1,0-10,1
6342501,DANUBE RIVER,DILLINGEN,48.568397,10.50053,2007,153.053,62.2,585.0,365,Gundremmingen B,staggered_treatment,9.397,Danube,downstream,Gundremmingen B,staggered_treatment,9.1,0-10,1
6342501,DANUBE RIVER,DILLINGEN,48.568397,10.50053,2008,145.677,63.7,602.0,366,Gundremmingen B,staggered_treatment,9.397,Danube,downstream,Gundremmingen B,staggered_treatment,9.1,0-10,1
6342501,DANUBE RIVER,DILLINGEN,48.568397,10.50053,2009,149.152,61.8,476.0,365,Gundremmingen B,staggered_treatment,9.397,Danube,downstream,Gundremmingen B,staggered_treatment,9.1,0-10,1
6342501,DANUBE RIVER,DILLINGEN,48.568397,10.50053,2010,173.019,88.3,648.0,365,Gundremmingen B,staggered_treatment,9.397,Danube,downstream,Gundremmingen B,staggered_treatment,9.1,0-10,1
6342501,DANUBE RIVER,DILLINGEN,48.568397,10.50053,2011,142.041,56.5,731.0,365,Gundremmingen B,staggered_treatment,9.397,Danube,downstream,Gundremmingen B,staggered_treatment,9.1,0-10,1
6342501,DANUBE RIVER,DILLINGEN,48.568397,10.50053,2012,172.627,74.0,497.0,366,Gundremmingen B,staggered_treatment,9.397,Danube,downstream,Gundremmingen B,staggered_treatment,9.1,0-10,1
6342501,DANUBE RIVER,DILLINGEN,48.568397,10.50053,2013,192.984,76.7,933.0,365,Gundremmingen B,staggered_treatment,9.397,Danube,downstream,Gundremmingen B,staggered_treatment,9.1,0-10,1
6342501,DANUBE RIVER,DILLINGEN,48.568397,10.50053,2014,127.312,52.6,374.0,365,Gundremmingen B,staggered_treatment,9.397,Danube,downstream,Gundremmingen B,staggered_treatment,9.1,0-10,1
6342501,DANUBE RIVER,DILLINGEN,48.568397,10.50053,2015,152.91,55.5,629.0,365,Gundremmingen B,staggered_treatment,9.397,Danube,downstream,Gundremmingen B,staggered_treatment,9.1,0-10,1
6342501,DANUBE RIVER,DILLINGEN,48.568397,10.50053,2016,176.096,61.3,558.0,366,Gundremmingen B,staggered_treatment,9.397,Danube,downstream,Gundremmingen B,staggered_treatment,9.1,0-10,1
6342501,DANUBE RIVER,DILLINGEN,48.568397,10.50053,2017,145.84,40.6,511.0,365,Gundremmingen B,staggered_treatment,9.397,Danube,downstream,Gundremmingen B,staggered_treatment,9.1,0-10,1
6342501,DANUBE RIVER,DILLINGEN,48.568397,10.50053,2018,142.002,37.3,799.0,365,Gundremmingen B,staggered_treatment,9.397,Danube,downstream,Gundremmingen B,staggered_treatment,9.1,0-10,1
6342510,LECH,AUGSBURG BELOW WERTACH,48.406968,10.888009,2006,107.359,45.1,362.0,365,Gundremmingen B,staggered_treatment,37.824,,off_river,,,,,0
6342510,LECH,AUGSBURG BELOW WERTACH,48.406968,10.888009,2007,107.006,57.7,291.0,365,Gundremmingen B,staggered_treatment,37.824,,off_river,,,,,0
6342510,LECH,AUGSBURG BELOW WERTACH,48.406968,10.888009,2008,109.995,51.6,429.0,366,Gundremmingen B,staggered_treatment,37.824,,off_river,,,,,0
6342510,LECH,AUGSBURG BELOW WERTACH,48.406968,10.888009,2009,98.204,39.2,446.0,365,Gundremmingen B,staggered_treatment,37.824,,off_river,,,,,0
6342510,LECH,AUGSBURG BELOW WERTACH,48.406968,10.888009,2010,110.138,59.4,629.0,365,Gundremmingen B,staggered_treatment,37.824,,off_river,,,,,0
6342510,LECH,AUGSBURG BELOW WERTACH,48.406968,10.888009,2011,88.803,52.3,289.0,365,Gundremmingen B,staggered_treatment,37.824,,off_river,,,,,0
6342510,LECH,AUGSBURG BELOW WERTACH,48.406968,10.888009,2012,118.266,57.7,386.0,366,Gundremmingen B,staggered_treatment,37.824,,off_river,,,,,0
6342510,LECH,AUGSBURG BELOW WERTACH,48.406968,10.888009,2013,129.539,71.3,635.0,365,Gundremmingen B,staggered_treatment,37.824,,off_river,,,,,0
6342510,LECH,AUGSBURG BELOW WERTACH,48.406968,10.888009,2014,93.785,53.7,352.0,365,Gundremmingen B,staggered_treatment,37.824,,off_river,,,,,0
6342510,LECH,AUGSBURG BELOW WERTACH,48.406968,10.888009,2015,104.473,54.1,342.0,365,Gundremmingen B,staggered_treatment,37.824,,off_river,,,,,0
6342510,LECH,AUGSBURG BELOW WERTACH,48.406968,10.888009,2016,118.964,62.5,429.0,366,Gundremmingen B,staggered_treatment,37.824,,off_river,,,,,0
6342510,LECH,AUGSBURG BELOW WERTACH,48.406968,10.888009,2017,115.814,61.5,619.0,365,Gundremmingen B,staggered_treatment,37.824,,off_river,,,,,0
6342510,LECH,AUGSBURG BELOW WERTACH,48.406968,10.888009,2018,96.422,33.1,302.0,365,Gundremmingen B,staggered_treatment,37.824,,off_river,,,,,0
6342600,DANUBE RIVER,SCHWABELWEIS,49.023576,12.138699,2006,446.997,154.0,1680.0,365,Isar 1,partial,47.96,Danube,downstream,Gundremmingen B,staggered_treatment,140.3,>50,1
6342600,DANUBE RIVER,SCHWABELWEIS,49.023576,12.138699,2007,433.608,175.0,1070.0,365,Isar 1,partial,47.96,Danube,downstream,Gundremmingen B,staggered_treatment,140.3,>50,1
6342600,DANUBE RIVER,SCHWABELWEIS,49.023576,12.138699,2008,407.421,150.0,964.0,366,Isar 1,partial,47.96,Danube,downstream,Gundremmingen B,staggered_treatment,140.3,>50,1
6342600,DANUBE RIVER,SCHWABELWEIS,49.023576,12.138699,2009,402.923,158.0,953.0,365,Isar 1,partial,47.96,Danube,downstream,Gundremmingen B,staggered_treatment,140.3,>50,1
