# Water quality, June-September (summer) mean per site and year, from the Waterbase
# v2025_1 disaggregated (individual-sample) data. German sites on a study river within
# 50 km of a study reactor; determinand in {water_temperature (Cel), dissolved_oxygen (mg/L)}.
# n_samples is the number of underlying measurements. Built by waterbase_disaggregated.py.
site_id,site_name,water_body_name,latitude,longitude,study_river,position,nearest_upstream_plant,nearest_upstream_group,along_river_km,distance_band,determinand,year,mean_value,n_samples
DEGM_DEBY_4120622300012,KEIN NAME,NAME,49.79405,9.6295,Main,downstream,Grafenrheinfeld,staggered_treatment,35.2,25-50,dissolved_oxygen,2021,8.35,2
DEGM_DEBY_4120622300012,KEIN NAME,NAME,49.79405,9.6295,Main,downstream,Grafenrheinfeld,staggered_treatment,35.2,25-50,dissolved_oxygen,2022,9.1,1
DEGM_DEBY_4120622300012,KEIN NAME,NAME,49.79405,9.6295,Main,downstream,Grafenrheinfeld,staggered_treatment,35.2,25-50,dissolved_oxygen,2023,8.985,2
DEGM_DEBY_4120622300012,KEIN NAME,NAME,49.79405,9.6295,Main,downstream,Grafenrheinfeld,staggered_treatment,35.2,25-50,dissolved_oxygen,2024,8.85,2
DEGM_DEHB_15_26,FLB123,NAME,53.2144,8.50994,Weser,downstream,Grohnde,control,143.6,>50,dissolved_oxygen,2008,3.7,1
DEGM_DEHB_15_26,FLB123,NAME,53.2144,8.50994,Weser,downstream,Grohnde,control,143.6,>50,dissolved_oxygen,2010,4.5,1
DEGM_DEHB_15_26,FLB123,NAME,53.2144,8.50994,Weser,downstream,Grohnde,control,143.6,>50,dissolved_oxygen,2011,4.2,1
DEGM_DEHB_15_72,FLB433D,NAME,53.07777,8.88911,Weser,downstream,Grohnde,control,120.5,>50,dissolved_oxygen,2008,0.2,1
DEGM_DEHB_15_72,FLB433D,NAME,53.07777,8.88911,Weser,downstream,Grohnde,control,120.5,>50,dissolved_oxygen,2009,0.2,1
DEGM_DEHB_15_72,FLB433D,NAME,53.07777,8.88911,Weser,downstream,Grohnde,control,120.5,>50,dissolved_oxygen,2010,0.3,1
DEGM_DEHB_15_72,FLB433D,NAME,53.07777,8.88911,Weser,downstream,Grohnde,control,120.5,>50,dissolved_oxygen,2011,0.16,1
DEGM_DEHH_1947,NINCOPER STRASSE,NAME,53.51387,9.8021,Elbe,upstream,,,,,dissolved_oxygen,2014,0.01,1
DEGM_DEHH_1947,NINCOPER STRASSE,NAME,53.51387,9.8021,Elbe,upstream,,,,,dissolved_oxygen,2016,0.05,1
DEGM_DENI_40000953,AHER KAEMPE,NAME,52.18564,9.12891,Weser,downstream,Grohnde,control,22.2,10-25,dissolved_oxygen,2015,2.8,1
DEGM_DENI_40000953,AHER KAEMPE,NAME,52.18564,9.12891,Weser,downstream,Grohnde,control,22.2,10-25,dissolved_oxygen,2019,3.7,1
DEGM_DENI_40000953,AHER KAEMPE,NAME,52.18564,9.12891,Weser,downstream,Grohnde,control,22.2,10-25,dissolved_oxygen,2021,3.98,1
DEGM_DENI_40000953,AHER KAEMPE,NAME,52.18564,9.12891,Weser,downstream,Grohnde,control,22.2,10-25,dissolved_oxygen,2022,2.4,1
DEGM_DENI_40000953,AHER KAEMPE,NAME,52.18564,9.12891,Weser,downstream,Grohnde,control,22.2,10-25,dissolved_oxygen,2023,2.7,1
DEGM_DENI_40000953,AHER KAEMPE,NAME,52.18564,9.12891,Weser,downstream,Grohnde,control,22.2,10-25,dissolved_oxygen,2024,3.54,1
DEGM_DENI_40510790,BEXTEN,NAME,52.34246,7.37369,Ems,upstream,,,,,dissolved_oxygen,2012,8.1,1
DEGM_DENI_40510790,BEXTEN,NAME,52.34246,7.37369,Ems,upstream,,,,,dissolved_oxygen,2013,7.7,1
DEGM_DENI_40510790,BEXTEN,NAME,52.34246,7.37369,Ems,upstream,,,,,dissolved_oxygen,2015,7.4,1
DEGM_DENI_40510790,BEXTEN,NAME,52.34246,7.37369,Ems,upstream,,,,,dissolved_oxygen,2021,8.15,2
DEGM_DENI_40510790,BEXTEN,NAME,52.34246,7.37369,Ems,upstream,,,,,dissolved_oxygen,2022,8.0,2
DEGM_DENI_40510790,BEXTEN,NAME,52.34246,7.37369,Ems,upstream,,,,,dissolved_oxygen,2023,8.0,1
DEGM_DENW_100135602,PH 34N   JOESSEN,NAME,52.39755,8.99847,Weser,downstream,Grohnde,control,47.3,25-50,dissolved_oxygen,2012,0.2,1
DEGM_DENW_100135602,PH 34N   JOESSEN,NAME,52.39755,8.99847,Weser,downstream,Grohnde,control,47.3,25-50,dissolved_oxygen,2017,0.25,2
DEGM_DENW_100135602,PH 34N   JOESSEN,NAME,52.39755,8.99847,Weser,downstream,Grohnde,control,47.3,25-50,dissolved_oxygen,2021,0.1,1
DEGM_DENW_100135602,PH 34N   JOESSEN,NAME,52.39755,8.99847,Weser,downstream,Grohnde,control,47.3,25-50,dissolved_oxygen,2022,0.1,1
DEGM_DENW_110050125,V12 ISENDORF,NAME,52.20505,7.5117,Ems,upstream,,,,,dissolved_oxygen,2012,0.1,1
DEGM_DENW_110050125,V12 ISENDORF,NAME,52.20505,7.5117,Ems,upstream,,,,,dissolved_oxygen,2013,0.44,1
DEGM_DENW_110050125,V12 ISENDORF,NAME,52.20505,7.5117,Ems,upstream,,,,,dissolved_oxygen,2014,0.52,1
DEGM_DENW_110050125,V12 ISENDORF,NAME,52.20505,7.5117,Ems,upstream,,,,,dissolved_oxygen,2016,1.2,1
DEGM_DENW_110050125,V12 ISENDORF,NAME,52.20505,7.5117,Ems,upstream,,,,,dissolved_oxygen,2017,1.8,1
DEGM_DENW_110050125,V12 ISENDORF,NAME,52.20505,7.5117,Ems,upstream,,,,,dissolved_oxygen,2018,1.6,1
DEGM_DENW_110050125,V12 ISENDORF,NAME,52.20505,7.5117,Ems,upstream,,,,,dissolved_oxygen,2019,2.9,1
DEGM_DENW_110050125,V12 ISENDORF,NAME,52.20505,7.5117,Ems,upstream,,,,,dissolved_oxygen,2023,1.6,1
DEGM_DENW_110050125,V12 ISENDORF,NAME,52.20505,7.5117,Ems,upstream,,,,,dissolved_oxygen,2024,0.2,1
DEGM_DERP_2375222100,1277 I LEIMERSHEIM,NAME,49.12222,8.3404,Rhine,upstream,,,,,dissolved_oxygen,2012,0.49,1
DEGM_DERP_2375222100,1277 I LEIMERSHEIM,NAME,49.12222,8.3404,Rhine,upstream,,,,,dissolved_oxygen,2017,1.5,1
DEGM_DERP_2375222100,1277 I LEIMERSHEIM,NAME,49.12222,8.3404,Rhine,upstream,,,,,dissolved_oxygen,2020,1.5,1
DEGM_DERP_2375222100,1277 I LEIMERSHEIM,NAME,49.12222,8.3404,Rhine,upstream,,,,,dissolved_oxygen,2021,1.2,1
DEGM_DERP_2375222100,1277 I LEIMERSHEIM,NAME,49.12222,8.3404,Rhine,upstream,,,,,dissolved_oxygen,2022,0.9,1
DEGM_DERP_2391197000,1336 I FRANKENTHAL PFALZ PETERSAU,NAME,49.56746,8.40134,Rhine,downstream,Philippsburg 1,partial,34.8,25-50,dissolved_oxygen,2015,0.1,1
DEGM_DERP_2391197000,1336 I FRANKENTHAL PFALZ PETERSAU,NAME,49.56746,8.40134,Rhine,downstream,Philippsburg 1,partial,34.8,25-50,dissolved_oxygen,2017,0.07,1
DEGM_DERP_2391197000,1336 I FRANKENTHAL PFALZ PETERSAU,NAME,49.56746,8.40134,Rhine,downstream,Philippsburg 1,partial,34.8,25-50,dissolved_oxygen,2018,0.6,1
DEGM_DERP_2391197000,1336 I FRANKENTHAL PFALZ PETERSAU,NAME,49.56746,8.40134,Rhine,downstream,Philippsburg 1,partial,34.8,25-50,dissolved_oxygen,2019,0.33,1
DEGM_DERP_2391197000,1336 I FRANKENTHAL PFALZ PETERSAU,NAME,49.56746,8.40134,Rhine,downstream,Philippsburg 1,partial,34.8,25-50,dissolved_oxygen,2021,1.0,1
DEGM_DERP_2391197000,1336 I FRANKENTHAL PFALZ PETERSAU,NAME,49.56746,8.40134,Rhine,downstream,Philippsburg 1,partial,34.8,25-50,dissolved_oxygen,2022,1.4,1
DEGM_DERP_2397188100,2135 DIENHEIM,NAME,49.8263,8.36563,Rhine,downstream,Biblis A,treatment,12.9,10-25,dissolved_oxygen,2008,1.3,1
DEGM_DERP_2397188100,2135 DIENHEIM,NAME,49.8263,8.36563,Rhine,downstream,Biblis A,treatment,12.9,10-25,dissolved_oxygen,2009,10.1,1
DEGM_DERP_2397188100,2135 DIENHEIM,NAME,49.8263,8.36563,Rhine,downstream,Biblis A,treatment,12.9,10-25,dissolved_oxygen,2010,0.21,1
DEGM_DERP_2397188100,2135 DIENHEIM,NAME,49.8263,8.36563,Rhine,downstream,Biblis A,treatment,12.9,10-25,dissolved_oxygen,2011,0.08,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2013,4.5,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2023,9.08,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2024,8.6,1
DEGM_HE_10471,BIEBRICH,NAME,50.03451,8.24336,Rhine,downstream,Biblis A,treatment,35.9,25-50,dissolved_oxygen,2023,0.33,1
DEGM_HE_10471,BIEBRICH,NAME,50.03451,8.24336,Rhine,downstream,Biblis A,treatment,35.9,25-50,dissolved_oxygen,2024,0.1,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2012,3.0,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2016,5.15,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2018,3.9,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2019,5.2,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2021,3.43,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2022,3.81,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2020,6.612,4
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2021,6.9,3
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2020,8.056,9
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2021,8.922,9
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2022,8.356,9
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2023,8.422,9
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2024,8.678,9
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2020,8.9,8
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2021,8.844,9
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2022,8.933,9
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2023,8.511,9
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2024,8.922,9
DESM_BWU40,KARLSRUHE,FREIFLIESSENDE RHEINSTRECKE UNTERH STAUSTUFE IFFEZHEIM BIS OBERH LAUTERMUENDUNG,48.92298,8.16898,Rhine,upstream,,,,,dissolved_oxygen,2020,8.189,9
DESM_BWU40,KARLSRUHE,FREIFLIESSENDE RHEINSTRECKE UNTERH STAUSTUFE IFFEZHEIM BIS OBERH LAUTERMUENDUNG,48.92298,8.16898,Rhine,upstream,,,,,dissolved_oxygen,2021,8.922,9
DESM_BWU40,KARLSRUHE,FREIFLIESSENDE RHEINSTRECKE UNTERH STAUSTUFE IFFEZHEIM BIS OBERH LAUTERMUENDUNG,48.92298,8.16898,Rhine,upstream,,,,,dissolved_oxygen,2022,7.878,9
DESM_BWU40,KARLSRUHE,FREIFLIESSENDE RHEINSTRECKE UNTERH STAUSTUFE IFFEZHEIM BIS OBERH LAUTERMUENDUNG,48.92298,8.16898,Rhine,upstream,,,,,dissolved_oxygen,2023,7.811,9
DESM_BWU40,KARLSRUHE,FREIFLIESSENDE RHEINSTRECKE UNTERH STAUSTUFE IFFEZHEIM BIS OBERH LAUTERMUENDUNG,48.92298,8.16898,Rhine,upstream,,,,,dissolved_oxygen,2024,9.025,8
DESM_BWU41,MANNHEIM RHEIN,OBERER OBERRHEIN,49.48374,8.45493,Rhine,downstream,Philippsburg 1,partial,25.5,25-50,dissolved_oxygen,2020,8.344,9
DESM_BWU41,MANNHEIM RHEIN,OBERER OBERRHEIN,49.48374,8.45493,Rhine,downstream,Philippsburg 1,partial,25.5,25-50,dissolved_oxygen,2021,8.811,9
DESM_BWU41,MANNHEIM RHEIN,OBERER OBERRHEIN,49.48374,8.45493,Rhine,downstream,Philippsburg 1,partial,25.5,25-50,dissolved_oxygen,2022,8.3,9
DESM_BWU41,MANNHEIM RHEIN,OBERER OBERRHEIN,49.48374,8.45493,Rhine,downstream,Philippsburg 1,partial,25.5,25-50,dissolved_oxygen,2023,8.178,9
DESM_BWU41,MANNHEIM RHEIN,OBERER OBERRHEIN,49.48374,8.45493,Rhine,downstream,Philippsburg 1,partial,25.5,25-50,dissolved_oxygen,2024,8.825,8
DESM_BWU44,DEIZISAU,NECKAR AB FILS OBERH ENZ TBG 42,48.72105,9.37875,Neckar,upstream,,,,,dissolved_oxygen,2020,10.411,9
DESM_BWU44,DEIZISAU,NECKAR AB FILS OBERH ENZ TBG 42,48.72105,9.37875,Neckar,upstream,,,,,dissolved_oxygen,2021,8.75,8
DESM_BWU44,DEIZISAU,NECKAR AB FILS OBERH ENZ TBG 42,48.72105,9.37875,Neckar,upstream,,,,,dissolved_oxygen,2022,8.875,8
DESM_BWU44,DEIZISAU,NECKAR AB FILS OBERH ENZ TBG 42,48.72105,9.37875,Neckar,upstream,,,,,dissolved_oxygen,2023,10.725,8
DESM_BWU44,DEIZISAU,NECKAR AB FILS OBERH ENZ TBG 42,48.72105,9.37875,Neckar,upstream,,,,,dissolved_oxygen,2024,8.967,9
DESM_BWU45,POPPENWEILER,NECKAR AB FILS OBERH ENZ TBG 42,48.9127,9.24796,Neckar,upstream,,,,,dissolved_oxygen,2020,10.722,9
DESM_BWU45,POPPENWEILER,NECKAR AB FILS OBERH ENZ TBG 42,48.9127,9.24796,Neckar,upstream,,,,,dissolved_oxygen,2021,8.7,8
DESM_BWU45,POPPENWEILER,NECKAR AB FILS OBERH ENZ TBG 42,48.9127,9.24796,Neckar,upstream,,,,,dissolved_oxygen,2022,10.3,8
DESM_BWU45,POPPENWEILER,NECKAR AB FILS OBERH ENZ TBG 42,48.9127,9.24796,Neckar,upstream,,,,,dissolved_oxygen,2023,8.838,8
DESM_BWU45,POPPENWEILER,NECKAR AB FILS OBERH ENZ TBG 42,48.9127,9.24796,Neckar,upstream,,,,,dissolved_oxygen,2024,8.767,9
DESM_BWU46,BESIGHEIM,NECKAR AB FILS OBERH ENZ TBG 42,49.00232,9.1472,Neckar,upstream,,,,,dissolved_oxygen,2020,10.044,9
DESM_BWU46,BESIGHEIM,NECKAR AB FILS OBERH ENZ TBG 42,49.00232,9.1472,Neckar,upstream,,,,,dissolved_oxygen,2021,7.513,8
DESM_BWU46,BESIGHEIM,NECKAR AB FILS OBERH ENZ TBG 42,49.00232,9.1472,Neckar,upstream,,,,,dissolved_oxygen,2022,7.125,8
DESM_BWU46,BESIGHEIM,NECKAR AB FILS OBERH ENZ TBG 42,49.00232,9.1472,Neckar,upstream,,,,,dissolved_oxygen,2023,7.05,8
DESM_BWU46,BESIGHEIM,NECKAR AB FILS OBERH ENZ TBG 42,49.00232,9.1472,Neckar,upstream,,,,,dissolved_oxygen,2024,8.111,9
DESM_BWU47,KOCHENDORF,NECKAR AB ENZ OBERH KOCHER TBG 46,49.21649,9.2081,Neckar,downstream,Neckarwestheim 1,partial,11.4,10-25,dissolved_oxygen,2020,10.322,9
DESM_BWU47,KOCHENDORF,NECKAR AB ENZ OBERH KOCHER TBG 46,49.21649,9.2081,Neckar,downstream,Neckarwestheim 1,partial,11.4,10-25,dissolved_oxygen,2021,8.3,8
DESM_BWU47,KOCHENDORF,NECKAR AB ENZ OBERH KOCHER TBG 46,49.21649,9.2081,Neckar,downstream,Neckarwestheim 1,partial,11.4,10-25,dissolved_oxygen,2022,8.2,9
DESM_BWU47,KOCHENDORF,NECKAR AB ENZ OBERH KOCHER TBG 46,49.21649,9.2081,Neckar,downstream,Neckarwestheim 1,partial,11.4,10-25,dissolved_oxygen,2023,7.263,8
DESM_BWU47,KOCHENDORF,NECKAR AB ENZ OBERH KOCHER TBG 46,49.21649,9.2081,Neckar,downstream,Neckarwestheim 1,partial,11.4,10-25,dissolved_oxygen,2024,8.389,9
DESM_BWU48,MANNHEIM NECKAR,NECKAR BW AB KOCHER TBG 49,49.49429,8.46871,Neckar,downstream,Neckarwestheim 1,partial,71.7,>50,dissolved_oxygen,2020,8.478,9
DESM_BWU48,MANNHEIM NECKAR,NECKAR BW AB KOCHER TBG 49,49.49429,8.46871,Neckar,downstream,Neckarwestheim 1,partial,71.7,>50,dissolved_oxygen,2021,8.456,9
DESM_BWU48,MANNHEIM NECKAR,NECKAR BW AB KOCHER TBG 49,49.49429,8.46871,Neckar,downstream,Neckarwestheim 1,partial,71.7,>50,dissolved_oxygen,2022,8.689,9
DESM_BWU48,MANNHEIM NECKAR,NECKAR BW AB KOCHER TBG 49,49.49429,8.46871,Neckar,downstream,Neckarwestheim 1,partial,71.7,>50,dissolved_oxygen,2023,8.1,9
DESM_BWU48,MANNHEIM NECKAR,NECKAR BW AB KOCHER TBG 49,49.49429,8.46871,Neckar,downstream,Neckarwestheim 1,partial,71.7,>50,dissolved_oxygen,2024,9.062,8
DESM_DEBY_10988,HMS MOOSBURG,ISAR VON ANFANG MITTLEREISARKANAL BIS MOOSBURG,48.45798,11.9487,Isar,upstream,,,,,dissolved_oxygen,2020,9.15,4
DESM_DEBY_10988,HMS MOOSBURG,ISAR VON ANFANG MITTLEREISARKANAL BIS MOOSBURG,48.45798,11.9487,Isar,upstream,,,,,dissolved_oxygen,2021,8.95,4
DESM_DEBY_10988,HMS MOOSBURG,ISAR VON ANFANG MITTLEREISARKANAL BIS MOOSBURG,48.45798,11.9487,Isar,upstream,,,,,dissolved_oxygen,2022,9.9,4
DESM_DEBY_10988,HMS MOOSBURG,ISAR VON ANFANG MITTLEREISARKANAL BIS MOOSBURG,48.45798,11.9487,Isar,upstream,,,,,dissolved_oxygen,2023,9.325,4
DESM_DEBY_11446,PLATTLING BRUECKE B8,ISAR VON PLATTLING BIS MUENDUNG IN DIE DONAU,48.77153,12.88403,Isar,downstream,Isar 1,partial,47.0,25-50,dissolved_oxygen,2020,8.95,4
DESM_DEBY_11446,PLATTLING BRUECKE B8,ISAR VON PLATTLING BIS MUENDUNG IN DIE DONAU,48.77153,12.88403,Isar,downstream,Isar 1,partial,47.0,25-50,dissolved_oxygen,2021,9.2,4
DESM_DEBY_11446,PLATTLING BRUECKE B8,ISAR VON PLATTLING BIS MUENDUNG IN DIE DONAU,48.77153,12.88403,Isar,downstream,Isar 1,partial,47.0,25-50,dissolved_oxygen,2022,8.875,4
DESM_DEBY_11446,PLATTLING BRUECKE B8,ISAR VON PLATTLING BIS MUENDUNG IN DIE DONAU,48.77153,12.88403,Isar,downstream,Isar 1,partial,47.0,25-50,dissolved_oxygen,2023,8.4,4
DESM_DEBY_16122,HALLSTADT BRUECKE,MAIN VON KLOSTER BANZ BIS EINMUENDUNG DER REGNITZ,49.92454,10.86251,Main,upstream,,,,,dissolved_oxygen,2020,7.4,4
DESM_DEBY_16122,HALLSTADT BRUECKE,MAIN VON KLOSTER BANZ BIS EINMUENDUNG DER REGNITZ,49.92454,10.86251,Main,upstream,,,,,dissolved_oxygen,2021,7.85,4
DESM_DEBY_16122,HALLSTADT BRUECKE,MAIN VON KLOSTER BANZ BIS EINMUENDUNG DER REGNITZ,49.92454,10.86251,Main,upstream,,,,,dissolved_oxygen,2022,7.425,4
DESM_DEBY_16122,HALLSTADT BRUECKE,MAIN VON KLOSTER BANZ BIS EINMUENDUNG DER REGNITZ,49.92454,10.86251,Main,upstream,,,,,dissolved_oxygen,2023,7.425,4
DESM_DEBY_16122,HALLSTADT BRUECKE,MAIN VON KLOSTER BANZ BIS EINMUENDUNG DER REGNITZ,49.92454,10.86251,Main,upstream,,,,,dissolved_oxygen,2024,8.35,4
DESM_DEBY_19268,VIERETH KWOBERWASSER,MAIN VON EINMUENDUNG DER REGNITZ BIS REGIERUNGSBEZIRKSGRENZE OBERFRANKENUNTERFRANKEN,49.92421,10.78723,Main,upstream,,,,,dissolved_oxygen,2020,7.575,4
DESM_DEBY_19268,VIERETH KWOBERWASSER,MAIN VON EINMUENDUNG DER REGNITZ BIS REGIERUNGSBEZIRKSGRENZE OBERFRANKENUNTERFRANKEN,49.92421,10.78723,Main,upstream,,,,,dissolved_oxygen,2021,7.625,4
DESM_DEBY_19268,VIERETH KWOBERWASSER,MAIN VON EINMUENDUNG DER REGNITZ BIS REGIERUNGSBEZIRKSGRENZE OBERFRANKENUNTERFRANKEN,49.92421,10.78723,Main,upstream,,,,,dissolved_oxygen,2022,7.775,4
DESM_DEBY_19268,VIERETH KWOBERWASSER,MAIN VON EINMUENDUNG DER REGNITZ BIS REGIERUNGSBEZIRKSGRENZE OBERFRANKENUNTERFRANKEN,49.92421,10.78723,Main,upstream,,,,,dissolved_oxygen,2023,7.775,4
DESM_DEBY_20256,ERLABRUNN KWOW,MAIN VON EINMUENDUNG MAINKANAL BIS EINMUENDUNG FRAENKISCHE SAALE,49.85488,9.85468,Main,downstream,Grafenrheinfeld,staggered_treatment,20.5,10-25,dissolved_oxygen,2020,8.15,4
DESM_DEBY_20256,ERLABRUNN KWOW,MAIN VON EINMUENDUNG MAINKANAL BIS EINMUENDUNG FRAENKISCHE SAALE,49.85488,9.85468,Main,downstream,Grafenrheinfeld,staggered_treatment,20.5,10-25,dissolved_oxygen,2021,7.675,4
DESM_DEBY_20256,ERLABRUNN KWOW,MAIN VON EINMUENDUNG MAINKANAL BIS EINMUENDUNG FRAENKISCHE SAALE,49.85488,9.85468,Main,downstream,Grafenrheinfeld,staggered_treatment,20.5,10-25,dissolved_oxygen,2022,11.2,4
DESM_DEBY_20256,ERLABRUNN KWOW,MAIN VON EINMUENDUNG MAINKANAL BIS EINMUENDUNG FRAENKISCHE SAALE,49.85488,9.85468,Main,downstream,Grafenrheinfeld,staggered_treatment,20.5,10-25,dissolved_oxygen,2023,8.15,4
DESM_DEBY_20256,ERLABRUNN KWOW,MAIN VON EINMUENDUNG MAINKANAL BIS EINMUENDUNG FRAENKISCHE SAALE,49.85488,9.85468,Main,downstream,Grafenrheinfeld,staggered_treatment,20.5,10-25,dissolved_oxygen,2024,8.75,4
DESM_DEBY_2346,BOEFINGER HALDE KWUW,DONAU VON EINMUENDUNG ILLER BIS EINMUENDUNG LANDGRABEN BEI OFFINGEN,48.42405,10.02689,Danube,upstream,,,,,dissolved_oxygen,2020,8.48,5
DESM_DEBY_2346,BOEFINGER HALDE KWUW,DONAU VON EINMUENDUNG ILLER BIS EINMUENDUNG LANDGRABEN BEI OFFINGEN,48.42405,10.02689,Danube,upstream,,,,,dissolved_oxygen,2021,8.625,4
DESM_DEBY_2346,BOEFINGER HALDE KWUW,DONAU VON EINMUENDUNG ILLER BIS EINMUENDUNG LANDGRABEN BEI OFFINGEN,48.42405,10.02689,Danube,upstream,,,,,dissolved_oxygen,2022,8.725,4
DESM_DEBY_2346,BOEFINGER HALDE KWUW,DONAU VON EINMUENDUNG ILLER BIS EINMUENDUNG LANDGRABEN BEI OFFINGEN,48.42405,10.02689,Danube,upstream,,,,,dissolved_oxygen,2023,8.525,4
DESM_DEBY_2384,OFFINGEN  OH MUENDUNG,MINDEL VON EINMUENDUNG HUNGERBACH BIS MUENDUNG IN DIE DONAU UND WESTERNACH VON EINMUENDUNG AUERBACH BIS MUENDUNG IN DIE MINDEL,48.49779,10.38994,Danube,upstream,,,,,dissolved_oxygen,2020,8.475,4
DESM_DEBY_2384,OFFINGEN  OH MUENDUNG,MINDEL VON EINMUENDUNG HUNGERBACH BIS MUENDUNG IN DIE DONAU UND WESTERNACH VON EINMUENDUNG AUERBACH BIS MUENDUNG IN DIE MINDEL,48.49779,10.38994,Danube,upstream,,,,,dissolved_oxygen,2021,8.45,4
DESM_DEBY_2384,OFFINGEN  OH MUENDUNG,MINDEL VON EINMUENDUNG HUNGERBACH BIS MUENDUNG IN DIE DONAU UND WESTERNACH VON EINMUENDUNG AUERBACH BIS MUENDUNG IN DIE MINDEL,48.49779,10.38994,Danube,upstream,,,,,dissolved_oxygen,2022,8.65,4
DESM_DEBY_2384,OFFINGEN  OH MUENDUNG,MINDEL VON EINMUENDUNG HUNGERBACH BIS MUENDUNG IN DIE DONAU UND WESTERNACH VON EINMUENDUNG AUERBACH BIS MUENDUNG IN DIE MINDEL,48.49779,10.38994,Danube,upstream,,,,,dissolved_oxygen,2023,7.45,4
DESM_DEBY_3413,KELHEIM PEGEL,DONAU VON STAUBING BIS EINMUENDUNG MAINDONAUKANAL,48.91598,11.86676,Danube,downstream,Gundremmingen B,staggered_treatment,117.1,>50,dissolved_oxygen,2020,8.45,4
DESM_DEBY_3413,KELHEIM PEGEL,DONAU VON STAUBING BIS EINMUENDUNG MAINDONAUKANAL,48.91598,11.86676,Danube,downstream,Gundremmingen B,staggered_treatment,117.1,>50,dissolved_oxygen,2021,8.8,4
DESM_DEBY_3413,KELHEIM PEGEL,DONAU VON STAUBING BIS EINMUENDUNG MAINDONAUKANAL,48.91598,11.86676,Danube,downstream,Gundremmingen B,staggered_treatment,117.1,>50,dissolved_oxygen,2022,8.775,4
DESM_DEBY_3413,KELHEIM PEGEL,DONAU VON STAUBING BIS EINMUENDUNG MAINDONAUKANAL,48.91598,11.86676,Danube,downstream,Gundremmingen B,staggered_treatment,117.1,>50,dissolved_oxygen,2023,8.5,4
