# Water quality, monthly mean per site, from the Waterbase v2025_1 disaggregated data.
# German sites on a study river within 50 km of a study reactor.
# Built by waterbase_disaggregated.py.
site_id,site_name,water_body_name,latitude,longitude,study_river,position,nearest_upstream_plant,nearest_upstream_group,along_river_km,distance_band,determinand,year,month,mean_value,n_samples
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2016,9,11.1,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2016,12,12.3,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2017,3,11.1,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2017,6,11.2,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2017,9,11.0,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2017,12,10.9,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2018,3,10.8,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2018,9,11.3,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2018,11,11.1,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2018,12,10.2,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2019,3,10.9,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2019,8,11.5,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2020,3,11.1,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2020,9,11.2,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2021,3,11.2,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2021,9,11.2,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2022,4,11.2,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2022,9,11.8,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2023,3,11.3,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2023,10,11.3,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2024,3,11.4,1
DEGM_DEBW_44-602-0,BBR IV WV STADTWERKE WERTHEIM GMBH DERTINGEN,NAME,49.76907,9.59709,Main,downstream,Grafenrheinfeld,staggered_treatment,37.0,25-50,water_temperature,2024,9,11.6,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2008,5,9.8,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2009,5,9.8,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2010,5,9.9,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2010,6,9.7,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2012,5,9.8,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2013,7,9.8,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2014,7,10.3,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2014,10,11.0,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2015,6,9.9,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2016,7,10.2,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2017,5,10.0,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2018,7,10.6,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2019,7,10.5,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2020,7,10.9,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2021,5,10.3,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2022,7,10.9,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2023,2,11.1,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2023,11,12.0,1
DEGM_DEBY_1131603000044,KEIN NAME,NAME,49.93403,10.77128,Main,upstream,,,,,water_temperature,2024,7,11.4,1
DEGM_DEBY_1131713600015,KEIN NAME,NAME,48.85906,11.8038,Danube,downstream,Gundremmingen B,staggered_treatment,110.3,>50,water_temperature,2008,5,11.1,1
DEGM_DEBY_1131713600015,KEIN NAME,NAME,48.85906,11.8038,Danube,downstream,Gundremmingen B,staggered_treatment,110.3,>50,water_temperature,2009,5,11.2,1
DEGM_DEBY_1131713600015,KEIN NAME,NAME,48.85906,11.8038,Danube,downstream,Gundremmingen B,staggered_treatment,110.3,>50,water_temperature,2010,5,9.9,1
DEGM_DEBY_1131713600015,KEIN NAME,NAME,48.85906,11.8038,Danube,downstream,Gundremmingen B,staggered_treatment,110.3,>50,water_temperature,2012,5,11.1,1
DEGM_DEBY_1131713600015,KEIN NAME,NAME,48.85906,11.8038,Danube,downstream,Gundremmingen B,staggered_treatment,110.3,>50,water_temperature,2013,6,11.2,1
DEGM_DEBY_1131713600015,KEIN NAME,NAME,48.85906,11.8038,Danube,downstream,Gundremmingen B,staggered_treatment,110.3,>50,water_temperature,2014,6,10.5,1
DEGM_DEBY_1131713600015,KEIN NAME,NAME,48.85906,11.8038,Danube,downstream,Gundremmingen B,staggered_treatment,110.3,>50,water_temperature,2015,5,11.2,1
DEGM_DEBY_1131713600015,KEIN NAME,NAME,48.85906,11.8038,Danube,downstream,Gundremmingen B,staggered_treatment,110.3,>50,water_temperature,2016,4,11.1,1
DEGM_DEBY_1131713600015,KEIN NAME,NAME,48.85906,11.8038,Danube,downstream,Gundremmingen B,staggered_treatment,110.3,>50,water_temperature,2017,5,11.3,1
DEGM_DEBY_1131713600015,KEIN NAME,NAME,48.85906,11.8038,Danube,downstream,Gundremmingen B,staggered_treatment,110.3,>50,water_temperature,2018,5,10.9,1
DEGM_DEBY_1131713600015,KEIN NAME,NAME,48.85906,11.8038,Danube,downstream,Gundremmingen B,staggered_treatment,110.3,>50,water_temperature,2019,5,10.7,1
DEGM_DEBY_1131713600015,KEIN NAME,NAME,48.85906,11.8038,Danube,downstream,Gundremmingen B,staggered_treatment,110.3,>50,water_temperature,2020,5,10.5,1
DEGM_DEBY_1131713600015,KEIN NAME,NAME,48.85906,11.8038,Danube,downstream,Gundremmingen B,staggered_treatment,110.3,>50,water_temperature,2021,7,11.2,1
DEGM_DEBY_1131713600015,KEIN NAME,NAME,48.85906,11.8038,Danube,downstream,Gundremmingen B,staggered_treatment,110.3,>50,water_temperature,2022,8,11.0,1
DEGM_DEBY_1131713600015,KEIN NAME,NAME,48.85906,11.8038,Danube,downstream,Gundremmingen B,staggered_treatment,110.3,>50,water_temperature,2023,6,10.8,1
DEGM_DEBY_1131713600015,KEIN NAME,NAME,48.85906,11.8038,Danube,downstream,Gundremmingen B,staggered_treatment,110.3,>50,water_temperature,2024,7,10.8,1
DEGM_DEBY_1131743900164,KEIN NAME,NAME,48.59118,12.26353,Isar,upstream,,,,,water_temperature,2022,4,9.0,1
DEGM_DEBY_1131743900164,KEIN NAME,NAME,48.59118,12.26353,Isar,upstream,,,,,water_temperature,2022,10,13.6,1
DEGM_DEBY_4110592700159,KEIN NAME,NAME,50.03437,10.26596,Main,upstream,,,,,water_temperature,2012,6,12.0,1
DEGM_DEBY_4110592700159,KEIN NAME,NAME,50.03437,10.26596,Main,upstream,,,,,water_temperature,2013,6,11.7,1
DEGM_DEBY_4110592700159,KEIN NAME,NAME,50.03437,10.26596,Main,upstream,,,,,water_temperature,2014,5,12.0,1
DEGM_DEBY_4110592700159,KEIN NAME,NAME,50.03437,10.26596,Main,upstream,,,,,water_temperature,2015,6,11.2,1
DEGM_DEBY_4110592700159,KEIN NAME,NAME,50.03437,10.26596,Main,upstream,,,,,water_temperature,2016,4,12.1,1
DEGM_DEBY_4110592700159,KEIN NAME,NAME,50.03437,10.26596,Main,upstream,,,,,water_temperature,2017,5,11.5,1
DEGM_DEBY_4110592700159,KEIN NAME,NAME,50.03437,10.26596,Main,upstream,,,,,water_temperature,2017,10,11.6,1
DEGM_DEBY_4110592700159,KEIN NAME,NAME,50.03437,10.26596,Main,upstream,,,,,water_temperature,2018,4,11.5,1
DEGM_DEBY_4110592700159,KEIN NAME,NAME,50.03437,10.26596,Main,upstream,,,,,water_temperature,2019,5,11.2,1
DEGM_DEBY_4110592700159,KEIN NAME,NAME,50.03437,10.26596,Main,upstream,,,,,water_temperature,2020,4,12.3,1
DEGM_DEBY_4110592700159,KEIN NAME,NAME,50.03437,10.26596,Main,upstream,,,,,water_temperature,2021,4,11.0,1
DEGM_DEBY_4110592700159,KEIN NAME,NAME,50.03437,10.26596,Main,upstream,,,,,water_temperature,2022,5,11.7,1
DEGM_DEBY_4110592700159,KEIN NAME,NAME,50.03437,10.26596,Main,upstream,,,,,water_temperature,2022,10,11.8,1
DEGM_DEBY_4110592700159,KEIN NAME,NAME,50.03437,10.26596,Main,upstream,,,,,water_temperature,2023,2,11.7,1
DEGM_DEBY_4110592700159,KEIN NAME,NAME,50.03437,10.26596,Main,upstream,,,,,water_temperature,2023,6,11.9,1
DEGM_DEBY_4110592700159,KEIN NAME,NAME,50.03437,10.26596,Main,upstream,,,,,water_temperature,2023,8,12.0,1
DEGM_DEBY_4110592700159,KEIN NAME,NAME,50.03437,10.26596,Main,upstream,,,,,water_temperature,2023,10,11.9,1
DEGM_DEBY_4110592700159,KEIN NAME,NAME,50.03437,10.26596,Main,upstream,,,,,water_temperature,2024,8,12.0,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2012,7,12.3,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2012,11,12.1,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2013,6,12.5,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2013,11,12.0,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2014,6,12.7,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2014,10,12.3,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2015,8,12.6,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2015,10,12.2,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2016,5,12.2,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2016,10,12.0,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2017,5,12.4,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2017,11,12.0,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2018,5,12.3,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2018,10,12.6,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2019,6,12.8,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2019,10,13.6,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2020,5,12.3,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2020,9,12.4,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2021,5,13.2,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2021,9,12.4,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2022,6,12.5,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2022,9,12.4,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2023,6,12.7,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2023,9,12.7,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2023,11,12.3,1
DEGM_DEBY_4110622600018,KEIN NAME,NAME,49.72086,10.1391,Main,upstream,,,,,water_temperature,2024,4,12.0,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2008,6,13.3,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2009,5,12.9,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2010,6,12.9,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2012,7,13.1,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2012,11,12.3,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2013,7,13.4,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2013,11,12.1,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2014,6,12.7,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2014,10,12.4,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2015,5,12.8,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2016,6,12.7,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2016,10,12.4,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2017,5,12.7,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2017,11,12.8,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2018,7,13.3,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2018,11,12.3,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2019,6,13.1,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2019,10,12.6,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2020,5,13.0,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2020,9,12.6,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2021,5,11.3,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2021,10,12.0,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2022,5,12.8,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2023,4,12.6,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2023,6,13.0,1
DEGM_DEBY_4110632600034,KEIN NAME,NAME,49.66372,10.10771,Main,upstream,,,,,water_temperature,2024,4,12.6,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2008,6,10.1,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2009,6,10.3,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2010,5,9.6,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2012,6,9.8,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2013,6,10.0,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2014,6,10.6,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2015,7,11.3,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2016,5,10.7,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2017,6,10.8,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2018,6,11.2,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2019,8,12.4,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2020,5,10.7,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2021,8,11.9,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2022,7,12.1,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2022,11,12.0,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2023,3,10.4,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2023,5,11.2,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2023,6,12.1,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2024,7,12.5,1
DEGM_DEBY_4110704000002,KEIN NAME,NAME,48.99143,12.3716,Danube,downstream,Gundremmingen B,staggered_treatment,154.7,>50,water_temperature,2024,10,12.6,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2008,5,12.0,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2009,5,13.3,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2010,3,10.1,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2012,5,11.7,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2013,7,13.0,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2014,7,11.2,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2015,6,12.7,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2016,6,11.3,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2017,7,11.8,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2018,5,10.9,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2019,6,12.4,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2020,6,11.7,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2021,6,12.5,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2022,4,10.0,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2023,3,10.2,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2023,4,13.7,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2023,6,10.2,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2023,7,10.2,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2023,9,12.2,1
DEGM_DEBY_4110763600001,KEIN NAME,NAME,48.38401,11.72061,Isar,upstream,,,,,water_temperature,2024,7,12.1,1
DEGM_DEBY_4120602400057,KEIN NAME,NAME,49.9833,9.72298,Main,downstream,Grafenrheinfeld,staggered_treatment,32.2,25-50,water_temperature,2008,6,11.2,1
DEGM_DEBY_4120602400057,KEIN NAME,NAME,49.9833,9.72298,Main,downstream,Grafenrheinfeld,staggered_treatment,32.2,25-50,water_temperature,2009,6,11.3,1
DEGM_DEBY_4120602400057,KEIN NAME,NAME,49.9833,9.72298,Main,downstream,Grafenrheinfeld,staggered_treatment,32.2,25-50,water_temperature,2010,4,9.9,1
DEGM_DEBY_4120602400057,KEIN NAME,NAME,49.9833,9.72298,Main,downstream,Grafenrheinfeld,staggered_treatment,32.2,25-50,water_temperature,2012,6,10.6,1
DEGM_DEBY_4120602400057,KEIN NAME,NAME,49.9833,9.72298,Main,downstream,Grafenrheinfeld,staggered_treatment,32.2,25-50,water_temperature,2012,11,9.6,1
DEGM_DEBY_4120602400057,KEIN NAME,NAME,49.9833,9.72298,Main,downstream,Grafenrheinfeld,staggered_treatment,32.2,25-50,water_temperature,2013,7,10.6,1
DEGM_DEBY_4120602400057,KEIN NAME,NAME,49.9833,9.72298,Main,downstream,Grafenrheinfeld,staggered_treatment,32.2,25-50,water_temperature,2015,6,11.9,1
DEGM_DEBY_4120602400057,KEIN NAME,NAME,49.9833,9.72298,Main,downstream,Grafenrheinfeld,staggered_treatment,32.2,25-50,water_temperature,2016,6,11.5,1
DEGM_DEBY_4120602400057,KEIN NAME,NAME,49.9833,9.72298,Main,downstream,Grafenrheinfeld,staggered_treatment,32.2,25-50,water_temperature,2017,5,10.9,1
