# Water quality, monthly mean per site, from the Waterbase v2025_1 disaggregated data.
# German sites on a study river within 50 km of a study reactor.
# Built by waterbase_disaggregated.py.
site_id,site_name,water_body_name,latitude,longitude,study_river,position,nearest_upstream_plant,nearest_upstream_group,along_river_km,distance_band,determinand,year,month,mean_value,n_samples
DEGM_DERP_2397188100,2135 DIENHEIM,NAME,49.8263,8.36563,Rhine,downstream,Biblis A,treatment,12.9,10-25,dissolved_oxygen,2008,9,1.3,1
DEGM_DERP_2397188100,2135 DIENHEIM,NAME,49.8263,8.36563,Rhine,downstream,Biblis A,treatment,12.9,10-25,dissolved_oxygen,2009,8,10.1,1
DEGM_DERP_2397188100,2135 DIENHEIM,NAME,49.8263,8.36563,Rhine,downstream,Biblis A,treatment,12.9,10-25,dissolved_oxygen,2010,6,0.21,1
DEGM_DERP_2397188100,2135 DIENHEIM,NAME,49.8263,8.36563,Rhine,downstream,Biblis A,treatment,12.9,10-25,dissolved_oxygen,2010,11,0.68,1
DEGM_DERP_2397188100,2135 DIENHEIM,NAME,49.8263,8.36563,Rhine,downstream,Biblis A,treatment,12.9,10-25,dissolved_oxygen,2011,2,0.56,1
DEGM_DERP_2397188100,2135 DIENHEIM,NAME,49.8263,8.36563,Rhine,downstream,Biblis A,treatment,12.9,10-25,dissolved_oxygen,2011,8,0.08,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2012,10,7.1,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2013,1,5.01,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2013,9,4.5,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2014,4,9.4,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2015,5,8.44,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2015,10,8.96,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2016,4,9.4,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2017,11,8.8,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2018,12,8.8,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2019,11,8.86,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2020,10,9.23,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2021,2,7.97,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2021,10,8.4,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2022,4,8.55,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2023,7,9.08,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2024,7,8.6,1
DEGM_HE_10379,TBR II OESTRICH HATTENHEIM,NAME,50.01183,8.04419,Rhine,downstream,Biblis A,treatment,33.4,25-50,dissolved_oxygen,2024,10,8.63,1
DEGM_HE_10471,BIEBRICH,NAME,50.03451,8.24336,Rhine,downstream,Biblis A,treatment,35.9,25-50,dissolved_oxygen,2013,4,0.04,1
DEGM_HE_10471,BIEBRICH,NAME,50.03451,8.24336,Rhine,downstream,Biblis A,treatment,35.9,25-50,dissolved_oxygen,2014,10,0.05,1
DEGM_HE_10471,BIEBRICH,NAME,50.03451,8.24336,Rhine,downstream,Biblis A,treatment,35.9,25-50,dissolved_oxygen,2015,5,0.11,1
DEGM_HE_10471,BIEBRICH,NAME,50.03451,8.24336,Rhine,downstream,Biblis A,treatment,35.9,25-50,dissolved_oxygen,2018,10,0.5,1
DEGM_HE_10471,BIEBRICH,NAME,50.03451,8.24336,Rhine,downstream,Biblis A,treatment,35.9,25-50,dissolved_oxygen,2019,11,0.1,1
DEGM_HE_10471,BIEBRICH,NAME,50.03451,8.24336,Rhine,downstream,Biblis A,treatment,35.9,25-50,dissolved_oxygen,2020,11,0.2,1
DEGM_HE_10471,BIEBRICH,NAME,50.03451,8.24336,Rhine,downstream,Biblis A,treatment,35.9,25-50,dissolved_oxygen,2021,12,0.05,1
DEGM_HE_10471,BIEBRICH,NAME,50.03451,8.24336,Rhine,downstream,Biblis A,treatment,35.9,25-50,dissolved_oxygen,2023,8,0.33,1
DEGM_HE_10471,BIEBRICH,NAME,50.03451,8.24336,Rhine,downstream,Biblis A,treatment,35.9,25-50,dissolved_oxygen,2024,9,0.1,1
DEGM_HE_10471,BIEBRICH,NAME,50.03451,8.24336,Rhine,downstream,Biblis A,treatment,35.9,25-50,dissolved_oxygen,2024,10,0.17,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2012,8,3.0,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2013,10,4.1,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2014,11,1.47,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2016,7,5.15,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2018,7,3.9,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2019,8,5.2,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2020,3,2.3,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2021,8,3.43,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2021,10,4.7,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2022,1,3.02,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2022,7,3.81,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2023,3,2.3,1
DEGM_HE_13496,13496NORDHEIM,NAME,49.67151,8.38801,Rhine,downstream,Philippsburg 1,partial,46.3,25-50,dissolved_oxygen,2024,3,4.52,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2020,1,12.3,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2020,2,11.8,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2020,3,11.6,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2020,4,12.0,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2020,5,7.9,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2020,6,6.3,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2020,7,6.3,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2020,8,7.45,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2020,9,6.4,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2020,10,7.6,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2020,11,9.47,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2020,12,11.3,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2021,1,12.4,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2021,2,13.3,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2021,3,12.25,2
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2021,5,8.15,2
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2021,6,3.7,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2021,8,7.0,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2021,9,10.0,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2021,10,9.7,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2021,11,10.0,1
DEHH_SM_91496,FLUSS,ELBEHAFEN,53.54029,9.87972,Elbe,upstream,,,,,dissolved_oxygen,2021,12,12.3,1
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2020,1,13.133,3
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2020,2,11.85,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2020,3,12.2,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2020,4,10.85,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2020,5,11.55,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2020,6,8.6,3
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2020,7,7.65,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2020,8,7.0,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2020,9,8.7,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2020,10,10.1,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2020,11,9.0,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2020,12,12.9,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2021,1,13.55,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2021,2,12.6,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2021,3,13.35,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2021,4,11.9,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2021,5,10.3,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2021,6,9.0,3
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2021,7,8.75,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2021,8,8.8,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2021,9,9.1,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2021,10,9.85,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2021,11,11.367,3
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2021,12,12.5,1
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2022,1,12.9,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2022,2,12.7,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2022,3,14.0,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2022,4,11.75,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2022,5,10.7,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2022,6,8.1,3
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2022,7,8.4,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2022,8,8.1,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2022,9,8.95,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2022,10,9.75,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2022,11,10.833,3
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2022,12,12.8,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2023,1,12.667,3
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2023,2,14.6,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2023,3,11.75,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2023,4,11.0,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2023,5,9.8,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2023,6,8.3,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2023,7,8.033,3
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2023,8,8.5,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2023,9,9.05,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2023,10,10.45,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2023,11,10.8,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2023,12,12.9,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2024,1,12.633,3
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2024,2,11.8,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2024,3,12.35,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2024,4,10.7,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2024,5,9.45,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2024,6,9.6,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2024,7,8.6,3
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2024,8,7.8,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2024,9,8.75,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2024,10,9.95,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2024,11,10.55,2
DESM_BWU27,KOCHENDORF,KOCHER UNTERH OHRN,49.22325,9.20766,Neckar,downstream,Neckarwestheim 1,partial,12.0,10-25,dissolved_oxygen,2024,12,12.5,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2020,1,12.15,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2020,2,12.3,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2020,3,12.2,1
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2020,4,11.85,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2020,5,10.85,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2020,6,8.35,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2020,7,8.3,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2020,8,9.55,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2020,9,9.4,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2020,10,9.9,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2020,11,10.05,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2020,12,12.1,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2021,1,12.85,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2021,2,9.65,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2021,3,12.05,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2021,4,11.55,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2021,5,10.2,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2021,6,8.6,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2021,7,8.933,3
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2021,8,8.65,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2021,9,9.15,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2021,10,9.65,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2021,11,10.1,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2021,12,11.65,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2022,1,11.8,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2022,2,12.15,2
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2022,3,11.667,3
DESM_BWU29,JAGSTFELD,JAGST AB SECKACH,49.24548,9.19336,Neckar,downstream,Neckarwestheim 1,partial,14.4,10-25,dissolved_oxygen,2022,4,11.7,2
