case,label,role,river,block,outcome,unit,upstream,downstream,spec,note,cut,n,n_pre,n_post,first_day,last_day,up_pre,up_post,down_pre,down_post,gap_pre,gap_post,up_change,down_change,did_raw,did,se,t,p,ci_lo,ci_hi,r2
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,temperature,°C,Besigheim,Mannheim (Neckar),donut_transition,Übergangsmonate 14.03.–05.08.2011 entfernt,2011-08-06,3401,1607,1794,2006-08-06,2016-08-05,12.41661481020535,13.164381270903009,13.147604231487243,13.47123745819398,0.7309894212818917,0.3068561872909699,0.7477664606976582,0.3236332267067379,-0.4241332339909218,-0.4235087163355606,0.07417015648960602,-5.709961207846579,1.1300192733350063e-08,-0.5688795517828882,-0.278137880888233,0.2503456879148074
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,temperature,°C,Besigheim,Mannheim (Neckar),donut_1y,±1 Jahr um den Schnitt entfernt,2011-08-06,2816,1387,1429,2006-08-06,2016-08-05,12.848954578226389,13.100489853044087,13.632011535688536,13.439748075577327,0.7830569574621484,0.33925822253324,0.251535274817698,-0.19226346011120832,-0.4437987349289084,-0.43065075733634617,0.08206003359185586,-5.24799635689019,1.5376233769776242e-07,-0.5914854677465307,-0.2698160469261617,0.25197517911944767
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,temperature,°C,Besigheim,Mannheim (Neckar),placebo_cut_2008,"Nur Vorperiode, Scheinschnitt 06.08.2008",2008-08-06,1607,658,949,2006-08-06,2011-03-13,13.586018237082067,11.605795574288724,14.667781155015197,12.093572181243413,1.0817629179331307,0.4877766069546892,-1.9802226627933432,-2.5742089737717837,-0.5939863109784416,-0.5604132714582981,0.11477673621627797,-4.882638154149035,1.0467585110196817e-06,-0.785371540705257,-0.33545500221133917,0.2924467098476303
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,temperature,°C,Besigheim,Mannheim (Neckar),summer,"nur Juni–September (Niedrigwasser, größte thermische Last)",2011-08-06,1209,605,604,2006-08-06,2016-08-05,19.098677685950413,20.07251655629139,20.11801652892562,20.67549668874172,1.0193388429752066,0.6029801324503311,0.9738388703409768,0.5574801598161017,-0.4163587105248755,-0.4164248634130761,0.13681754642787008,-3.043651010308202,0.0023372610401928037,-0.6845823268648382,-0.148267399961314,0.07481456804033859
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,temperature,°C,Besigheim,Mannheim (Neckar),winter,nur Oktober–Mai,2011-08-06,2337,1147,1190,2006-10-01,2016-05-30,9.513687881429817,9.658067226890756,10.039232781168264,9.814621848739497,0.5255448997384481,0.1565546218487395,0.14437934546093878,-0.22461093242876728,-0.3689902778897086,-0.3595302755779183,0.08430249118223872,-4.264764546527019,2.001131161246769e-05,-0.5247601221021116,-0.1943004290537249,0.19337215965228205
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,oxygen,mg/l,Besigheim,Mannheim (Neckar),baseline,"Schnitt 06.08.2011, Monats-FE, HAC(30)",2011-08-06,3389,1700,1689,2006-08-06,2016-08-05,9.482352941176469,9.732978093546476,10.309764705882353,10.620840734162226,0.8274117647058823,0.887862640615749,0.2506251523700076,0.3110760282798726,0.06045087590986675,0.06064035532903226,0.1989308682062976,0.3048313008222851,0.7604946407655089,-0.32925698176859514,0.4505376924266597,0.020814842505381126
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,oxygen,mg/l,Besigheim,Mannheim (Neckar),no_month_fe,ohne Monats-FE = klassisches 2×2 auf den gepaarten Tagen,2011-08-06,3389,1700,1689,2006-08-06,2016-08-05,9.482352941176469,9.732978093546476,10.309764705882353,10.620840734162226,0.8274117647058823,0.887862640615749,0.2506251523700076,0.3110760282798726,0.06045087590986675,0.060450875909868786,0.20288612889201493,0.2979547011912453,0.7657377373529126,-0.33719862968123177,0.4581003815009694,0.0004131930377599957
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,oxygen,mg/l,Besigheim,Mannheim (Neckar),cut_moratorium,"Schnitt 14.03.2011 (Moratorium, Netzabgang)",2011-03-14,3389,1555,1834,2006-08-06,2016-08-05,9.355691318327974,9.820556161395857,10.260643086816719,10.637895310796075,0.9049517684887458,0.8173391494002182,0.46486484306788256,0.3772522239793563,-0.08761261908852758,-0.08779536909414559,0.17737630431700105,-0.49496672868570213,0.6206236064027284,-0.4354465372662842,0.259855799077993,0.02125468896116911
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,oxygen,mg/l,Besigheim,Mannheim (Neckar),donut_transition,Übergangsmonate 14.03.–05.08.2011 entfernt,2011-08-06,3244,1555,1689,2006-08-06,2016-08-05,9.355691318327974,9.732978093546476,10.260643086816719,10.620840734162226,0.9049517684887458,0.887862640615749,0.3772867752185025,0.3601976473455064,-0.017089127872996768,-0.022751665810338273,0.15121025299699323,-0.15046377715399156,0.8803987269967816,-0.3191183157776348,0.27361498415695823,0.04240486688130618
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,oxygen,mg/l,Besigheim,Mannheim (Neckar),donut_1y,±1 Jahr um den Schnitt entfernt,2011-08-06,2677,1349,1328,2006-08-06,2016-08-05,9.218606375092662,9.99789156626506,10.14277242401779,10.608659638554217,0.9241660489251298,0.6107680722891566,0.7792851911723986,0.46588721453642634,-0.31339797663597313,-0.31157699789023147,0.14581037978876374,-2.1368643188613508,0.03260902887858209,-0.5973600908483154,-0.025793904932147504,0.04878800029540564
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,oxygen,mg/l,Besigheim,Mannheim (Neckar),placebo_cut_2008,"Nur Vorperiode, Scheinschnitt 06.08.2008",2008-08-06,1555,631,924,2006-08-06,2011-03-13,9.02107765451664,9.584199134199133,9.878446909667195,10.521645021645021,0.8573692551505546,0.9374458874458875,0.5631214796824935,0.6431981119778261,0.0800766322953329,0.10478539781300647,0.11975768816698758,0.8749784620666352,0.3815856248203007,-0.12993535786606777,0.3395061534920807,0.22216942796284767
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,oxygen,mg/l,Besigheim,Mannheim (Neckar),summer,"nur Juni–September (Niedrigwasser, größte thermische Last)",2011-08-06,1161,584,577,2006-08-06,2016-08-05,6.8571917808219185,8.02582322357019,8.324657534246574,8.584922010398614,1.4674657534246576,0.559098786828423,1.1686314427482722,0.26026447615203985,-0.9083669665962346,-0.9043707022526988,0.27819701164180527,-3.250828241883232,0.0011506935196017656,-1.4496268256773073,-0.3591145788280903,0.10282871359054091
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,oxygen,mg/l,Besigheim,Mannheim (Neckar),winter,nur Oktober–Mai,2011-08-06,2228,1116,1112,2006-10-01,2016-05-30,10.85609318996416,10.618794964028776,11.348566308243727,11.67724820143885,0.4924731182795699,1.058453237410072,-0.2372982259353833,0.32868189319512275,0.5659801191305021,0.5634074252214031,0.2426888442012435,2.3215217290919723,0.020258702749661184,0.08774603113731344,1.0390688193054927,0.05273066750206945
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,o2_saturation,%,Besigheim,Mannheim (Neckar),baseline,"Schnitt 06.08.2011, Monats-FE, HAC(30)",2011-08-06,3378,1700,1678,2006-08-06,2016-08-05,87.39416239614297,91.3858020617016,97.05060537061787,100.47457705550691,9.6564429744749,9.088774993805336,3.9916396655586226,3.4239716848890396,-0.5676679806695635,-0.5824818483098838,2.0676679056802993,-0.2817095756575266,0.7781662114397336,-4.635036475432632,3.4700727788128645,0.04041808604167596
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,o2_saturation,%,Besigheim,Mannheim (Neckar),no_month_fe,ohne Monats-FE = klassisches 2×2 auf den gepaarten Tagen,2011-08-06,3378,1700,1678,2006-08-06,2016-08-05,87.39416239614297,91.3858020617016,97.05060537061787,100.47457705550691,9.6564429744749,9.088774993805336,3.9916396655586226,3.4239716848890396,-0.5676679806695635,-0.5676679806696161,2.1473113170337457,-0.2643622171440803,0.7915008225049944,-4.776320825651028,3.640984864311796,0.00032828590351230424
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,o2_saturation,%,Besigheim,Mannheim (Neckar),cut_moratorium,"Schnitt 14.03.2011 (Moratorium, Netzabgang)",2011-03-14,3378,1555,1823,2006-08-06,2016-08-05,85.15313682361739,92.97988160847686,95.60537510039485,101.43500337250521,10.45223827677747,8.455121764028368,7.826744784859471,5.829628272110355,-1.997116512749102,-2.1244950283282287,1.8255396051779138,-1.1637627703624536,0.24452016348778893,-5.70248690682841,1.4534968501719523,0.04458559178882837
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,o2_saturation,%,Besigheim,Mannheim (Neckar),donut_transition,Übergangsmonate 14.03.–05.08.2011 entfernt,2011-08-06,3233,1555,1678,2006-08-06,2016-08-05,85.15313682361739,91.3858020617016,95.60537510039485,100.47457705550691,10.45223827677747,9.088774993805336,6.232665238084209,4.869201955112061,-1.363463282972134,-1.4975263253716058,1.546067031376663,-0.968603750665432,0.3327429312975875,-4.527762024554622,1.5327093738114113,0.07050678737488059
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,o2_saturation,%,Besigheim,Mannheim (Neckar),donut_1y,±1 Jahr um den Schnitt entfernt,2011-08-06,2666,1349,1317,2006-08-06,2016-08-05,84.58031183861145,94.14267711943232,95.37605522445632,100.56775156898314,10.795743385844862,6.425074449550849,9.56236528082087,5.191696344526818,-4.370668936294012,-4.397504122713671,1.5394761657893723,-2.8564937999276094,0.004283483701731735,-7.414821962718654,-1.3801862827086877,0.08415799085216591
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,o2_saturation,%,Besigheim,Mannheim (Neckar),placebo_cut_2008,"Nur Vorperiode, Scheinschnitt 06.08.2008",2008-08-06,1555,631,924,2006-08-06,2011-03-13,84.44695989893478,85.63538535118744,95.11289707950787,95.94168855405253,10.665937180573083,10.306303202865095,1.188425452252659,0.8287914745446585,-0.359633977707988,-0.016616090327820764,1.229080780127753,-0.01351911981415384,0.9892136315902911,-2.42557015346861,2.3923379728129683,0.3039074490474164
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,o2_saturation,%,Besigheim,Mannheim (Neckar),summer,"nur Juni–September (Niedrigwasser, größte thermische Last)",2011-08-06,1161,584,577,2006-08-06,2016-08-05,73.6412104404786,88.36710562706685,91.54208852819512,95.65944624421797,17.900878087716535,7.292340617151128,14.725895186588247,4.117357716022852,-10.608537470565407,-10.585101331368966,3.0580660257156076,-3.4613710895571597,0.0005374314384784514,-16.578800604117095,-4.591402058620837,0.1112957980381647
B2,Neckarwestheim 1 — Besigheim → Mannheim (Fernfeld),treatment_far,Neckar,Neckarwestheim 1,o2_saturation,%,Besigheim,Mannheim (Neckar),winter,nur Oktober–Mai,2011-08-06,2217,1116,1101,2006-10-01,2016-05-30,94.59104764892791,92.96780736849928,99.93319841360612,102.99803798022421,5.3421507646782,10.030230611724932,-1.6232402804286323,3.0648395666180903,4.6880798470467315,4.653440268542955,2.4708707000759538,1.8833200249612048,0.05965701123543497,-0.18937731406118452,9.496257851147094,0.04701495756602847
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,temperature,°C,Karlsruhe (Rhein),Mannheim (Neckar),baseline,"Schnitt 06.08.2011, Monats-FE, HAC(30)",2011-08-06,3496,1738,1758,2006-08-06,2016-08-05,13.687571921749138,13.807053469852104,13.522209436133487,13.536689419795222,-0.16536248561565023,-0.2703640500568828,0.11948154810296607,0.014479983661734863,-0.10500156444123257,-0.08249645761920432,0.11205056100427017,-0.736243146663589,0.4615827386753547,-0.3021115216350821,0.13711860639667345,0.46720482277313635
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,temperature,°C,Karlsruhe (Rhein),Mannheim (Neckar),no_month_fe,ohne Monats-FE = klassisches 2×2 auf den gepaarten Tagen,2011-08-06,3496,1738,1758,2006-08-06,2016-08-05,13.687571921749138,13.807053469852104,13.522209436133487,13.536689419795222,-0.16536248561565023,-0.2703640500568828,0.11948154810296607,0.014479983661734863,-0.10500156444123257,-0.10500156444123232,0.17982172099840993,-0.5839203621133222,0.5592738930020453,-0.45744566123612573,0.2474425323536611,0.0022531413609564455
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,temperature,°C,Karlsruhe (Rhein),Mannheim (Neckar),cut_moratorium,"Schnitt 14.03.2011 (Moratorium, Netzabgang)",2011-03-14,3496,1593,1903,2006-08-06,2016-08-05,13.305963590709352,14.11739358906989,13.147143753923416,13.849553336836575,-0.15881983678593853,-0.2678402522333158,0.8114299983605378,0.7024095829131589,-0.10902041544737728,-0.21936221093007274,0.11011035297285054,-1.992203321554695,0.046348753954769076,-0.4351745370818527,-0.0035498847782927945,0.47548335817951526
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,temperature,°C,Karlsruhe (Rhein),Mannheim (Neckar),donut_transition,Übergangsmonate 14.03.–05.08.2011 entfernt,2011-08-06,3351,1593,1758,2006-08-06,2016-08-05,13.305963590709352,13.807053469852104,13.147143753923416,13.536689419795222,-0.15881983678593853,-0.2703640500568828,0.5010898791427518,0.3895456658718057,-0.11154421327094427,-0.16365421796691512,0.11045163522820146,-1.4816821645853688,0.13842488494581712,-0.38013544504774543,0.05282700911391522,0.50525825484933
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,temperature,°C,Karlsruhe (Rhein),Mannheim (Neckar),donut_1y,±1 Jahr um den Schnitt entfernt,2011-08-06,2768,1375,1393,2006-08-06,2016-08-05,13.68341818181818,13.876956209619525,13.627272727272727,13.521536252692032,-0.05614545454545458,-0.3554199569274946,0.19353802780134544,-0.10573647458069502,-0.29927450238204,-0.2702644699792428,0.11451484164291544,-2.3600824670569063,0.018270872919879166,-0.49470943529466466,-0.045819504663820954,0.49554697698308703
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,temperature,°C,Karlsruhe (Rhein),Mannheim (Neckar),placebo_cut_2008,"Nur Vorperiode, Scheinschnitt 06.08.2008",2008-08-06,1593,654,939,2006-08-06,2011-03-13,14.285321100917432,12.623855165069221,14.674617737003059,12.08328008519702,0.38929663608562687,-0.5405750798722045,-1.6614659358482111,-2.5913376518060396,-0.9298717159578314,-0.8244188071918183,0.1278835052156265,-6.446639117388533,1.1435764750324303e-10,-1.0750658716311863,-0.5737717427524502,0.5350364958394964
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,temperature,°C,Karlsruhe (Rhein),Mannheim (Neckar),summer,"nur Juni–September (Niedrigwasser, größte thermische Last)",2011-08-06,1196,602,594,2006-08-06,2016-08-05,19.98488372093023,20.62037037037037,20.127408637873756,20.684343434343436,0.1425249169435216,0.06397306397306399,0.6354866494401392,0.5569347964696796,-0.07855185297045761,-0.05828516374550578,0.19044176323549095,-0.3060524265018131,0.7595647290747811,-0.4315441608393722,0.3149738333483606,0.26176880982954875
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,temperature,°C,Karlsruhe (Rhein),Mannheim (Neckar),winter,nur Oktober–Mai,2011-08-06,2300,1136,1164,2006-10-01,2016-05-30,10.350440140845071,10.330154639175257,10.021919014084506,9.889175257731958,-0.3285211267605634,-0.44097938144329896,-0.020285501669814465,-0.1327437563525482,-0.11245825468273557,-0.09511204165491749,0.13277755639958785,-0.7163261942303129,0.4737899561892783,-0.35535127015334544,0.16512718684351047,0.5185954220415636
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,oxygen,mg/l,Karlsruhe (Rhein),Mannheim (Neckar),baseline,"Schnitt 06.08.2011, Monats-FE, HAC(30)",2011-08-06,3392,1721,1671,2006-08-06,2016-08-05,10.07356188262638,10.140155595451827,10.309006391632773,10.55374027528426,0.2354445090063916,0.41358467983243563,0.0665937128254459,0.24473388365148807,0.17814017082604403,0.17963182298766844,0.1713843116586815,1.048122907220424,0.29458198349985953,-0.15627525537853543,0.5155389013538723,0.13808553331376516
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,oxygen,mg/l,Karlsruhe (Rhein),Mannheim (Neckar),no_month_fe,ohne Monats-FE = klassisches 2×2 auf den gepaarten Tagen,2011-08-06,3392,1721,1671,2006-08-06,2016-08-05,10.07356188262638,10.140155595451827,10.309006391632773,10.55374027528426,0.2354445090063916,0.41358467983243563,0.0665937128254459,0.24473388365148807,0.17814017082604403,0.17814017082604067,0.19345145736923505,0.92085204861512,0.3571276764899203,-0.20101771837444565,0.5572980600265269,0.004438353409613738
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,oxygen,mg/l,Karlsruhe (Rhein),Mannheim (Neckar),cut_moratorium,"Schnitt 14.03.2011 (Moratorium, Netzabgang)",2011-03-14,3392,1576,1816,2006-08-06,2016-08-05,10.156979695431472,10.062444933920704,10.260469543147208,10.576321585903083,0.103489847715736,0.513876651982379,-0.09453476151076856,0.31585204275587486,0.410386804266643,0.4007301580829914,0.1492417577237555,2.685107467205911,0.007250648827145859,0.10822168795497816,0.6932386282110046,0.15565857214833057
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,oxygen,mg/l,Karlsruhe (Rhein),Mannheim (Neckar),donut_transition,Übergangsmonate 14.03.–05.08.2011 entfernt,2011-08-06,3247,1576,1671,2006-08-06,2016-08-05,10.156979695431472,10.140155595451827,10.260469543147208,10.55374027528426,0.103489847715736,0.41358467983243563,-0.016824099979645624,0.2932707321370529,0.31009483211669964,0.3118481901768521,0.1552731873703146,2.008384032415836,0.044602498361656924,0.007518335166295909,0.6161780451874084,0.14881336121830901
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,oxygen,mg/l,Karlsruhe (Rhein),Mannheim (Neckar),donut_1y,±1 Jahr um den Schnitt entfernt,2011-08-06,2670,1358,1312,2006-08-06,2016-08-05,10.06921944035346,10.116920731707317,10.115905743740793,10.518902439024389,0.046686303387334295,0.4019817073170732,0.04770129135385659,0.40299669528359594,0.3552954039297389,0.3637622129795066,0.16379764226926555,2.220802497153903,0.026364341384394974,0.04272473337917054,0.6847996925798427,0.09913503387313483
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,oxygen,mg/l,Karlsruhe (Rhein),Mannheim (Neckar),placebo_cut_2008,"Nur Vorperiode, Scheinschnitt 06.08.2008",2008-08-06,1576,645,931,2006-08-06,2011-03-13,9.916124031007751,10.323845327604726,9.830232558139535,10.558539205155746,-0.0858914728682171,0.23469387755102045,0.407721296596975,0.7283066470162112,0.3205853504192375,0.2664043310636045,0.11558139976860553,2.3049065991322752,0.02117180494831809,0.03986895023441153,0.4929397118927975,0.3636260328627833
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,oxygen,mg/l,Karlsruhe (Rhein),Mannheim (Neckar),summer,"nur Juni–September (Niedrigwasser, größte thermische Last)",2011-08-06,1182,593,589,2006-08-06,2016-08-05,8.71602023608769,8.625297113752122,8.322428330522765,8.58590831918506,-0.3935919055649242,-0.03938879456706277,-0.09072312233556801,0.2634799886622954,0.3542031109978614,0.3529270527850386,0.34179219819589013,1.0325778489032884,0.3018014987925217,-0.3169733458756821,1.0228274514457594,0.016044169212296122
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,oxygen,mg/l,Karlsruhe (Rhein),Mannheim (Neckar),winter,nur Oktober–Mai,2011-08-06,2210,1128,1082,2006-10-01,2016-05-30,10.787234042553191,10.96478743068392,11.35336879432624,11.624953789279113,0.5661347517730496,0.6601663585951941,0.17755338813072896,0.2715849949528728,0.09403160682214451,0.08671373515730846,0.18326750723083257,0.47315389655018947,0.6361033871011454,-0.2724839785515573,0.44591144886617423,0.09674866282589523
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,o2_saturation,%,Karlsruhe (Rhein),Mannheim (Neckar),baseline,"Schnitt 06.08.2011, Monats-FE, HAC(30)",2011-08-06,3371,1720,1651,2006-08-06,2016-08-05,95.51217998686684,96.9269732270729,96.99331032243184,100.36394604274255,1.4811303355649876,3.4369728156696513,1.4147932402060661,3.370635720310716,1.9558424801046637,1.9579871667569062,1.8152293228681042,1.0786445228106172,0.2807462254977614,-1.5997969297456076,5.5157712632594205,0.1484213697557173
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,o2_saturation,%,Karlsruhe (Rhein),Mannheim (Neckar),no_month_fe,ohne Monats-FE = klassisches 2×2 auf den gepaarten Tagen,2011-08-06,3371,1720,1651,2006-08-06,2016-08-05,95.51217998686684,96.9269732270729,96.99331032243184,100.36394604274255,1.4811303355649876,3.4369728156696513,1.4147932402060661,3.370635720310716,1.9558424801046637,1.9558424801046557,2.076324101220886,0.9419735960077781,0.3462061583454519,-2.1136779785207787,6.02536293873009,0.004701922051205898
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,o2_saturation,%,Karlsruhe (Rhein),Mannheim (Neckar),cut_moratorium,"Schnitt 14.03.2011 (Moratorium, Netzabgang)",2011-03-14,3371,1575,1796,2006-08-06,2016-08-05,95.48306504062616,96.83828225853127,95.5611574004104,101.34774263112713,0.0780923597842391,4.5094603725958775,1.355217217905107,5.786585230716739,4.431368012811639,3.9835238744908477,1.5829448046116672,2.5165273374570365,0.011851770545503355,0.8810090679371871,7.086038681044508,0.16290328045995117
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,o2_saturation,%,Karlsruhe (Rhein),Mannheim (Neckar),donut_transition,Übergangsmonate 14.03.–05.08.2011 entfernt,2011-08-06,3226,1575,1651,2006-08-06,2016-08-05,95.48306504062616,96.9269732270729,95.5611574004104,100.36394604274255,0.0780923597842391,3.4369728156696513,1.4439081864467482,4.80278864233216,3.358880455885412,3.1664216102837153,1.6676339474833433,1.8987509909247289,0.05759722372774533,-0.10208086617999745,6.4349240867474276,0.15028602701263527
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,o2_saturation,%,Karlsruhe (Rhein),Mannheim (Neckar),donut_1y,±1 Jahr um den Schnitt entfernt,2011-08-06,2649,1357,1292,2006-08-06,2016-08-05,95.47772607148197,97.00778176831658,95.27656994982303,100.4094169044139,-0.2011561216589466,3.4016351360973283,1.5300556968346086,5.132846954590875,3.602791257756275,3.67152166609328,1.7914794726121073,2.0494355208770183,0.04041954684369026,0.1602864207307393,7.1827569114558205,0.09953356704475103
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,o2_saturation,%,Karlsruhe (Rhein),Mannheim (Neckar),placebo_cut_2008,"Nur Vorperiode, Scheinschnitt 06.08.2008",2008-08-06,1575,644,931,2006-08-06,2011-03-13,95.50144327115451,95.47035227965915,94.95459101419597,95.98073715628804,-0.5468522569585631,0.5103848766288848,-0.03109099149536121,1.0261461420920739,1.057237133587448,0.8306437145287816,1.12635777571314,0.7374599194317892,0.460842708554573,-1.3769769595756167,3.03826438863318,0.3281206359938196
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,o2_saturation,%,Karlsruhe (Rhein),Mannheim (Neckar),summer,"nur Juni–September (Niedrigwasser, größte thermische Last)",2011-08-06,1172,592,580,2006-08-06,2016-08-05,95.61455624163779,95.82675945888963,91.57190087133165,95.80714747236875,-4.042655370306126,-0.01961198652088628,0.21220321725184021,4.235246601037105,4.0230433837852395,4.090468509634735,3.7625454873178614,1.0871545668809002,0.27696850578316967,-3.28398513570198,11.46492215497145,0.017099956712240183
C1,"Philippsburg 1 — Karlsruhe → Mannheim (flussübergreifend, NICHT identifiziert)",not_identified,Rhein/Neckar,Philippsburg 1,o2_saturation,%,Karlsruhe (Rhein),Mannheim (Neckar),winter,nur Oktober–Mai,2011-08-06,2199,1128,1071,2006-10-01,2016-05-30,95.4584506049303,97.5227939418687,99.83858904144894,102.8316800957928,4.380138436518623,5.308886153924096,2.064343336938393,2.9930910543438642,0.9287477174054732,0.8191691077580774,1.8569477959921978,0.4411373919751911,0.6591135349769885,-2.820381693557662,4.4587199090738165,0.1910699765059879
P1,Placebo Donau — Neu-Ulm → Donauwörth,placebo,Donau,— (B/C liefen weiter),temperature,°C,Neu-Ulm,Donauwörth,baseline,"Schnitt 06.08.2011, Monats-FE, HAC(30)",2011-08-06,3631,1819,1812,2006-08-06,2016-08-05,9.934414513468939,10.481291390728476,10.992413413963718,11.359326710816775,1.0579989004947774,0.8780353200883002,0.5468768772595372,0.36691329685305796,-0.1799635804064772,-0.17626974745020893,0.059548999840343814,-2.960079059645063,0.0030756010421653613,-0.29298364245266423,-0.05955585244775363,0.6397532860816808
P1,Placebo Donau — Neu-Ulm → Donauwörth,placebo,Donau,— (B/C liefen weiter),temperature,°C,Neu-Ulm,Donauwörth,no_month_fe,ohne Monats-FE = klassisches 2×2 auf den gepaarten Tagen,2011-08-06,3631,1819,1812,2006-08-06,2016-08-05,9.934414513468939,10.481291390728476,10.992413413963718,11.359326710816775,1.0579989004947774,0.8780353200883002,0.5468768772595372,0.36691329685305796,-0.1799635804064772,-0.17996358040647742,0.1431019486631755,-1.2575900055006557,0.20854006974594674,-0.4604382459038011,0.10051108509084627,0.00999249868444163
