date,oxygen_mg_l,temp_spot_c
1990-01-09,13.1,1.2
1990-01-23,13.3,3.3
1990-02-06,12.0,2.8
1990-02-21,15.6,4.3
1990-03-06,11.3,3.7
1990-03-21,11.6,7.4
1990-04-03,10.6,7.3
1990-04-17,11.3,6.3
1990-05-02,9.5,10.2
1990-05-15,9.2,12.8
1990-05-30,9.5,11.6
1990-06-11,11.9,10.9
1990-06-26,9.4,14.7
1990-07-10,9.9,13.7
1990-07-23,9.0,16.0
1990-08-07,8.3,16.4
1990-08-20,8.8,16.5
1990-09-04,8.7,15.2
1990-09-17,10.8,10.3
1990-10-01,9.3,13.9
1990-10-16,12.7,11.7
1990-10-29,9.1,9.5
1990-11-13,10.7,8.0
1990-11-26,13.2,7.0
1990-12-11,13.0,4.1
1990-12-27,12.4,4.2
1991-01-07,11.0,5.9
1991-01-21,13.1,4.6
1991-02-04,11.9,3.1
1991-02-18,12.2,3.6
1991-03-04,11.2,5.0
1991-03-18,9.1,7.2
1991-04-02,13.0,6.6
1991-04-15,10.2,8.2
1991-04-29,9.9,
1991-05-15,10.3,10.1
1991-05-27,10.8,10.0
1991-06-10,11.0,13.0
1991-06-24,9.1,14.4
1991-07-08,8.8,17.6
1991-07-22,10.6,17.0
1991-08-05,9.3,15.3
1991-08-19,9.1,15.0
1991-09-30,7.5,14.2
1991-10-14,9.5,13.1
1991-10-30,11.5,6.2
1991-11-25,10.8,6.3
1991-12-11,13.9,0.9
1992-01-08,11.5,4.4
1992-01-21,14.9,3.1
1992-02-05,12.5,4.0
1992-02-17,11.9,3.8
1992-03-04,10.2,7.3
1992-03-16,13.6,4.2
1992-03-30,11.5,5.4
1992-04-15,11.8,8.2
1992-04-29,10.7,8.0
1992-05-13,10.7,12.0
1992-05-26,8.8,13.8
1992-06-10,9.2,13.7
1992-06-23,8.8,15.9
1992-07-08,8.9,15.6
1992-07-22,8.7,18.9
1992-08-05,9.3,18.1
1992-08-18,8.1,18.3
1992-09-03,8.6,15.8
1992-09-16,8.5,14.2
1992-09-29,8.7,14.4
1992-10-12,9.9,11.8
1992-10-28,9.8,9.4
1992-11-10,10.4,8.9
1992-11-23,11.0,8.4
1992-12-09,11.0,6.5
