date,oxygen_mg_l,temp_spot_c
2015-01-13,12.8,5.2
2015-02-10,12.8,3.5
2015-03-10,12.7,6.0
2015-04-07,12.1,7.0
2015-05-26,9.6,13.9
2015-06-30,8.9,19.7
2015-07-22,8.1,24.2
2015-08-19,6.6,21.1
2015-09-15,9.5,16.7
2015-10-13,9.1,11.6
2015-11-11,10.1,10.7
2015-12-08,10.9,6.3
2018-01-23,13.3,3.6
2018-02-20,13.2,3.1
2018-03-13,11.7,7.5
2018-04-10,11.2,12.6
2018-05-07,11.6,16.2
2018-06-04,8.3,22.4
2018-07-02,10.2,20.2
2018-07-17,8.8,21.8
2018-08-22,9.0,23.9
2018-09-18,8.6,19.7
2018-10-16,9.4,14.5
2018-11-13,10.5,9.4
2018-12-11,11.5,6.1
2021-02-10,13.0,3.9
2021-03-22,12.5,6.2
2021-04-28,12.2,13.3
2021-05-19,9.7,14.1
2021-06-22,8.3,23.4
2021-07-21,8.9,18.2
2021-08-25,8.7,18.3
2021-09-20,9.0,17.0
2021-10-11,9.9,12.8
2021-11-09,10.6,8.3
2021-12-13,12.1,4.7
2022-01-18,12.8,3.2
2022-02-16,12.4,4.8
2022-03-22,12.1,8.3
2022-04-11,11.4,8.5
2022-05-10,10.6,16.5
2022-06-13,8.1,20.3
2022-07-06,7.9,22.8
2022-08-09,8.7,23.4
2022-09-19,10.4,13.7
2022-10-26,9.7,13.3
2022-11-14,10.6,9.5
2022-12-07,11.2,5.7
2024-01-16,13.5,1.6
2024-02-06,12.2,6.3
2024-03-05,11.1,8.0
2024-04-02,10.6,10.6
2024-05-02,10.5,16.3
2024-06-04,8.7,14.6
2024-06-10,8.7,17.7
2024-07-03,8.8,19.0
2024-08-12,8.1,22.9
2024-09-04,7.8,22.0
2024-10-15,10.2,12.3
2024-11-12,11.0,8.3
2024-12-05,12.3,5.4
