date,oxygen_mg_l,temp_spot_c
1990-01-10,11.5,2.2
1990-01-24,10.0,5.0
1990-02-07,10.9,4.5
1990-02-21,12.4,5.0
1990-03-07,12.2,4.7
1990-03-21,10.2,9.1
1990-04-04,10.4,10.3
1990-04-18,12.5,9.3
1990-05-02,11.1,14.8
1990-05-16,12.0,18.8
1990-05-31,8.8,18.2
1990-06-13,7.3,16.1
1990-06-27,6.7,20.9
1990-07-11,7.6,17.8
1990-07-25,11.0,21.5
1990-08-08,8.6,21.6
1990-08-22,7.0,19.4
1990-09-05,7.2,18.1
1990-09-19,10.1,15.5
1990-10-04,8.0,14.4
1990-10-17,7.0,14.4
1990-10-30,7.8,10.5
1990-11-14,7.9,8.3
1990-11-28,11.9,5.5
1990-12-12,10.6,2.8
1990-12-27,9.9,3.5
1991-01-09,11.6,5.5
1991-01-23,11.9,2.4
1991-02-06,10.7,0.8
1991-02-20,10.0,2.5
1991-03-06,11.3,5.5
1991-03-20,10.2,9.4
1991-04-03,11.4,8.8
1991-04-17,12.0,12.8
1991-05-02,12.2,11.6
1991-05-15,10.5,13.8
1991-05-28,15.6,14.9
1991-06-12,9.1,17.4
1991-06-26,6.9,18.5
1991-07-10,13.6,24.1
1991-07-24,7.1,23.3
1991-08-07,8.4,23.1
1991-08-21,8.3,20.5
1991-09-04,10.2,21.1
1991-09-18,8.9,18.2
1991-10-01,8.8,14.8
1991-10-16,8.0,13.4
1991-10-30,8.5,8.6
1991-11-13,9.5,6.5
1991-11-27,9.5,6.0
1991-12-11,9.1,1.2
1992-01-08,12.2,3.7
1992-01-22,11.7,3.6
1992-02-05,10.0,2.5
1992-02-19,11.4,4.6
1992-03-04,10.7,5.9
1992-03-18,11.3,6.2
1992-04-01,11.2,7.0
1992-04-15,11.4,11.0
1992-04-29,12.2,13.1
1992-06-10,6.1,20.0
1992-06-24,6.2,19.3
1992-07-08,6.1,20.4
1992-07-22,8.1,22.5
1992-08-05,7.4,23.4
1992-08-19,9.9,21.3
1992-09-02,7.1,19.4
1992-09-16,9.6,17.6
1992-09-30,8.5,16.8
1992-10-14,8.0,12.6
1992-10-28,9.5,8.8
1992-11-11,8.3,8.5
1992-11-25,11.5,7.2
1992-12-09,10.7,6.4
1992-12-21,10.6,5.4
1993-01-07,11.0,0.6
1993-01-20,11.3,5.1
1993-02-03,12.9,1.8
1993-02-17,11.7,3.0
1993-03-03,11.7,3.4
1993-03-17,12.0,7.5
1993-03-31,12.2,6.9
1993-04-14,13.1,10.8
1993-04-28,13.1,17.3
1993-05-12,10.6,19.3
1993-05-26,8.5,21.2
1993-06-08,7.6,21.2
1993-06-23,8.8,20.2
1993-07-07,10.2,20.8
1993-07-21,8.8,19.8
1993-08-04,11.0,21.6
1993-08-18,10.6,21.9
1993-09-01,7.0,18.0
1993-09-15,7.0,15.9
1993-09-29,6.6,15.0
1993-10-13,6.5,14.4
1993-10-27,8.2,8.7
1993-11-10,8.1,8.1
1993-11-24,9.5,3.0
1993-12-08,10.8,3.1
1993-12-22,10.6,5.5
1994-01-04,13.6,4.3
1994-01-19,12.0,3.9
1994-02-02,12.1,4.1
1994-02-16,12.8,1.8
1994-03-02,10.8,6.5
1994-03-16,10.9,8.1
1994-03-30,11.2,8.5
1994-04-13,11.3,8.0
1994-04-27,10.3,13.8
1994-05-10,12.9,15.1
1994-05-25,9.5,16.8
1994-06-08,10.2,17.9
1994-06-22,13.0,20.0
1994-07-05,7.8,24.4
1994-07-20,7.4,23.1
1994-08-03,9.4,24.0
1994-08-17,7.9,21.2
1994-08-31,7.4,19.6
1994-09-14,8.1,17.7
1994-09-28,8.3,16.7
1994-10-12,8.4,11.8
1994-10-26,9.0,11.0
1994-11-09,8.0,10.5
1994-11-23,10.0,8.8
1994-12-07,10.0,7.2
1994-12-22,12.0,4.9
1995-01-04,12.1,4.4
1995-01-18,11.6,1.6
1995-02-01,13.5,4.1
1995-02-15,11.6,6.1
