date,oxygen_mg_l,temp_spot_c
2002-01-02,12.5,3.3
2002-01-16,10.4,3.1
2002-01-31,12.1,5.8
2002-02-13,11.2,6.8
2002-02-27,11.6,5.7
2002-03-13,10.9,7.9
2002-03-27,11.6,5.5
2002-04-10,10.6,6.7
2002-04-24,10.2,13.1
2002-05-07,10.5,9.4
2002-05-22,10.4,14.5
2002-06-04,10.5,14.8
2002-06-19,10.2,16.9
2002-07-03,10.4,16.2
2002-07-17,9.0,14.8
2002-07-30,9.4,16.6
2002-08-13,10.0,13.3
2002-08-28,9.6,13.5
2002-09-11,9.9,12.2
2002-09-24,10.8,8.7
2002-10-09,10.6,9.3
2002-10-23,10.2,9.8
2002-11-06,11.0,7.6
2002-11-19,10.9,7.6
2002-12-04,11.6,6.2
2012-01-11,11.9,5.7
2012-01-25,12.6,3.9
2012-02-08,13.2,2.1
2012-02-22,13.8,5.6
2012-03-07,12.5,6.8
2012-03-21,13.3,8.3
2012-04-04,13.3,8.6
2012-04-18,12.3,7.5
2012-05-02,11.2,12.1
2012-05-15,11.3,10.8
2012-05-30,11.0,12.7
2012-06-13,10.5,12.0
2012-06-27,10.2,14.7
2012-07-11,9.7,13.3
2012-07-25,11.5,15.7
2012-08-08,10.0,15.8
2012-08-22,9.7,19.4
2012-09-05,9.9,13.5
2012-09-19,10.4,12.1
2012-10-08,11.1,11.8
2012-10-17,11.3,10.8
2012-10-30,11.5,6.2
2012-11-14,11.6,8.5
2012-11-28,13.2,7.6
2018-01-23,13.0,4.1
2018-02-20,12.8,3.6
2018-03-14,12.1,6.1
2018-04-11,12.1,9.4
2018-05-07,10.6,15.5
2018-06-06,9.8,15.4
2018-07-04,10.3,15.3
2018-08-08,9.9,18.3
2018-09-03,10.4,13.9
2018-10-09,11.5,13.9
2018-10-30,10.8,8.7
2018-11-28,13.0,6.3
2020-01-22,13.1,5.2
2020-02-19,11.9,5.5
2020-03-18,12.2,8.7
2020-04-22,11.2,11.1
2020-05-13,10.8,9.8
2020-06-17,10.1,14.3
2020-07-15,10.1,13.7
2020-08-12,9.9,14.8
2020-09-09,10.2,15.0
2020-10-14,11.2,9.7
2020-11-11,12.3,9.0
2020-12-02,11.7,5.2
2023-01-18,12.6,5.5
2023-02-15,12.8,6.9
2023-03-15,12.3,5.7
2023-04-12,12.3,8.1
2023-05-10,10.7,10.8
2023-06-14,11.3,15.1
2023-07-12,9.6,17.2
2023-08-02,10.2,16.3
2023-09-06,10.4,14.0
2023-10-11,10.6,15.7
2023-11-15,11.5,9.3
2023-12-11,11.9,5.7
