date,oxygen_mg_l,temp_spot_c
1990-01-10,10.8,1.0
1990-01-24,10.0,4.6
1990-02-07,11.5,3.0
1990-02-21,11.9,5.0
1990-03-07,11.9,5.4
1990-03-21,11.0,10.0
1990-04-04,8.5,9.7
1990-04-18,10.7,8.8
1990-05-02,7.9,13.4
1990-05-16,7.6,16.0
1990-05-30,6.9,16.6
1990-06-12,7.8,13.0
1990-06-27,5.3,20.7
1990-07-11,6.0,16.4
1990-07-25,7.5,19.1
1990-08-08,7.1,14.1
1990-08-22,5.2,16.0
1990-09-05,5.9,17.0
1990-09-19,6.1,14.6
1990-10-04,8.2,13.8
1990-10-17,5.7,12.3
1990-10-29,7.5,8.0
1990-11-14,8.9,8.0
1990-11-28,11.8,4.8
1990-12-27,12.4,3.4
1991-01-09,14.9,5.6
1991-01-23,10.9,3.7
1991-02-06,12.5,
1991-02-19,13.0,0.6
1991-03-06,11.7,5.3
1991-03-20,10.0,9.2
1991-04-03,10.0,9.3
1991-04-17,8.9,10.4
1991-05-02,8.7,9.8
1991-05-15,9.3,11.6
1991-05-28,9.2,12.4
1991-06-12,7.5,15.2
1991-06-26,7.7,17.4
1991-07-10,5.6,22.5
1991-07-24,7.2,20.6
1991-08-07,8.3,21.0
1991-08-21,6.6,18.9
1991-09-04,4.1,18.7
1991-09-18,4.9,17.3
1991-10-01,5.8,14.0
1991-10-16,6.5,13.0
1991-10-29,10.1,5.0
1991-11-13,10.1,6.8
1991-11-27,8.9,3.9
1991-12-11,12.6,1.8
1991-12-18,10.5,1.3
1992-01-08,12.7,4.1
1992-01-22,14.9,1.0
1992-02-05,14.5,3.0
1992-02-19,13.1,2.0
1992-03-04,11.6,6.1
1992-03-18,12.0,6.3
1992-04-01,10.5,6.2
1992-04-15,10.2,9.2
1992-04-29,8.5,11.2
1992-05-13,7.9,14.7
1992-05-26,7.4,18.8
1992-06-10,7.2,16.3
1992-06-24,3.7,18.2
1992-07-08,8.0,17.4
1992-07-22,7.3,19.7
1992-08-05,6.1,20.4
1992-08-19,6.3,19.2
1992-09-02,7.0,16.3
1992-09-16,8.4,14.7
1992-09-30,5.6,14.2
1992-10-14,,9.2
1992-10-28,9.4,6.0
1992-11-11,8.9,7.4
1992-11-25,11.6,7.3
1992-12-09,11.8,4.5
1992-12-16,11.9,4.3
1993-01-20,11.8,4.9
1993-02-03,12.1,1.1
1993-02-17,11.8,2.2
1993-03-03,13.0,2.1
1993-03-17,12.1,6.0
1993-03-31,12.0,4.1
1993-04-14,10.2,9.9
1993-04-28,9.4,15.7
1993-05-12,7.5,17.8
1993-05-26,4.6,18.8
1993-06-08,5.9,20.2
1993-06-23,7.1,17.1
1993-07-07,7.0,17.5
1993-07-21,7.7,16.1
1993-08-04,7.7,19.1
1993-08-18,7.8,18.2
1993-09-01,9.3,13.8
1993-09-15,8.4,14.3
1993-09-29,8.3,13.7
1993-10-13,8.3,12.8
1993-10-27,10.9,7.3
1993-11-10,10.2,7.8
1993-11-24,13.1,1.0
1993-12-08,11.8,3.2
1994-01-04,11.7,4.9
1994-01-19,12.7,2.1
1994-02-02,12.1,4.5
1994-02-16,13.1,
1994-03-02,11.5,5.0
1994-03-16,10.7,6.8
1994-03-30,10.7,9.3
1994-04-13,10.4,6.0
1994-04-27,10.7,11.1
1994-05-10,10.1,13.8
1994-05-25,8.2,16.1
1994-06-08,9.3,16.2
1994-06-22,7.6,18.2
1994-07-06,7.2,22.3
1994-07-20,7.8,19.4
1994-08-03,10.1,23.8
1994-08-17,10.3,14.8
1994-08-31,9.3,15.1
1994-09-14,10.1,14.7
1994-09-28,9.6,14.7
1994-10-12,11.1,8.6
1994-12-20,11.9,4.2
1995-01-04,14.1,1.3
1995-01-18,13.0,0.3
1995-02-01,12.0,3.4
1995-02-15,12.1,5.2
1995-03-01,12.0,5.5
1995-03-15,13.4,3.2
1995-03-29,11.6,3.0
1995-04-12,10.9,6.8
1995-04-26,8.7,11.9
1995-05-10,11.8,11.8
1995-05-23,9.9,12.6
1995-06-07,10.1,13.3
1995-06-21,10.2,15.2
1995-07-05,9.0,15.7
1995-07-19,8.6,18.6
1995-08-02,,18.9
1995-08-16,7.5,16.9
1995-08-30,9.7,13.6
1995-09-13,9.3,14.2
1995-09-27,10.1,11.9
1995-10-11,10.2,13.0
1995-10-25,10.2,8.0
1995-11-08,11.9,4.7
1995-11-22,12.6,1.7
1995-12-06,12.9,1.4
1995-12-19,12.4,2.3
1996-01-03,13.1,1.0
1996-01-17,12.8,2.1
1996-01-31,12.7,0.3
1996-02-15,12.8,0.9
1996-02-28,11.4,3.6
1996-03-13,15.3,1.2
1996-03-27,12.6,4.6
1996-04-10,11.4,7.7
1996-04-24,10.0,13.5
1996-05-08,10.5,10.1
1996-05-22,10.3,11.3
1996-06-04,9.6,14.6
1996-06-19,9.0,16.7
1996-07-03,9.8,14.4
1996-07-17,9.8,14.8
1996-07-31,8.1,16.6
1996-08-14,8.7,14.3
1996-08-28,8.6,15.3
1996-09-11,8.7,13.8
1996-09-25,10.1,10.3
1996-10-09,10.1,10.7
1996-10-23,10.5,8.9
1996-11-05,10.1,8.5
1996-11-20,11.2,4.9
1996-12-04,12.0,3.4
1996-12-17,14.1,3.7
1997-01-29,,0.2
1997-02-12,12.2,2.0
1997-03-12,11.1,6.5
1997-03-26,11.6,5.9
1997-04-09,11.6,6.0
1997-04-23,12.2,7.3
1997-05-06,11.1,14.2
1997-05-21,11.1,14.8
1997-06-04,10.4,14.4
1997-06-18,8.1,14.4
1997-07-02,8.7,16.0
1997-07-16,8.9,16.2
1997-07-30,8.3,16.7
1997-08-13,8.3,19.0
1997-08-27,8.1,21.0
1997-09-10,9.2,14.5
1997-09-24,9.4,11.5
1997-10-08,9.4,13.1
1997-10-22,11.4,6.3
1997-11-05,13.8,3.9
1997-11-19,12.2,5.6
1997-12-03,13.1,3.2
1997-12-17,14.6,0.2
1997-12-29,11.8,4.3
1998-01-14,13.2,2.6
1998-01-28,13.1,
1998-02-11,13.1,1.7
1998-02-25,11.8,5.1
1998-03-11,13.2,3.1
1998-03-25,13.4,4.6
1998-04-08,10.7,8.9
1998-04-22,10.7,10.5
1998-05-06,10.3,10.7
1998-05-19,9.5,14.2
1998-06-03,7.0,16.6
1998-06-17,8.0,14.7
1998-07-01,7.2,17.0
1998-07-15,9.0,15.3
1998-07-29,8.9,16.7
1998-08-12,8.4,20.2
1998-08-26,9.8,13.8
1998-09-09,9.8,14.8
1998-09-23,11.6,11.7
1998-10-07,11.0,9.9
1998-10-21,11.6,8.9
1998-11-04,10.2,7.6
1998-11-18,12.4,4.4
1998-12-02,12.9,2.3
1998-12-16,12.5,5.0
1998-12-28,12.3,5.2
1999-01-13,13.3,2.2
1999-01-27,12.7,4.1
1999-02-10,13.4,1.5
1999-02-24,12.8,3.1
1999-03-10,11.9,5.4
1999-03-24,12.1,6.1
1999-04-07,10.8,10.1
1999-04-21,11.3,7.4
1999-05-05,9.9,12.7
1999-05-19,10.2,13.9
1999-06-01,9.0,18.4
1999-06-16,9.3,15.2
1999-06-30,8.8,17.5
1999-07-14,7.9,18.1
1999-07-28,9.6,17.4
1999-08-11,7.9,17.8
1999-08-25,9.7,15.6
1999-09-08,8.5,17.3
1999-09-22,8.2,16.0
1999-10-06,10.2,10.6
1999-10-20,11.6,5.5
1999-11-03,10.4,9.1
1999-11-17,12.9,2.7
1999-12-01,12.3,3.4
1999-12-15,12.9,3.6
1999-12-29,12.8,3.4
2000-01-12,13.0,3.8
2000-01-26,15.6,
2000-02-09,12.1,5.7
2000-02-23,12.6,3.8
2000-03-08,13.2,5.9
2000-03-22,10.6,6.7
2000-04-05,11.6,9.2
2000-04-19,10.2,10.9
2000-05-03,9.2,14.7
2000-05-17,8.9,18.0
2000-05-30,10.3,12.9
2000-06-14,8.5,21.2
2000-06-28,9.3,15.3
2000-07-12,9.0,14.4
2000-07-26,8.1,16.6
2000-08-09,8.6,16.0
2000-08-23,9.1,18.1
2000-09-06,9.2,14.2
2000-09-20,9.8,13.6
2000-10-04,9.6,14.1
2000-10-18,9.4,12.0
2000-11-02,9.7,9.5
2000-11-15,11.0,7.8
2000-11-30,11.2,7.2
2000-12-13,11.0,8.0
2000-12-27,12.1,2.6
2001-01-10,13.5,3.8
2001-01-24,12.5,2.5
