date,oxygen_mg_l,temp_spot_c
2021-01-20,12.6,3.7
2021-02-24,11.4,9.3
2021-03-24,13.0,8.7
2021-04-28,13.0,14.7
2021-05-19,9.4,14.1
2021-06-23,8.1,22.5
2021-07-21,8.7,19.3
2021-08-18,8.7,19.0
2021-09-15,9.2,18.5
2021-10-13,10.3,12.1
2021-11-10,11.2,8.1
2021-12-08,11.8,4.7
2024-01-24,12.0,5.7
2024-02-21,10.7,8.8
2024-03-20,10.5,11.5
2024-04-17,10.0,12.6
2024-05-15,9.5,17.9
2024-06-12,8.8,16.8
2024-07-17,8.1,20.4
2024-08-20,8.2,20.3
2024-09-18,10.2,14.8
2024-10-16,10.1,12.6
2024-11-13,10.6,9.0
2024-12-09,11.5,6.0
