date,oxygen_mg_l,temp_spot_c
2021-01-21,12.4,4.9
2021-02-09,11.7,6.3
2021-03-03,12.3,8.0
2021-04-07,11.3,8.7
2021-05-04,9.1,13.9
2021-05-31,10.2,15.3
2021-07-06,7.9,21.4
2021-08-03,8.7,20.3
2021-09-02,10.5,16.0
2021-10-12,10.5,12.8
2021-11-02,10.4,10.4
2021-11-30,11.4,5.8
2024-01-31,12.9,5.5
2024-02-26,11.4,8.0
2024-03-25,11.1,9.5
2024-04-25,11.1,9.2
2024-05-23,9.2,18.1
2024-06-11,10.4,16.2
2024-07-24,8.6,21.7
2024-08-28,8.7,20.1
2024-09-26,9.9,15.7
2024-10-23,10.3,14.3
2024-11-27,11.7,6.9
2024-12-17,12.2,6.9
