date,oxygen_mg_l,temp_spot_c
2023-01-17,11.6,5.5
2023-02-27,12.4,5.1
2023-03-28,12.1,7.0
2023-04-25,10.8,10.9
2023-05-23,8.9,15.4
2023-06-20,8.5,21.2
2023-07-18,8.3,21.6
2023-08-22,8.1,22.1
2023-09-19,8.4,18.7
2023-10-16,9.9,12.5
2023-11-13,10.2,10.3
2023-12-12,11.2,7.0
2024-01-22,13.1,3.0
2024-02-14,12.1,6.1
2024-03-19,11.2,9.6
2024-04-15,9.6,13.8
2024-05-15,9.4,15.6
2024-06-12,9.7,13.3
2024-07-22,8.0,21.4
2024-08-21,8.9,17.7
2024-09-16,10.0,12.6
2024-10-14,10.2,11.9
2024-11-19,10.5,10.8
2024-12-09,11.4,7.0
