date,oxygen_mg_l,temp_spot_c
1990-01-10,12.0,2.9
1990-01-24,11.0,5.6
1990-02-07,10.8,4.1
1990-02-21,11.7,6.0
1990-03-07,11.8,6.0
1990-03-21,10.5,7.4
1990-04-04,10.4,10.9
1990-04-18,11.4,9.0
1990-05-02,11.6,11.0
1990-05-16,7.4,17.0
1990-05-30,10.2,15.8
1990-06-11,7.1,14.4
1990-06-27,9.3,20.5
1990-07-02,7.1,20.4
1990-07-11,7.9,16.0
1990-07-25,11.5,20.2
1990-08-08,7.7,16.0
1990-08-22,6.5,17.8
1990-09-05,7.0,17.5
1990-09-19,8.0,15.6
1990-10-01,8.2,11.5
1990-10-15,8.9,12.3
1990-10-29,8.8,10.0
1990-11-14,9.4,8.2
1990-11-28,11.4,5.6
1990-12-12,11.3,2.7
1990-12-27,11.3,3.6
1991-01-09,11.5,5.5
1991-01-23,12.1,3.5
1991-02-06,12.2,0.7
1991-02-20,11.8,2.3
1991-03-06,10.8,5.6
1991-03-20,10.4,9.6
1991-04-03,11.9,8.8
1991-04-17,11.9,12.3
1991-05-02,9.9,11.6
1991-05-15,8.7,12.6
1991-05-27,11.0,13.2
1991-06-12,9.9,16.8
1991-06-26,7.0,19.0
1991-07-10,,23.0
1991-07-24,10.4,21.1
1991-08-07,7.4,20.6
1991-08-21,8.8,19.2
1991-09-02,11.7,20.0
1991-09-18,7.6,17.7
1991-09-30,6.6,15.5
1991-10-16,8.0,13.5
1991-10-29,9.0,7.8
1991-11-13,9.4,7.2
1991-11-27,10.0,5.4
1991-12-11,7.8,2.3
1991-12-19,10.5,1.7
1992-01-08,9.3,4.8
1992-01-23,9.9,2.0
1992-02-05,9.8,3.5
1992-02-19,10.4,3.0
1992-03-04,9.8,6.2
1992-03-18,10.0,5.5
1992-04-01,9.0,6.8
1992-04-15,9.9,10.6
1992-04-29,10.2,13.4
1992-05-13,9.5,13.9
1992-05-25,12.2,19.6
1992-06-10,6.7,17.7
1992-06-24,6.6,19.3
1992-07-08,6.6,18.5
1992-07-22,8.2,22.0
1992-08-05,8.0,21.3
1992-08-19,9.0,19.5
1992-09-02,7.2,18.1
1992-09-16,8.4,16.2
1992-09-30,8.5,15.9
1992-10-14,9.3,11.4
1992-10-28,10.3,7.5
1992-11-11,9.3,8.4
1992-11-25,10.8,7.7
1992-12-09,11.2,5.5
1992-12-21,11.2,5.2
1993-01-04,11.8,1.4
1993-01-20,11.3,5.8
1993-02-03,13.1,1.5
1993-02-17,11.8,3.5
1993-03-03,11.4,4.3
1993-03-17,11.8,7.2
1993-03-31,,5.6
1993-04-14,12.0,10.4
1993-04-28,11.7,17.2
1993-05-12,11.5,17.8
1993-05-26,8.7,18.8
1993-06-07,7.6,20.4
1993-06-23,8.2,18.9
1993-06-24,7.7,18.8
1993-07-07,8.3,20.2
1993-07-21,8.0,18.6
1993-08-04,9.3,20.7
1993-08-18,9.2,20.8
1993-09-01,9.2,16.3
1993-09-15,8.3,15.2
1993-09-29,9.0,14.5
1993-10-13,8.7,13.6
1993-10-27,9.4,8.1
1993-11-10,9.0,8.3
1993-11-24,11.7,2.5
1993-12-08,10.6,4.4
1993-12-20,11.0,6.5
1994-01-03,12.0,4.6
1994-01-19,12.3,3.2
1994-02-02,12.0,4.7
1994-02-16,12.2,1.0
1994-03-02,11.4,6.2
1994-03-16,11.0,7.3
1994-03-30,11.0,8.4
1994-04-11,11.2,7.1
1994-04-27,10.1,12.9
1994-05-09,10.7,14.6
1994-05-25,9.2,17.0
1994-06-08,9.4,15.6
1994-06-22,10.8,19.4
1994-07-06,9.2,22.5
1994-07-20,7.2,21.5
1994-07-28,12.1,25.4
1994-08-03,10.8,24.7
1994-08-17,9.1,19.2
1994-08-31,9.2,18.4
1994-09-14,8.6,15.9
1994-09-28,9.6,16.3
1994-10-12,10.3,10.4
1994-10-26,11.2,9.9
1994-11-09,9.4,9.8
1994-11-23,10.5,8.4
1994-12-07,11.4,5.8
1994-12-19,11.6,5.1
1995-01-04,12.4,3.3
1995-01-18,12.6,2.3
1995-02-01,12.3,3.4
1995-02-15,11.9,6.2
1995-03-01,12.0,5.5
1995-03-15,11.3,5.8
1995-03-29,11.8,5.2
1995-04-12,11.4,7.6
1995-04-26,10.0,13.4
1995-05-08,11.8,16.2
1995-05-10,10.4,14.3
1995-05-22,10.8,12.7
1995-06-07,8.8,13.9
1995-06-21,8.8,16.3
1995-07-05,9.2,18.2
1995-07-19,7.7,19.9
1995-08-02,8.5,20.8
1995-08-16,8.6,19.4
1995-08-23,8.6,20.5
1995-09-18,9.8,15.8
1995-09-27,9.4,13.3
1995-10-11,9.5,14.5
1995-10-25,10.4,10.2
1995-11-08,11.1,5.5
1995-11-22,12.6,3.9
1995-12-06,12.7,4.0
1995-12-18,13.5,3.5
1996-01-03,12.9,2.0
1996-01-17,12.0,3.8
1996-01-31,14.0,1.8
1996-02-14,11.0,2.8
1996-02-28,11.0,4.1
1996-03-13,12.2,3.2
1996-03-27,11.4,6.4
1996-04-10,11.0,7.8
1996-04-24,10.8,14.5
1996-05-08,11.2,13.4
1996-05-22,9.2,14.2
1996-06-03,8.2,16.6
1996-06-19,8.9,20.1
1996-07-01,8.1,17.5
1996-07-17,8.8,17.9
1996-07-31,8.7,18.7
1996-08-05,8.5,19.1
1996-08-12,8.7,19.3
1996-08-28,8.3,18.3
1996-09-11,9.1,14.4
1996-09-25,9.5,13.1
1996-10-09,9.0,12.7
1996-10-23,9.9,10.5
1996-11-06,9.9,9.9
1996-11-20,11.0,6.7
1996-12-04,11.7,5.6
1996-12-17,11.8,4.1
1997-01-02,13.8,0.5
1997-01-15,12.8,1.6
1997-01-29,12.0,2.9
1997-02-12,12.5,4.5
1997-02-26,11.7,7.3
1997-03-12,11.7,8.3
1997-03-26,12.4,6.9
1997-04-09,10.5,7.8
1997-04-23,12.7,8.3
1997-05-05,11.3,14.2
1997-05-21,8.6,18.3
1997-06-04,9.6,15.7
1997-06-18,7.7,18.5
1997-06-30,7.9,18.4
1997-07-16,7.8,19.1
1997-07-30,8.1,18.8
1997-08-13,8.2,20.7
1997-08-27,7.4,22.1
1997-09-10,8.0,17.5
1997-09-24,9.8,15.3
1997-10-08,9.5,14.4
1997-10-22,9.5,10.3
1997-11-05,11.6,5.7
1997-11-19,9.0,7.0
1997-12-03,9.1,6.2
1997-12-16,14.2,4.1
1997-12-29,11.1,5.7
1998-01-14,12.3,4.0
1998-01-28,12.8,1.6
1998-02-04,12.7,1.5
1998-02-11,12.7,3.0
