date,oxygen_mg_l,temp_spot_c
2014-01-29,12.2,4.3
2014-03-26,12.0,10.4
2014-04-23,11.4,14.6
2014-05-21,8.7,18.6
2014-06-17,8.2,22.3
2014-07-16,7.2,20.3
2014-08-13,7.5,21.6
2014-09-10,8.1,18.9
2014-10-08,9.3,15.4
2014-12-03,11.2,5.3
2016-04-20,10.5,11.7
2016-05-17,8.1,15.4
2016-06-15,7.7,18.4
2016-07-20,8.2,22.5
2016-08-17,8.1,20.5
2016-09-14,7.7,22.0
2016-10-12,10.0,12.3
2021-01-27,12.3,2.9
2021-02-17,13.4,2.3
2021-03-10,12.1,6.4
2021-03-31,12.3,10.7
2021-04-07,11.7,8.8
2021-05-25,9.0,14.6
2021-06-30,6.6,23.0
2021-07-27,7.4,22.8
2021-08-25,7.5,19.6
2021-09-14,8.3,20.7
2021-10-20,9.3,10.6
2021-11-17,10.8,7.1
2021-12-01,11.0,5.3
2024-01-15,12.9,2.2
2024-02-14,11.1,7.1
2024-03-12,10.7,8.1
2024-04-15,10.0,15.2
2024-05-21,8.0,18.1
2024-06-20,8.1,18.8
2024-07-08,8.3,19.6
2024-08-21,6.9,22.5
2024-09-11,7.1,20.6
2024-10-01,8.5,14.8
2024-11-20,10.9,7.4
2024-12-09,12.4,5.4
