date,oxygen_mg_l,temp_spot_c
1990-01-10,12.4,0.9
1990-01-24,11.3,3.7
1990-02-07,11.9,5.2
1990-02-21,11.7,5.3
1990-03-07,12.1,6.0
1990-03-21,12.0,10.0
1990-04-04,12.5,10.1
1990-04-18,14.7,10.2
1990-05-02,13.5,13.5
1990-05-16,13.5,18.9
1990-05-30,11.3,16.1
1990-06-13,9.1,15.8
1990-06-27,9.2,20.0
1990-07-11,8.8,16.5
1990-07-25,11.4,20.9
1990-08-08,7.1,21.1
1990-08-22,7.9,18.7
1990-09-05,7.3,18.4
1990-09-19,8.5,15.0
1990-10-02,8.5,15.4
1990-10-17,8.9,13.2
1990-10-31,9.6,8.9
1990-11-14,10.0,6.6
1990-11-28,10.6,5.3
1990-12-12,11.3,2.4
1990-12-27,11.4,2.5
1991-01-09,11.5,4.6
1991-01-23,12.3,1.8
1991-02-06,12.7,0.1
1991-02-20,12.4,1.1
1991-03-06,11.1,5.3
1991-03-21,10.8,10.5
1991-04-03,11.5,8.5
1991-04-17,13.6,12.0
1991-05-02,12.8,12.1
1991-05-15,9.9,11.6
1991-05-29,12.7,13.4
1991-06-12,11.9,18.4
1991-06-26,8.3,17.9
1991-07-10,10.0,22.8
1991-07-24,9.0,21.2
1991-08-07,7.9,20.2
1991-08-21,9.3,19.6
1991-09-03,10.1,19.2
1991-09-18,7.2,18.0
1991-10-02,8.5,15.7
1991-10-16,9.2,14.8
1991-10-30,10.5,6.4
1991-11-13,10.2,7.1
1991-11-27,10.5,5.7
1991-12-11,12.3,2.2
1991-12-23,11.8,3.1
1992-01-08,12.2,2.8
1992-01-22,11.9,2.3
1992-02-05,12.1,2.5
1992-02-19,12.3,3.2
1992-03-04,12.4,7.2
1992-03-18,12.1,5.4
1992-04-01,11.3,6.4
1992-04-15,11.6,9.9
1992-04-28,10.8,13.0
1992-05-13,11.7,15.1
1992-05-27,12.1,18.2
1992-06-10,6.9,18.2
1992-06-24,7.7,19.8
1992-07-08,8.0,19.5
1992-07-22,9.8,22.3
1992-08-05,7.5,23.9
1992-08-19,8.3,21.9
1992-09-02,8.0,21.2
1992-09-16,8.3,16.8
1992-09-30,7.8,17.3
1992-10-14,9.6,12.2
1992-10-28,10.1,8.0
1992-11-11,10.6,8.4
1992-11-25,10.8,7.2
1992-12-10,11.9,5.2
1992-12-21,12.0,3.7
1993-01-07,13.4,0.2
1993-01-20,11.5,4.2
1993-02-03,12.9,1.7
1993-02-17,12.4,3.0
1993-03-03,13.8,2.9
1993-03-17,13.6,7.0
1993-03-31,13.4,5.3
1993-04-14,12.6,9.5
1993-04-28,12.6,15.8
1993-05-12,13.4,18.4
1993-05-26,12.5,19.2
1993-06-08,9.6,20.8
1993-06-23,8.2,18.8
1993-07-07,10.0,20.3
1993-07-21,8.8,16.5
1993-08-04,9.0,20.6
1993-08-18,9.2,20.3
1993-09-01,9.2,15.1
1993-09-15,8.8,15.5
1993-09-29,8.9,15.6
1993-10-13,9.2,14.5
1993-10-27,10.6,7.6
1993-11-10,10.0,9.0
1993-11-24,12.0,2.4
1993-12-08,11.7,3.4
1993-12-22,11.4,5.0
1994-01-04,12.4,4.3
1994-01-19,11.8,3.1
1994-02-02,12.8,3.8
1994-02-16,12.7,1.2
1994-03-02,11.9,6.7
1994-03-16,11.0,8.2
1994-03-30,10.9,9.2
1994-04-13,11.9,6.6
1994-04-27,10.3,12.1
1994-05-10,11.8,15.2
1994-05-11,12.9,14.2
1994-05-25,9.7,16.2
1994-06-08,9.7,16.3
1994-06-22,10.1,18.2
1994-07-06,7.8,24.2
1994-07-19,9.4,22.8
1994-08-03,9.3,25.4
1994-08-17,12.3,19.7
1994-08-31,9.9,19.4
1994-09-14,8.6,17.2
1994-09-28,9.4,16.0
1994-10-12,10.7,12.0
1994-10-26,11.5,10.1
1994-11-09,10.1,10.6
1994-11-23,10.1,8.8
1994-12-06,10.6,6.9
1994-12-20,11.1,4.9
1995-01-04,12.2,2.6
1995-01-18,12.7,0.6
1995-02-02,12.1,4.0
1995-02-15,11.5,5.6
1995-03-02,12.0,5.9
1995-03-15,12.2,5.7
1995-03-29,11.4,6.2
1995-04-12,11.5,8.4
1995-04-26,11.0,12.9
1995-05-10,11.8,15.2
1995-05-24,12.2,14.0
1995-06-07,12.2,13.8
1995-07-04,10.3,19.8
1995-07-19,9.5,21.2
1995-08-02,9.9,23.0
1995-08-16,9.6,20.3
1995-08-30,8.7,16.1
1995-09-14,9.0,15.7
1995-09-27,9.9,14.7
1995-10-11,10.2,15.8
1995-10-25,10.1,11.8
1995-11-08,10.5,6.6
1995-11-22,11.7,4.1
1995-12-06,11.6,3.9
1995-12-19,12.2,2.6
1996-01-03,13.4,1.0
1996-01-17,12.0,3.1
1996-01-31,13.0,0.5
1996-02-14,13.7,2.1
1996-02-28,12.8,2.3
1996-03-13,15.0,3.1
1996-03-27,11.4,7.0
1996-04-10,12.8,7.5
1996-04-24,14.4,14.6
1996-05-08,13.8,16.0
1996-05-23,11.4,15.3
1996-06-04,8.2,18.0
1996-06-19,9.5,22.5
1996-07-03,8.0,18.3
1996-07-17,8.3,18.4
1996-07-31,10.8,20.6
1996-08-14,7.6,19.4
1996-08-28,8.2,20.0
1996-09-11,9.1,14.2
1996-09-25,9.3,12.9
1996-10-09,9.6,13.4
