date,oxygen_mg_l,temp_spot_c
2009-01-14,12.7,3.0
2009-02-11,11.5,5.6
2009-03-25,11.8,6.9
2009-04-22,11.3,13.5
2009-05-18,9.1,15.0
2009-06-30,8.4,16.4
2009-07-29,8.1,18.2
2009-08-26,8.4,20.2
2009-09-23,9.2,18.6
2009-10-21,10.8,9.4
2009-11-18,10.3,11.3
2010-01-27,13.9,2.3
2010-02-24,11.9,6.6
2010-03-24,10.7,10.7
2010-04-21,10.4,13.3
2010-05-19,9.9,13.0
2010-06-16,8.1,14.9
2010-07-13,7.8,23.1
2010-08-09,8.1,16.3
2010-09-08,8.7,15.1
2010-10-06,8.8,15.7
2010-11-17,10.4,9.1
2018-01-23,11.1,5.5
2018-02-21,13.2,5.5
2018-03-07,11.7,7.8
2018-04-17,10.8,13.7
2018-05-07,9.3,16.1
2018-06-11,9.2,22.0
2018-07-09,10.3,21.1
2018-07-24,9.7,20.7
2018-09-05,9.7,17.7
2018-10-01,9.8,14.8
2018-10-16,10.2,14.3
2018-11-14,10.2,10.7
2018-12-03,10.7,9.9
2019-01-02,12.1,5.3
2019-01-28,12.3,4.7
2019-02-26,13.4,6.1
2019-03-20,13.3,6.9
2019-04-16,12.5,10.9
2019-05-15,10.7,10.4
2019-06-17,9.0,18.2
2019-07-10,9.3,18.3
2019-08-12,8.5,19.8
2019-09-09,9.0,15.0
2019-09-30,9.3,15.7
2019-11-04,9.9,11.4
2019-11-25,10.9,8.4
2020-01-20,12.2,5.6
2020-02-18,11.2,7.2
2020-04-21,10.1,12.7
2020-05-12,9.5,13.8
2020-06-15,9.5,14.1
2020-07-14,9.0,17.4
2020-08-11,8.4,18.5
2020-09-08,9.2,16.1
2020-10-06,9.7,13.4
2020-11-03,9.6,12.8
2021-02-02,11.5,6.3
2021-03-02,12.2,5.9
2021-04-06,11.6,7.1
2021-05-11,9.2,15.2
2021-06-22,8.4,20.7
2021-08-03,,18.6
2021-09-06,8.9,18.0
2021-10-04,8.7,16.6
2021-11-08,9.6,10.1
2021-12-06,9.8,7.9
2022-01-24,11.9,6.2
2022-02-21,11.6,5.9
2022-03-21,12.2,7.0
2022-04-26,9.6,13.4
2022-05-16,8.1,18.5
2022-06-20,8.3,22.2
2022-08-24,8.8,20.4
2022-09-19,9.8,13.0
2022-10-24,9.4,14.6
2022-11-14,10.9,8.8
